Verdicts,Review Reason,cve_id,description,cpe_strings,Difference Type,published,cvss_score,cvss_version,cwe_ids,Claude Judgment,Claude Confidence,Claude Reasoning,Codex Judgment,Codex Confidence,Codex Reasoning,Gemini Judgment,Gemini Confidence,Gemini Reasoning,Human Verdict 1,Human Notes 1,Human Verdict 2,Human Notes 2
C:Yes/High  X:No/High  G:Yes/High,judgments not unanimous,CVE-2023-26943,Weak encryption mechanisms in RFID Tags in Yale Keyless Lock v1.0 allows attackers to create a cloned tag via physical proximity to the original.,cpe:2.3:o:assaabloy:yale_keyless_smart_lock_firmware:1.0:*:*:*:*:*:*:*|cpe:2.3:h:assaabloy:yale_keyless_smart_lock:-:*:*:*:*:*:*:*,keyword_only,2023-12-05,6.5,3.1,CWE-326,Yes,High,,No,High,,Yes,High,,Yes,,Yes,Yale Keyless Smart Lock — consumer residential smart lock; in-scope for doorlock category.
C:Yes/High  X:No/High  G:No/High,judgments not unanimous,CVE-2023-5880,"When the Genie Company Aladdin Connect garage door opener (Retrofit-Kit Model ALDCM) is placed into configuration mode the web servers “Garage Door Control Module Setup” page is vulnerable to XSS via a broadcast SSID name containing malicious code with client side Java Script and/or HTML. This allows the attacker to inject malicious code with client side Java Script and/or HTML into the users' web browser. 
",cpe:2.3:o:geniecompany:aladdin_connect_garage_door_opener_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:geniecompany:aladdin_connect_garage_door_opener:-:*:*:*:*:*:*:*,keyword_only,2024-01-03,8.8,3.1,CWE-79,Yes,High,"The Genie Aladdin Connect Retrofit-Kit is a consumer smart garage-door opener, explicitly within this category's scope (""incl. garage-door openers""); the XSS lives in the device's own web-based setup page, making this a clear in-scope home-access-control vulnerability.",No,High,,No,High,,Yes,,Yes,Genie Aladdin Connect — consumer smart garage door opener; in-scope for doorlock category.
C:Yes/High  X:No/High  G:Yes/High,judgments not unanimous,CVE-2025-44612,"Tinxy WiFi Lock Controller v1 RF was discovered to transmit sensitive information in plaintext, including control information and device credentials, allowing attackers to possibly intercept and access sensitive information via a man-in-the-middle attack.",cpe:2.3:o:tinxy:wifi_lock_controller_v1_rf_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:tinxy:wifi_lock_controller_v1_rf:-:*:*:*:*:*:*:*,keyword_only,2025-05-30,5.9,3.1,CWE-319,Yes,High,,No,High,,Yes,High,,Yes,,Yes,Tinxy Smart WiFi Door Lock — consumer home smart lock; in-scope for doorlock category.
C:Yes/High  X:No/High  G:Yes/High,judgments not unanimous,CVE-2025-44614,"Tinxy WiFi Lock Controller v1 RF was discovered to store users' sensitive information, including credentials and mobile phone numbers, in plaintext.",cpe:2.3:o:tinxy:wifi_lock_controller_v1_rf_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:tinxy:wifi_lock_controller_v1_rf:-:*:*:*:*:*:*:*,keyword_only,2025-05-30,7.5,3.1,CWE-312,Yes,High,,No,High,,Yes,High,,Yes,,Yes,Tinxy Smart WiFi Door Lock — consumer home smart lock; in-scope for doorlock category.
C:Yes/High  X:No/High  G:Yes/High,judgments not unanimous,CVE-2025-44619,"Tinxy WiFi Lock Controller v1 RF was discovered to be configured to transmit on an open Wi-Fi network, allowing attackers to join the network without authentication.",cpe:2.3:o:tinxy:wifi_lock_controller_v1_rf_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:tinxy:wifi_lock_controller_v1_rf:-:*:*:*:*:*:*:*,keyword_only,2025-05-30,9.1,3.1,CWE-284,Yes,High,,No,High,,Yes,High,,Yes,,Yes,Tinxy Smart WiFi Door Lock — consumer home smart lock; in-scope for doorlock category.
C:No/High  X:No/High  G:Yes/High,judgments not unanimous,CVE-2025-56400,"Cross-Site Request Forgery (CSRF) vulnerability in the OAuth implementation of the Tuya SDK 6.5.0 for Android and iOS, affects the Tuya Smart and Smartlife mobile applications, as well as other third-party applications that integrate the SDK, allows an attacker to link their own Amazon Alexa account to a victim's Tuya account. The applications fail to validate the OAuth state parameter during the account linking flow, enabling a cross-site request forgery (CSRF)-like attack. By tricking the victim into clicking a crafted authorization link, an attacker can complete the OAuth flow on the victim's behalf, resulting in unauthorized Alexa access to the victim's Tuya-connected devices. This affects users regardless of prior Alexa linkage and does not require the Tuya application to be active at the time. Successful exploitation may allow remote control of devices such as cameras, doorbells, door locks, or alarms.",cpe:2.3:a:tuya:smartlife:6.3.1:*:*:*:*:iphone_os:*:*|cpe:2.3:a:tuya:smartlife:6.3.4:*:*:*:*:android:*:*|cpe:2.3:a:tuya:tuya:*:*:*:*:*:android:*:*|cpe:2.3:a:tuya:tuya:*:*:*:*:*:iphone_os:*:*|cpe:2.3:a:tuya:tuya_smart:6.3.1:*:*:*:*:android:*:*|cpe:2.3:a:tuya:tuya_smart:6.3.1:*:*:*:*:iphone_os:*:*,keyword_only,2025-11-24,8.8,3.1,CWE-352|CWE-384,No,High,,No,High,,Yes,High,,No,,No,Phone/watch/wearable sensor — not a standalone home IoT sensor.
C:Yes/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2026-47149,"In EmberZNet v9.0.2 and earlier, malformed or out-of-range Door Lock user identifiers can trigger out-of-bounds table reads and terminate the process. These messages must come from a device that has already joined the network, and no information leakage back to the sender was observed. Only devices supporting the Door Lock cluster may be impacted.",,keyword_only,2026-06-25,,,CWE-125,Yes,Low,"EmberZNet is Silicon Labs' Zigbee stack used in home IoT devices; the CVE specifically targets the Door Lock cluster which is the Zigbee specification for residential smart door locks; though a protocol stack rather than a specific consumer product, it directly affects home smart lock implementations",No,High,,Yes,High,,Yes,,Yes,"Silicon Labs Z-Wave/EmberZNet vulnerability with direct consumer smart door lock impact (e.g. Schlage BE468, Door Lock cluster)."
C:Yes/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2026-47151,"In EmberZNet v9.0.2 and earlier, malformed ClearWeekdaySchedule messages can trigger out-of-bounds writes into Door Lock schedule state. The size and location of this data is limited. These messages must come from a device that has already joined the network. Only devices supporting the Door Lock cluster may be impacted.",,keyword_only,2026-06-25,,,CWE-787,Yes,Low,Same as CVE-2026-47149; EmberZNet Zigbee Door Lock cluster schedule vulnerability directly affecting home smart lock implementations via the Zigbee protocol stack,No,High,,Yes,High,,Yes,,Yes,"Silicon Labs Z-Wave/EmberZNet vulnerability with direct consumer smart door lock impact (e.g. Schlage BE468, Door Lock cluster)."
C:No/Low  X:Yes/Low  G:No/Low,both strong reviewers low confidence; judgments not unanimous,CVE-2020-9058,"Z-Wave devices based on Silicon Labs 500 series chipsets using CRC-16 encapsulation, including but likely not limited to the Linear LB60Z-1 version 3.5, Dome DM501 version 4.26, and Jasco ZW4201 version 4.05, do not implement encryption or replay protection.",cpe:2.3:o:silabs:500_series_firmware:*:*:*:*:*:*:*:*|cpe:2.3:o:dome:dm501:4.26:*:*:*:*:*:*:*|cpe:2.3:o:jasco:zw4201:4.05:*:*:*:*:*:*:*|cpe:2.3:o:linear:lb60z-1:3.5:*:*:*:*:*:*:*,cpe_expansion,2022-01-10,8.1,3.1,CWE-311,No,Low,"Generic Z-Wave 500/700-series chipset/protocol weakness demonstrated on non-lock devices (lamp/appliance modules, sensors, USB controllers, plugs, a hub); no door lock is named, so it does not clearly affect a door lock.",Yes,Low,Z-Wave chipset/protocol flaw affecting consumer smart-lock ecosystems.,No,Low,"The devices listed (Linear LB60Z-1, and others) as Z-Wave devices, but they are not smart locks.",,,,
C:No/Low  X:Yes/High  G:No/Low,judgments not unanimous,CVE-2020-9060,"Z-Wave devices based on Silicon Labs 500 series chipsets using S2, including but likely not limited to the ZooZ ZST10 version 6.04, ZooZ ZEN20 version 5.03, ZooZ ZEN25 version 5.03, Aeon Labs ZW090-A version 3.95, and Fibaro FGWPB-111 version 4.3, are susceptible to denial of service and resource exhaustion via malformed SECURITY NONCE GET, SECURITY NONCE GET 2, NO OPERATION, or NIF REQUEST messages.",cpe:2.3:o:silabs:500_series_firmware:*:*:*:*:*:*:*:*|cpe:2.3:o:aeotec:zw090-a:3.95:*:*:*:*:*:*:*|cpe:2.3:o:fibaro:fgwpb-111:4.3:*:*:*:*:*:*:*|cpe:2.3:o:zooz:zen20:5.03:*:*:*:*:*:*:*|cpe:2.3:o:zooz:zen25:5.03:*:*:*:*:*:*:*|cpe:2.3:o:zooz:zst10:6.04:*:*:*:*:*:*:*,cpe_expansion,2022-01-10,6.5,3.1,CWE-346|CWE-400,No,Low,"Generic Z-Wave 500/700-series chipset/protocol weakness demonstrated on non-lock devices (lamp/appliance modules, sensors, USB controllers, plugs, a hub); no door lock is named, so it does not clearly affect a door lock.",Yes,High,,No,Low,"The devices listed (ZooZ ZST10, ZEN20, ZEN25, Aeon Labs ZW090-A, Fibaro FGWPB-111) are Z-Wave sticks, encrypted switches, and power monitors, not smart locks.",,,,
C:No/Low  X:Yes/High  G:No/Low,judgments not unanimous,CVE-2020-9061,"Z-Wave devices using Silicon Labs 500 and 700 series chipsets, including but not likely limited to the SiLabs UZB-7 version 7.00, ZooZ ZST10 version 6.04, Aeon Labs ZW090-A version 3.95, and Samsung STH-ETH-200 version 6.04, are susceptible to denial of service via malformed routing messages.",cpe:2.3:o:aeotec:zw090-a:3.95:*:*:*:*:*:*:*|cpe:2.3:o:samsung:sth-eth-200:6.04:*:*:*:*:*:*:*|cpe:2.3:o:silabs:uzb-7:7.00:*:*:*:*:*:*:*|cpe:2.3:o:zooz:zst10:6.04:*:*:*:*:*:*:*|cpe:2.3:o:silabs:500_series_firmware:*:*:*:*:*:*:*:*|cpe:2.3:o:silabs:700_series_firmware:-:*:*:*:*:*:*:*,cpe_expansion,2022-01-10,6.5,3.1,CWE-285,No,Low,"Generic Z-Wave 500/700-series chipset/protocol weakness demonstrated on non-lock devices (lamp/appliance modules, sensors, USB controllers, plugs, a hub); no door lock is named, so it does not clearly affect a door lock.",Yes,High,,No,Low,"The devices listed (SiLabs UZB-7, ZooZ ZST10, Zoo uma ZST10, Samsung STH-ETH-200// a hub/gateway), are not smart locks.",,,,
C:Yes/High  X:Maybe/Low  G:Yes/High,judgments not unanimous,CVE-2022-46308,"SGUDA U-Lock central lock control service’s user management function has incorrect authorization. A remote attacker with general user privilege can exploit this vulnerability to call privileged APIs to access, modify and delete user information.",cpe:2.3:o:sguda:u-lock_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:sguda:u-lock:-:*:*:*:*:*:*:*,cpe_expansion,2023-06-02,8.8,3.1,CWE-863,Yes,High,,Maybe,Low,Lock relevance unclear from description and CPE alone.,Yes,High,,,,,
