Difference Type,cve_id,published,description,cvss_score,cvss_version,cwe_ids,cpe_strings,AI Judgment,AI Judgment Reasoning,AI Confidence,Claude Judgment,Claude Confidence,Claude Reasoning,Codex Judgment,Codex Confidence,Codex Reasoning,Gemini Judgment,Gemini Confidence,Gemini Reasoning,Review Status,Needs Human Review,Review Reason
vendor_only,CVE-2006-6366,2006-12-07,"Cross-site scripting (XSS) vulnerability in includes/elements/spellcheck/spellwin.php in Cerberus Helpdesk 0.97.3, 2.0 through 2.7, 3.2.1, and 3.3 allows remote attackers to inject arbitrary web script or HTML via the js parameter.  NOTE: The provenance of this information is unknown; the details are obtained solely from third party information.",6.8,2.0,,cpe:2.3:a:cerberus:helpdesk:0.97.3:*:*:*:*:*:*:*|cpe:2.3:a:cerberus:helpdesk:2.0:*:*:*:*:*:*:*|cpe:2.3:a:cerberus:helpdesk:2.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberus:helpdesk:2.2:*:*:*:*:*:*:*|cpe:2.3:a:cerberus:helpdesk:2.3:*:*:*:*:*:*:*|cpe:2.3:a:cerberus:helpdesk:2.4:*:*:*:*:*:*:*|cpe:2.3:a:cerberus:helpdesk:2.5:*:*:*:*:*:*:*|cpe:2.3:a:cerberus:helpdesk:2.6.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberus:helpdesk:2.7:*:*:*:*:*:*:*|cpe:2.3:a:cerberus:helpdesk:2.7.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberus:helpdesk:3.2.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberus:helpdesk:3.2.317:*:*:*:*:*:*:*|cpe:2.3:a:cerberus:helpdesk:3.3:*:*:*:*:*:*:*,No,,High,No,High,,No,High,,No,High,,complete,No,
vendor_only,CVE-2006-5428,2006-10-20,"rpc.php in Cerberus Helpdesk 3.2.1 does not verify a client's privileges for a display_get_requesters operation, which allows remote attackers to bypass the GUI login and obtain sensitive information (ticket data) via a direct request.",5.0,2.0,,cpe:2.3:a:cerberus:cerberus_helpdesk:3.2.1:*:*:*:*:*:*:*,No,,High,No,High,,No,High,,No,High,,complete,No,
vendor_only,CVE-2006-4539,2006-09-05,"(1) includes/widgets/module_company_tickets.php and (2) includes/widgets/module_track_tickets.php Client Support Center in Cerberus Helpdesk 3.2 Build 317, and possibly earlier, allows remote attackers to bypass security restrictions and obtain sensitive information via the ticket parameter.  NOTE: the provenance of this information is unknown; the details are obtained from third party information.",7.5,2.0,,cpe:2.3:a:cerberus:cerberus_helpdesk:3.2:*:*:*:*:*:*:*,No,,High,No,High,,No,High,,No,High,,complete,No,
vendor_only,CVE-2006-0509,2006-02-01,"Multiple cross-site scripting (XSS) vulnerabilities in clients.php in Cerberus Helpdesk, possibly 2.7, allow remote attackers to inject arbitrary web script or HTML via (1) the contact_search parameter and (2) unspecified url fields.",4.3,2.0,,cpe:2.3:a:cerberus:cerberus_helpdesk:2.7:*:*:*:*:*:*:*|cpe:2.3:a:cerberus:cerberus_helpdesk:2.7.1_development_release:*:*:*:*:*:*:*,No,,High,No,High,,No,High,,No,High,,complete,No,
vendor_only,CVE-2006-0357,2006-01-22,"Grant Averett Cerberus FTP Server 2.32, and possibly earlier versions, allows remote attackers to cause an unspecified denial of service via a long string that does not contain a valid FTP command.",5.0,2.0,,cpe:2.3:a:grant_averett:cerberus_ftp_server:2.32:*:*:*:*:*:*:*,No,,High,No,High,,No,High,,No,High,,complete,No,
vendor_only,CVE-2007-5930,2007-11-10,Cross-site scripting (XSS) vulnerability in the web interface in Cerberus FTP Server before 2.46 allows remote attackers to inject arbitrary web script or HTML via unspecified vectors.,4.3,2.0,CWE-79,cpe:2.3:a:cerberus:ftp_server:*:*:*:*:*:*:*:*,No,,High,No,High,,No,High,,No,High,,complete,No,
vendor_only,CVE-2008-6440,2009-03-06,"Cerberus Helpdesk before 4.0 (Build 600) allows remote attackers to obtain sensitive information via direct requests for ""controllers ... that aren't standard helpdesk pages,"" possibly involving the (1) /display and (2) /kb URIs.",5.0,2.0,CWE-287,cpe:2.3:a:cerberus:cerberus_helpdesk:2.5:*:*:*:*:*:*:*|cpe:2.3:a:webgroupmedia:cerberus_helpdesk:*:*:*:*:*:*:*:*|cpe:2.3:a:webgroupmedia:cerberus_helpdesk:0.97.3:*:*:*:*:*:*:*|cpe:2.3:a:webgroupmedia:cerberus_helpdesk:2.0:*:*:*:*:*:*:*|cpe:2.3:a:webgroupmedia:cerberus_helpdesk:2.1:*:*:*:*:*:*:*|cpe:2.3:a:webgroupmedia:cerberus_helpdesk:2.2:*:*:*:*:*:*:*|cpe:2.3:a:webgroupmedia:cerberus_helpdesk:2.3:*:*:*:*:*:*:*|cpe:2.3:a:webgroupmedia:cerberus_helpdesk:2.4:*:*:*:*:*:*:*|cpe:2.3:a:webgroupmedia:cerberus_helpdesk:2.6.1:*:*:*:*:*:*:*|cpe:2.3:a:webgroupmedia:cerberus_helpdesk:2.7:*:*:*:*:*:*:*|cpe:2.3:a:webgroupmedia:cerberus_helpdesk:2.7.1:development_release:*:*:*:*:*:*|cpe:2.3:a:webgroupmedia:cerberus_helpdesk:2.649:*:*:*:*:*:*:*|cpe:2.3:a:webgroupmedia:cerberus_helpdesk:3.2:*:*:*:*:*:*:*|cpe:2.3:a:webgroupmedia:cerberus_helpdesk:3.2.1:*:*:*:*:*:*:*,No,,High,No,High,,No,High,,No,High,,complete,No,
vendor_only,CVE-2008-3397,2008-07-31,Cross-site scripting (XSS) vulnerability in Runesoft Cerberus CMS before 3_1.4_0.9 allows remote attackers to inject arbitrary web script or HTML via a cerberus_user cookie.,6.1,3.1,CWE-79,cpe:2.3:a:runesoft:cerberus_cms:*:*:*:*:*:*:*:*,No,,High,No,High,,No,High,,No,High,,complete,No,
vendor_only,CVE-2012-6339,2012-12-31,"Multiple cross-site scripting (XSS) vulnerabilities in the administrative web interface in Cerberus FTP Server before 5.0.6.0 allow (1) remote attackers to inject arbitrary web script or HTML via a log entry that is not properly handled within the Log Manager component, and might allow (2) remote authenticated administrators to inject arbitrary web script or HTML via a Messages field to the servermanager program.",4.3,2.0,CWE-79,cpe:2.3:a:cerberusftp:ftp_server:*:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:1.0:-:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:1.01:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:1.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:1.2:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:1.02:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:1.03:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:1.5:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:1.05:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:1.6:beta:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:1.7:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:1.22:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:1.71:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.0:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.0:beta1:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.0:beta2:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.0:beta3:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.0:beta4:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.01:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.02:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.2:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.02:beta:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.2:beta1:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.2:beta2:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.2:beta3:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.3:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.4:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.4:beta1:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.4:beta2:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.4:beta3:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.11:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.11:beta:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.11:beta2:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.15:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.15:beta:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.16:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.21:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.22:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.23:beta:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.31:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.32:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.41:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.42:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.43:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.44:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.45:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.46:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.47:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.48:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.49:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.50:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.0:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.0.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.0.2:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.0.3:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.0.4:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.0.5:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.0.6:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.0.7:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.0.7.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.0.8:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.1.0.3:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.1.0.4:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.1.0.5:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.1.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.1.2:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.1.3:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.1.3.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.1.4:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.0:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.0.6:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.0.8:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.0.9:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.0.11:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.1.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.2:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.2.2:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.3.0:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.3.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.3.2:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.3.3:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.4.0:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.4.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.4.2:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.4.3:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.5:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.5.2:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.5.3:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.5.4:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.5.5:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.6:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.7:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.7.2:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.7.3:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.7.5:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.7.6:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.8.0:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.8.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.8.3:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.9.0:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.9.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.9.2:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.9.3:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.9.4:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.9.5:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.9.6:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.9.7:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.9.8:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.10.0:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.11.0:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.0.0:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.0.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.0.2:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.0.3:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.0.4:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.0.5:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.0.6:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.0.7:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.1.0:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.1.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.1.2:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.2.0:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.3.0:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.3.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.4.0:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.4.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.4.2:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.4.3:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.5.0:*:*:*:*:*:*:*,No,,High,No,High,,No,High,,No,High,,complete,No,
vendor_only,CVE-2012-2999,2012-10-04,"Multiple cross-site request forgery (CSRF) vulnerabilities in the web interface in Cerberus FTP Server before 5.0.5.0 allow remote attackers to hijack the authentication of administrators for requests that (1) add a user account or (2) reconfigure the state of the FTP service, as demonstrated by a request to usermanager/users/modify.",6.8,2.0,CWE-352,cpe:2.3:a:cerberusftp:ftp_server:*:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:1.0:-:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:1.01:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:1.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:1.2:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:1.02:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:1.03:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:1.5:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:1.05:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:1.6:beta:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:1.7:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:1.22:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:1.71:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.0:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.0:beta1:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.0:beta2:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.0:beta3:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.0:beta4:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.01:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.02:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.2:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.02:beta:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.2:beta1:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.2:beta2:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.2:beta3:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.3:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.4:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.4:beta1:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.4:beta2:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.4:beta3:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.11:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.11:beta:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.11:beta2:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.15:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.15:beta:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.16:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.21:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.22:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.23:beta:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.31:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.32:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.41:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.42:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.43:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.44:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.45:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.46:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.47:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.48:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.49:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:2.50:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.0:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.0.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.0.2:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.0.3:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.0.4:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.0.5:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.0.6:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.0.7:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.0.7.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.0.8:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.1.0.3:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.1.0.4:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.1.0.5:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.1.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.1.2:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.1.3:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.1.3.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:3.1.4:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.0:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.0.6:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.0.8:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.0.9:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.0.11:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.1.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.2:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:4.0.2.2:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.0.0:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.0.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.0.2:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.0.3:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.0.4:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.0.5:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.0.6:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.0.7:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.1.0:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.1.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.1.2:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.2.0:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.3.0:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.3.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.4.0:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.4.1:*:*:*:*:*:*:*|cpe:2.3:a:cerberusftp:ftp_server:5.0.4.2:*:*:*:*:*:*:*,No,,High,No,High,,No,High,,No,High,,complete,No,
