Difference Type,cve_id,published,description,cvss_score,cvss_version,cwe_ids,cpe_strings,Claude Judgment,Claude Confidence,Claude Reasoning
vendor_only,CVE-2017-17750,2018-03-24,Bose SoundTouch devices allow XSS via a crafted public playlist from Spotify.,5.4,3.0,CWE-79,cpe:2.3:a:bose:soundtouch:-:*:*:*:*:android:*:*|cpe:2.3:a:bose:soundtouch:-:*:*:*:*:iphone_os:*:*,Yes,Low,"Bose SoundTouch is a home Wi-Fi/multiroom speaker that fits the smart-speaker category, but these models are media-streaming speakers without voice-assistant/home-control features, so the entertainment-vs-smart-speaker boundary is borderline."
vendor_only,CVE-2017-17751,2018-03-24,Bose SoundTouch devices allows remote attackers to achieve remote control via a crafted web site that uses the WebSocket Protocol.,8.8,3.0,,cpe:2.3:a:bose:soundtouch:-:*:*:*:*:android:*:*|cpe:2.3:a:bose:soundtouch:-:*:*:*:*:iphone_os:*:*,Yes,Low,"Bose SoundTouch is a home Wi-Fi/multiroom speaker that fits the smart-speaker category, but these models are media-streaming speakers without voice-assistant/home-control features, so the entertainment-vs-smart-speaker boundary is borderline."
vendor_only,CVE-2018-12638,2019-03-21,An issue was discovered in the Bose Soundtouch app 18.1.4 for iOS. There is no frontend input validation of the device name. A malicious device name can execute JavaScript on the registered Bose User Account if a speaker has been connected to the app.,6.1,3.0,CWE-79,cpe:2.3:a:bose:soundtouch:18.1.4:*:*:*:*:iphone_os:*:*,Yes,Low,"Bose SoundTouch is Bose's own companion app for its SoundTouch speakers; the JS-injection flaw is triggered specifically when a malicious device name is registered by a connected speaker, so it's an attack on the speaker's own account/control channel via its official app, which is in scope."
vendor_only,CVE-2021-37436,2021-07-24,"Amazon Echo Dot devices through 2021-07-02 sometimes allow attackers, who have physical access to a device after a factory reset, to obtain sensitive information via a series of complex hardware and software attacks. NOTE: reportedly, there were vendor marketing statements about safely removing personal content via a factory reset. Also, the vendor has reportedly indicated that they are working on mitigations.",4.2,3.1,,cpe:2.3:o:amazon:echo_dot_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:amazon:echo_dot:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2022-24046,2022-02-18,"This vulnerability allows network-adjacent attackers to execute arbitrary code on affected installations of Sonos One Speaker prior to 3.4.1 (S2 systems) and 11.2.13 build 57923290 (S1 systems). Authentication is not required to exploit this vulnerability. The specific flaw exists within the anacapd daemon. The issue results from the lack of proper validation of user-supplied data, which can result in an integer underflow before writing to memory. An attacker can leverage this vulnerability to execute code in the context of root. Was ZDI-CAN-15828.",8.8,3.1,CWE-191,cpe:2.3:a:sonos:s1:*:*:*:*:*:*:*:*|cpe:2.3:a:sonos:s2:*:*:*:*:*:*:*:*|cpe:2.3:h:sonos:one:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2022-24049,2022-02-18,This vulnerability allows remote attackers to execute arbitrary code on affected installations of Sonos One Speaker prior to 3.4.1 (S2 systems) and 11.2.13 build 57923290 (S1 systems). Authentication is not required to exploit this vulnerability. The specific flaw exists within the ALAC audio codec. The issue results from the lack of proper validation of the length of user-supplied data prior to copying it to a stack-based buffer. An attacker can leverage this vulnerability to execute code in the context of root. Was ZDI-CAN-15798.,9.8,3.1,CWE-121|CWE-787,cpe:2.3:a:sonos:s1:*:*:*:*:*:*:*:*|cpe:2.3:a:sonos:s2:*:*:*:*:*:*:*:*|cpe:2.3:h:sonos:one:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2022-25809,2022-02-24,"Improper Neutralization of audio output from 3rd and 4th Generation Amazon Echo Dot devices allows arbitrary voice command execution on these devices via a malicious skill (in the case of remote attackers) or by pairing a malicious Bluetooth device (in the case of physically proximate attackers), aka an ""Alexa versus Alexa (AvA)"" attack.",9.8,3.1,,cpe:2.3:o:amazon:echo_dot_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:amazon:echo_dot:3.0:*:*:*:*:*:*:*|cpe:2.3:h:amazon:echo_dot:4.0:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2023-27352,2023-04-20,This vulnerability allows network-adjacent attackers to execute arbitrary code on affected installations of Sonos One Speaker 70.3-35220. Authentication is not required to exploit this vulnerability. The specific flaw exists within the processing of the SMB directory query command. The issue results from the lack of validating the existence of an object prior to performing operations on the object. An attacker can leverage this vulnerability to execute code in the context of root. Was ZDI-CAN-19845.,8.8,3.1,CWE-416,cpe:2.3:o:sonos:one_firmware:70.3-35220:*:*:*:*:*:*:*|cpe:2.3:h:sonos:one:-:*:*:*:*:*:*:*|cpe:2.3:a:sonos:s1:*:*:*:*:*:*:*:*|cpe:2.3:a:sonos:s2:*:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2023-27353,2023-04-20,"This vulnerability allows network-adjacent attackers to disclose sensitive information on affected installations of Sonos One Speaker 70.3-35220. Authentication is not required to exploit this vulnerability. The specific flaw exists within the msprox endpoint. The issue results from the lack of proper validation of user-supplied data, which can result in a read past the end of an allocated buffer. An attacker can leverage this in conjunction with other vulnerabilities to execute arbitrary code in the context of root. Was ZDI-CAN-19846.",6.5,3.1,CWE-125,cpe:2.3:o:sonos:one_firmware:70.3-35220:*:*:*:*:*:*:*|cpe:2.3:h:sonos:one:-:*:*:*:*:*:*:*|cpe:2.3:a:sonos:s1:*:*:*:*:*:*:*:*|cpe:2.3:a:sonos:s2:*:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2023-27354,2023-04-20,"This vulnerability allows network-adjacent attackers to disclose sensitive information on affected installations of Sonos One Speaker 70.3-35220. Authentication is not required to exploit this vulnerability. The specific flaw exists within the processing of the SMB directory query command. The issue results from the lack of proper validation of user-supplied data, which can result in an integer overflow before reading from memory. An attacker can leverage this in conjunction with other vulnerabilities to execute arbitrary code in the context of root. Was ZDI-CAN-19727.",6.5,3.1,CWE-190,cpe:2.3:o:sonos:one_firmware:70.3-35220:*:*:*:*:*:*:*|cpe:2.3:h:sonos:one:-:*:*:*:*:*:*:*|cpe:2.3:a:sonos:s1:*:*:*:*:*:*:*:*|cpe:2.3:a:sonos:s2:*:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2023-27355,2023-04-20,This vulnerability allows network-adjacent attackers to execute arbitrary code on affected installations of Sonos One Speaker 70.3-35220. Authentication is not required to exploit this vulnerability. The specific flaw exists within the MPEG-TS parser. The issue results from the lack of proper validation of the length of user-supplied data prior to copying it to a fixed-length stack-based buffer. An attacker can leverage this vulnerability to execute code in the context of root. Was ZDI-CAN-19773.,8.8,3.1,CWE-121,cpe:2.3:o:sonos:one_firmware:70.3-35220:*:*:*:*:*:*:*|cpe:2.3:h:sonos:one:-:*:*:*:*:*:*:*|cpe:2.3:a:sonos:s1:*:*:*:*:*:*:*:*|cpe:2.3:a:sonos:s2:*:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2023-48419,2024-01-02,"An attacker in the wifi vicinity of a target Google Home can spy on the victim, resulting in Elevation of Privilege 
",9.8,3.1,CWE-269,cpe:2.3:o:google:nest_audio_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:google:nest_audio:-:*:*:*:*:*:*:*|cpe:2.3:o:google:nest_mini_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:google:nest_mini:-:*:*:*:*:*:*:*|cpe:2.3:o:google:home_mini_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:google:home_mini:-:*:*:*:*:*:*:*|cpe:2.3:o:google:home_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:google:home:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2025-1051,2025-06-02,"Sonos Era 300 Heap-based Buffer Overflow Remote Code Execution Vulnerability. This vulnerability allows network-adjacent attackers to execute arbitrary code on affected Sonos Era 300 speakers. Authentication is not required to exploit this vulnerability.

The specific flaw exists within the processing of ALAC data. The issue results from the lack of proper validation of the length of user-supplied data prior to copying it to a heap-based buffer. An attacker can leverage this vulnerability to execute code in the context of the anacapa user. Was ZDI-CAN-25865.",8.8,3.0,CWE-122|CWE-787,cpe:2.3:o:sonos:era_300_firmware:81.1-58074:*:*:*:*:*:*:*|cpe:2.3:h:sonos:era_300:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2025-56400,2025-11-24,"Cross-Site Request Forgery (CSRF) vulnerability in the OAuth implementation of the Tuya SDK 6.5.0 for Android and iOS, affects the Tuya Smart and Smartlife mobile applications, as well as other third-party applications that integrate the SDK, allows an attacker to link their own Amazon Alexa account to a victim's Tuya account. The applications fail to validate the OAuth state parameter during the account linking flow, enabling a cross-site request forgery (CSRF)-like attack. By tricking the victim into clicking a crafted authorization link, an attacker can complete the OAuth flow on the victim's behalf, resulting in unauthorized Alexa access to the victim's Tuya-connected devices. This affects users regardless of prior Alexa linkage and does not require the Tuya application to be active at the time. Successful exploitation may allow remote control of devices such as cameras, doorbells, door locks, or alarms.",8.8,3.1,CWE-352|CWE-384,cpe:2.3:a:tuya:smartlife:6.3.1:*:*:*:*:iphone_os:*:*|cpe:2.3:a:tuya:smartlife:6.3.4:*:*:*:*:android:*:*|cpe:2.3:a:tuya:tuya:*:*:*:*:*:android:*:*|cpe:2.3:a:tuya:tuya:*:*:*:*:*:iphone_os:*:*|cpe:2.3:a:tuya:tuya_smart:6.3.1:*:*:*:*:android:*:*|cpe:2.3:a:tuya:tuya_smart:6.3.1:*:*:*:*:iphone_os:*:*,No,High,
vendor_only,CVE-2026-4149,2026-04-11,"Sonos Era 300 SMB Response Out-Of-Bounds Access Remote Code Execution Vulnerability. This vulnerability allows remote attackers to execute arbitrary code on affected installations of Sonos Era 300. Authentication is not required to exploit this vulnerability.

The specific flaw exists within the handling of the DataOffset field within SMB responses. The issue results from the lack of proper validation of user-supplied data, which can result in a memory access past the end of an allocated buffer. An attacker can leverage this vulnerability to execute code in the context of the kernel. Was ZDI-CAN-28345.",9.8,3.1,CWE-119,cpe:2.3:o:sonos:era_300_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:sonos:era_300:-:*:*:*:*:*:*:*,Yes,High,
keyword_only,CVE-2019-5271,2019-11-29,"There is an information leak vulnerability in Huawei smart speaker Myna. When the smart speaker is paired with the cloud through Wi-Fi, the speaker incorrectly processes some data. Attackers can exploit this vulnerability to read and modify specific configurations of speakers through a series of operations.",5.4,3.1,,cpe:2.3:o:huawei:myna_firmware:9.0.1.9\(h100sp6c00\):*:*:*:*:*:*:*|cpe:2.3:o:huawei:myna_firmware:9.0.1.10\(h100sp5c00\):*:*:*:*:*:*:*|cpe:2.3:o:huawei:myna_firmware:9.0.1.10\(h100sp8c00\):*:*:*:*:*:*:*|cpe:2.3:o:huawei:myna_firmware:9.0.1.10\(h100sp10c00\):*:*:*:*:*:*:*|cpe:2.3:o:huawei:myna_firmware:9.0.1.10\(h100sp11c00\):*:*:*:*:*:*:*|cpe:2.3:o:huawei:myna_firmware:9.0.1.10\(h100sp12c00\):*:*:*:*:*:*:*|cpe:2.3:h:huawei:myna:-:*:*:*:*:*:*:*,Yes,High,
keyword_only,CVE-2020-8994,2020-03-05,"An issue was discovered on XIAOMI AI speaker MDZ-25-DT 1.34.36, and 1.40.14. Attackers can get root shell by accessing the UART interface and then they can read Wi-Fi SSID or password, read the dialogue text files between users and XIAOMI AI speaker, use Text-To-Speech tools pretend XIAOMI speakers' voice achieve social engineering attacks, eavesdrop on users and record what XIAOMI AI speaker hears, delete the entire XIAOMI AI speaker system, modify system files, stop voice assistant service, start the XIAOMI AI speaker’s SSH service as a backdoor",6.8,3.1,CWE-287,cpe:2.3:o:mi:mdz-25-dt_firmware:1.34.36:*:*:*:*:*:*:*|cpe:2.3:o:mi:mdz-25-dt_firmware:1.40.14:*:*:*:*:*:*:*|cpe:2.3:h:mi:mdz-25-dt:-:*:*:*:*:*:*:*,Yes,High,
keyword_only,CVE-2019-20599,2020-03-24,"An issue was discovered on Samsung mobile devices with N(7.x), O(8.x), and P(9.0) software. Voice Assistant mishandles the notification audibility of a secured app. The Samsung ID is SVE-2018-13326 (May 2019).",7.5,3.1,CWE-862,cpe:2.3:o:google:android:7.0:*:*:*:*:*:*:*|cpe:2.3:o:google:android:7.1.0:*:*:*:*:*:*:*|cpe:2.3:o:google:android:7.1.1:*:*:*:*:*:*:*|cpe:2.3:o:google:android:7.1.2:*:*:*:*:*:*:*|cpe:2.3:o:google:android:8.0:*:*:*:*:*:*:*|cpe:2.3:o:google:android:8.1:*:*:*:*:*:*:*|cpe:2.3:o:google:android:9.0:*:*:*:*:*:*:*,No,High,
keyword_only,CVE-2018-21047,2020-04-08,An issue was discovered on Samsung mobile devices with O(8.x) software. There is a Factory Reset Protection (FRP) bypass via the voice assistant because Internet access begins before the Setup Wizard finishes. The Samsung ID is SVE-2018-12894 (November 2018).,7.5,3.1,CWE-862,cpe:2.3:o:google:android:8.0:*:*:*:*:*:*:*|cpe:2.3:o:google:android:8.1:*:*:*:*:*:*:*,No,High,
keyword_only,CVE-2020-10262,2020-04-08,"An issue was discovered on XIAOMI XIAOAI speaker Pro LX06 1.58.10. Attackers can activate the failsafe mode during the boot process, and use the mi_console command cascaded by the SN code shown on the product to get the root shell password, and then the attacker can (i) read Wi-Fi SSID or password, (ii) read the dialogue text files between users and XIAOMI XIAOAI speaker Pro LX06, (iii) use Text-To-Speech tools pretend XIAOMI speakers' voice achieve social engineering attacks, (iv) eavesdrop on users and record what XIAOMI XIAOAI speaker Pro LX06 hears, (v) modify system files, (vi) use commands to send any IR code through IR emitter on XIAOMI XIAOAI Speaker Pro (LX06), (vii) stop voice assistant service, (viii) enable the XIAOMI XIAOAI Speaker Pro’s SSH or TELNET service as a backdoor, (IX) tamper with the router configuration of the router in the local area networks.",6.8,3.1,,cpe:2.3:o:mi:xiaomi_xiaoai_speaker_pro_lx06_firmware:1.58.10:*:*:*:*:*:*:*|cpe:2.3:h:mi:xiaomi_xiaoai_speaker_pro_lx06:-:*:*:*:*:*:*:*,Yes,High,
keyword_only,CVE-2020-10263,2020-04-08,"An issue was discovered on XIAOMI XIAOAI speaker Pro LX06 1.52.4. Attackers can get root shell by accessing the UART interface and then they can (i) read Wi-Fi SSID or password, (ii) read the dialogue text files between users and XIAOMI XIAOAI speaker Pro LX06, (iii) use Text-To-Speech tools pretend XIAOMI speakers' voice achieve social engineering attacks, (iv) eavesdrop on users and record what XIAOMI XIAOAI speaker Pro LX06 hears, (v) modify system files, (vi) use commands to send any IR code through IR emitter on XIAOMI XIAOAI Speaker Pro LX06, (vii) stop voice assistant service, (viii) enable the XIAOMI XIAOAI Speaker Pro’ SSH or TELNET service as a backdoor, (IX) tamper with the router configuration of the router in the local area networks.",6.8,3.1,CWE-306,cpe:2.3:o:mi:xiaomi_xiaoai_speaker_pro_lx06_firmware:1.52.4:*:*:*:*:*:*:*|cpe:2.3:h:mi:xiaomi_xiaoai_speaker_pro_lx06:-:*:*:*:*:*:*:*,Yes,High,
keyword_only,CVE-2020-1809,2020-05-29,"HUAWEI Mate 10 smartphones with versions earlier than 10.0.0.143(C00E143R2P4) have an information disclosure vulnerability. The attacker could wake up voice assistant then do a series of crafted voice operation, successful exploit could allow the attacker read certain files without unlock the phone leading to information disclosure.",4.6,3.1,,cpe:2.3:o:huawei:mate_10_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:huawei:mate_10:-:*:*:*:*:*:*:*,No,High,
keyword_only,CVE-2023-6514,2023-12-06,"
The Bluetooth module of some Huawei Smart Screen products has an identity authentication bypass vulnerability. Successful exploitation of this vulnerability may allow attackers to access restricted functions. 

Successful exploitation of this vulnerability may allow attackers to access restricted functions.

",8.8,3.1,CWE-840|CWE-287,cpe:2.3:o:huawei:ajmd-370s_firmware:103.1.0.110\(sp12c00e2r1p2\):*:*:*:*:*:*:*|cpe:2.3:h:huawei:ajmd-370s:-:*:*:*:*:*:*:*,Maybe,Low,"Huawei Smart Screen is a smart TV/display product; it has voice assistant and home IoT integration but is primarily a large-screen television, making its fit in the smart speakers category ambiguous"
keyword_only,CVE-2022-48681,2024-05-28,Some Huawei smart speakers have a memory overflow vulnerability. Successful exploitation of this vulnerability may cause certain functions to fail.,8.8,3.1,CWE-119|CWE-120,cpe:2.3:o:huawei:egrt-00_firmware:2.1.0.20\(h100sp30c00\):*:*:*:*:*:*:*|cpe:2.3:h:huawei:egrt-00:-:*:*:*:*:*:*:*,Yes,High,
keyword_only,CVE-2024-41624,2024-07-29,Incorrect access control in Himalaya Xiaoya nano smart speaker rom_version 1.6.96 allows a remote attacker to have an unspecified impact.,6.3,3.1,CWE-862,,Yes,High,
keyword_only,CVE-2026-26478,2026-03-04,A shell command injection vulnerability in Mobvoi Tichome Mini smart speaker 012-18853 and 027-58389 allows remote attackers to send a specially crafted UDP datagram and execute arbitrary shell code as the root account.,9.8,3.1,CWE-78,cpe:2.3:o:mobvoi:tichome_mini_firmware:012-18853:*:*:*:*:*:*:*|cpe:2.3:o:mobvoi:tichome_mini_firmware:027-58389:*:*:*:*:*:*:*|cpe:2.3:h:mobvoi:tichome_mini:-:*:*:*:*:*:*:*,Yes,High,
