Verdicts,Review Reason,cve_id,description,cpe_strings,Difference Type,published,cvss_score,cvss_version,cwe_ids,Claude Judgment,Claude Confidence,Claude Reasoning,Codex Judgment,Codex Confidence,Codex Reasoning,Gemini Judgment,Gemini Confidence,Gemini Reasoning,Human Verdict 1,Human Notes 1,Human Verdict 2,Human Notes 2
C:No/High  X:Yes/Low  G:Maybe/Low,judgments not unanimous,CVE-2022-27598,"A vulnerability has been reported to affect QNAP operating systems. If exploited, the out-of-bounds read vulnerability allows remote authenticated administrators to get secret values. The vulnerability affects the following QNAP operating systems: QTS, QuTS hero, QuTScloud, QVP (QVR Pro appliances) We have already fixed the vulnerability in the following versions: QTS 5.0.1.2346 build 20230322 and later QuTS hero h5.0.1.2348 build 20230324 and later",cpe:2.3:o:qnap:qts:*:*:*:*:*:*:*:*|cpe:2.3:o:qnap:quts_hero:*:*:*:*:*:*:*:*|cpe:2.3:o:qnap:qutscloud:-:*:*:*:*:*:*:*|cpe:2.3:o:qnap:qvp-41b_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:qnap:qvp-41b:-:*:*:*:*:*:*:*|cpe:2.3:o:qnap:qvp-63b_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:qnap:qvp-63b:-:*:*:*:*:*:*:*|cpe:2.3:o:qnap:qvp-85b_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:qnap:qvp-85b:-:*:*:*:*:*:*:*|cpe:2.3:o:qnap:qvp-21a_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:qnap:qvp-21a:-:*:*:*:*:*:*:*|cpe:2.3:o:qnap:qvp-41a_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:qnap:qvp-41a:-:*:*:*:*:*:*:*|cpe:2.3:o:qnap:qvp-63a_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:qnap:qvp-63a:-:*:*:*:*:*:*:*|cpe:2.3:o:qnap:qvp-85a_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:qnap:qvp-85a:-:*:*:*:*:*:*:*,vendor_only,2023-03-29,2.7,3.1,CWE-125,No,High,,Yes,Low,Affects QTS/QuTS/QuTScloud and QVP (QVR Pro appliances); home NVR in scope but shared with general QNAP NAS OS.,Maybe,Low,"Yes, but the QVP series is often enterprise-grade, making it ambiguous whether it's a home IoT device.",,,,
C:Yes/Low  X:Yes/High  G:No/High,judgments not unanimous,CVE-2014-2227,"The default Flash cross-domain policy (crossdomain.xml) in Ubiquiti Networks UniFi Video (formerly AirVision aka AirVision Controller) before 3.0.1 does not restrict access to the application, which allows remote attackers to bypass the Same Origin Policy via a crafted SWF file.",cpe:2.3:a:ui:unifi_video:*:*:*:*:*:*:*:*,vendor_only,2014-07-25,6.0,2.0,CWE-264,Yes,Low,"Ubiquiti UniFi Protect/Video is a consumer-available prosumer camera/NVR system; borderline against the enterprise-VMS exclusion but consumer-purchasable and home-deployed, so leaning in per the consumer-availability convention.",Yes,High,,No,High,,,,,
C:Yes/Low  X:Yes/High  G:No/High,judgments not unanimous,CVE-2019-5430,"In UniFi Video 3.10.0 and prior, due to the lack of CSRF protection, it is possible to abuse the Web API to make changes on the server configuration without the user consent, requiring the attacker to lure an authenticated user to access on attacker controlled page.",cpe:2.3:a:ui:unifi_video:*:*:*:*:*:*:*:*,vendor_only,2019-05-06,8.8,3.0,CWE-352,Yes,Low,"Ubiquiti UniFi Protect/Video is a consumer-available prosumer camera/NVR system; borderline against the enterprise-VMS exclusion but consumer-purchasable and home-deployed, so leaning in per the consumer-availability convention.",Yes,High,,No,High,,,,,
C:Yes/Low  X:Yes/High  G:No/High,judgments not unanimous,CVE-2020-8144,"The UniFi Video Server v3.9.3 and prior (for Windows 7/8/10 x64) web interface Firmware Update functionality, under certain circumstances, does not validate firmware download destinations to ensure they are within the intended destination directory tree. It accepts a request with a URL to firmware update information. If the version field contains ..\ character sequences, the destination file path to save the firmware can be manipulated to be outside the intended destination directory tree. Fixed in UniFi Video Controller v3.10.3 and newer.",cpe:2.3:a:ui:unifi_video:*:*:*:*:*:*:*:*|cpe:2.3:o:microsoft:windows:-:*:*:*:*:*:*:*,vendor_only,2020-04-01,8.4,3.1,CWE-22,Yes,Low,"Ubiquiti UniFi Protect/Video is a consumer-available prosumer camera/NVR system; borderline against the enterprise-VMS exclusion but consumer-purchasable and home-deployed, so leaning in per the consumer-availability convention.",Yes,High,,No,High,,,,,
C:Yes/Low  X:Yes/High  G:No/High,judgments not unanimous,CVE-2020-8145,"The UniFi Video Server (Windows) web interface configuration restore functionality at the “backup” and “wizard” endpoints does not implement sufficient privilege checks. Low privileged users, belonging to the PUBLIC_GROUP or CUSTOM_GROUP groups, can access these endpoints and overwrite the current application configuration. This can be abused for various purposes, including adding new administrative users. Affected Products: UniFi Video Controller v3.9.3 (for Windows 7/8/10 x64) and prior. Fixed in UniFi Video Controller v3.9.6 and newer.",cpe:2.3:a:ui:unifi_video:*:*:*:*:*:*:*:*|cpe:2.3:o:microsoft:windows:-:*:*:*:*:*:*:*,vendor_only,2020-04-01,6.5,3.1,,Yes,Low,"Ubiquiti UniFi Protect/Video is a consumer-available prosumer camera/NVR system; borderline against the enterprise-VMS exclusion but consumer-purchasable and home-deployed, so leaning in per the consumer-availability convention.",Yes,High,,No,High,,,,,
C:Yes/Low  X:Yes/High  G:No/High,judgments not unanimous,CVE-2020-8146,In UniFi Video v3.10.1 (for Windows 7/8/10 x64) there is a Local Privileges Escalation to SYSTEM from arbitrary file deletion and DLL hijack vulnerabilities. The issue was fixed by adjusting the .tsExport folder when the controller is running on Windows and adjusting the SafeDllSearchMode in the windows registry when installing UniFi-Video controller. Affected Products: UniFi Video Controller v3.10.2 (for Windows 7/8/10 x64) and prior. Fixed in UniFi Video Controller v3.10.3 and newer.,cpe:2.3:a:ui:unifi_video:*:*:*:*:*:*:*:*|cpe:2.3:o:microsoft:windows:-:*:*:*:*:*:*:*,vendor_only,2020-04-01,7.8,3.1,CWE-427,Yes,Low,"Ubiquiti UniFi Protect/Video is a consumer-available prosumer camera/NVR system; borderline against the enterprise-VMS exclusion but consumer-purchasable and home-deployed, so leaning in per the consumer-availability convention.",Yes,High,,No,High,,,,,
C:Yes/Low  X:Yes/High  G:No/High,judgments not unanimous,CVE-2020-24755,"In Ubiquiti UniFi Video v3.10.13, when the executable starts, its first library validation is in the current directory. This allows the impersonation and modification of the library to execute code on the system. This was tested in (Windows 7 x64/Windows 10 x64).",cpe:2.3:a:ui:unifi_video:3.10.13:*:*:*:*:*:*:*,vendor_only,2021-05-17,7.8,3.1,CWE-427,Yes,Low,"Ubiquiti UniFi Protect/Video is a consumer-available prosumer camera/NVR system; borderline against the enterprise-VMS exclusion but consumer-purchasable and home-deployed, so leaning in per the consumer-availability convention.",Yes,High,,No,High,,,,,
C:No/High  X:Yes/High  G:Maybe/Low,judgments not unanimous,CVE-2021-38685,"A command injection vulnerability has been reported to affect QNAP device, VioStor. If exploited, this vulnerability allows remote attackers to run arbitrary commands. We have already fixed this vulnerability in the following versions of QVR: QVR FW 5.1.6 build 20211109 and later",cpe:2.3:a:qnap:qvr:*:*:*:*:*:*:*:*,vendor_only,2021-11-26,9.8,3.1,CWE-78,No,High,,Yes,High,,Maybe,Low,"Affects QNAP VioStor/QVR, which can be used in both home and enterprise contexts.",,,,
C:No/High  X:Yes/High  G:Maybe/Low,judgments not unanimous,CVE-2021-38686,"An improper authentication vulnerability has been reported to affect QNAP device, VioStor. If exploited, this vulnerability allows attackers to compromise the security of the system. We have already fixed this vulnerability in the following versions of QVR: QVR FW 5.1.6 build 20211109 and later",cpe:2.3:a:qnap:qvr:*:*:*:*:*:*:*:*,vendor_only,2021-11-26,8.8,3.1,CWE-287,No,High,,Yes,High,,Maybe,Low,"Affects QNAP VioStor/QVR, which can be used in both home and enterprise contexts.",,,,
C:No/High  X:Yes/High  G:Yes/Low,judgments not unanimous,CVE-2021-38682,"A stack buffer overflow vulnerability has been reported to affect QNAP device running QVR Elite, QVR Pro, QVR Guard. If exploited, this vulnerability allows attackers to execute arbitrary code. We have already fixed this vulnerability in the following versions of QVR Elite, QVR Pro, QVR Guard: QuTS hero h5.0.0: QVR Elite 2.1.4.0 (2021/12/06) and later QuTS hero h4.5.4: QVR Elite 2.1.4.0 (2021/12/06) and later QTS 5.0.0: QVR Elite 2.1.4.0 (2021/12/06) and later QTS 4.5.4: QVR Elite 2.1.4.0 (2021/12/06) and later QTS 4.5.4: QVR Pro 2.1.3.0 (2021/12/06) and later QTS 5.0.0: QVR Pro 2.1.3.0 (2021/12/06) and later QTS 4.5.4: QVR Guard 2.1.3.0 and later QTS 5.0.0: QVR Guard 2.1.3.0 and later",cpe:2.3:a:qnap:qvr_elite:*:*:*:*:*:*:*:*|cpe:2.3:a:qnap:qvr_guard:*:*:*:*:*:*:*:*|cpe:2.3:a:qnap:qvr_pro:*:*:*:*:*:*:*:*,vendor_only,2022-01-14,9.8,3.1,CWE-120|CWE-787,No,High,,Yes,High,,Yes,Low,"QNAP QVR is a video recording software/system that can be used in home NVR contexts, though it is often used in enterprise. Given the scope note allows home DVR/NVR, this is plausible.",,,,
C:No/High  X:Yes/High  G:Yes/Low,judgments not unanimous,CVE-2021-38689,"A stack buffer overflow vulnerability has been reported to affect QNAP device running QVR Elite, QVR Pro, QVR Guard. If exploited, this vulnerability allows attackers to execute arbitrary code. We have already fixed this vulnerability in the following versions of QVR Elite, QVR Pro, QVR Guard: QuTS hero h5.0.0: QVR Elite 2.1.4.0 (2021/12/06) and later QuTS hero h4.5.4: QVR Elite 2.1.4.0 (2021/12/06) and later QTS 5.0.0: QVR Elite 2.1.4.0 (2021/12/06) and later QTS 4.5.4: QVR Elite 2.1.4.0 (2021/12/06) and later QTS 4.5.4: QVR Pro 2.1.3.0 (2021/12/06) and later QTS 5.0.0: QVR Pro 2.1.3.0 (2021/12/06) and later QTS 4.5.4: QVR Guard 2.1.3.0 (2021/12/06) and later QTS 5.0.0: QVR Guard 2.1.3.0 (2021/12/06) and later",cpe:2.3:a:qnap:qvr_elite:*:*:*:*:*:*:*:*|cpe:2.3:a:qnap:qvr_guard:*:*:*:*:*:*:*:*|cpe:2.3:a:qnap:qvr_pro:*:*:*:*:*:*:*:*,vendor_only,2022-01-14,9.8,3.1,CWE-120|CWE-787,No,High,,Yes,High,,Yes,Low,"QNAP QVR is a video recording software/system that can be used in home NVR contexts, though it is often and primarily used in enterprise. Given the scope note allows home DVR/NVR, and the rubric says to lean Yes for product lines that fit, I'm classifying as Yes.",,,,
C:No/High  X:Yes/High  G:Yes/Low,judgments not unanimous,CVE-2021-38690,"A stack buffer overflow vulnerability has been reported to affect QNAP device running QVR Elite, QVR Pro, QVR Guard. If exploited, this vulnerability allows attackers to execute arbitrary code. We have already fixed this vulnerability in the following versions of QVR Elite, QVR Pro, QVR Guard: QuTS hero h5.0.0: QVR Elite 2.1.4.0 (2021/12/06) and later QuTS hero h4.5.4: QVR Elite 2.1.4.0 (2021/12/06) and later QTS 5.0.0: QVR Elite 2.1.4.0 (2021/12/06) and later QTS 4.5.4: QVR Elite 2.1.4.0 (2021/12/06) and later QTS 4.5.4: QVR Pro 2.1.3.0 (2021/12/06) and later QTS 5.0.0: QVR Pro 2.1.3.0 (2021/12/06) and later QTS 4.5.4: QVR Guard 2.1.3.0 (2021/12/06) and later QTS 5.0.0: QVR Guard 2.1.3.0 (2021/12/06) and later",cpe:2.3:a:qnap:qvr_elite:*:*:*:*:*:*:*:*|cpe:2.3:a:qnap:qvr_guard:*:*:*:*:*:*:*:*|cpe:2.3:a:qnap:qvr_pro:*:*:*:*:*:*:*:*,vendor_only,2022-01-14,9.8,3.1,CWE-120|CWE-787,No,High,,Yes,High,,Yes,Low,"QNAP QVR is a video recording software/system that can be used in home DVR/NVR contexts, though it is often used in enterprise. Given the scope note allows home DVR/NVR, this is plausible.",,,,
C:No/High  X:Yes/High  G:Yes/Low,judgments not unanimous,CVE-2021-38691,"A stack buffer overflow vulnerability has been reported to affect QNAP device running QVR Elite, QVR Pro, QVR Guard. If exploited, this vulnerability allows attackers to execute arbitrary code. We have already fixed this vulnerability in the following versions of QVR Elite, QVR Pro, QVR Guard: QuTS hero h5.0.0: QVR Elite 2.1.4.0 (2021/12/06) and later QuTS hero h4.5.4: QVR Elite 2.1.4.0 (2021/12/06) and later QTS 5.0.0: QVR Elite 2.1.4.0 (2021/12/06) and later QTS 4.5.4: QVR Elite 2.1.4.0 (2021/12/06) and later QTS 4.5.4: QVR Pro 2.1.3.0 (2021/12/06) and later QTS 5.0.0: QVR Pro 2.1.3.0 (2021/12/06) and later QTS 4.5.4: QVR Guard 2.1.3.0 (2021/12/06) and later QTS 5.0.0: QVR Guard 2.1.3.0 (2021/12/06) and later",cpe:2.3:a:qnap:qvr_elite:*:*:*:*:*:*:*:*|cpe:2.3:a:qnap:qvr_guard:*:*:*:*:*:*:*:*|cpe:2.3:a:qnap:qvr_pro:*:*:*:*:*:*:*:*,vendor_only,2022-01-14,9.8,3.1,CWE-120|CWE-787,No,High,,Yes,High,,Yes,Low,"QNAP QVR is a video recording software/system and can be used in home NVR contexts, though it is often used in enterprise. Given the scope note allows home DVR/NVR, this is plausible.",,,,
C:No/High  X:Yes/High  G:No/High,judgments not unanimous,CVE-2021-38692,"A stack buffer overflow vulnerability has been reported to affect QNAP device running QVR Elite, QVR Pro, QVR Guard. If exploited, this vulnerability allows attackers to execute arbitrary code. We have already fixed this vulnerability in the following versions of QVR Elite, QVR Pro, QVR Guard: QuTS hero h5.0.0: QVR Elite 2.1.4.0 (2021/12/06) and later QuTS hero h4.5.4: QVR Elite 2.1.4.0 (2021/12/06) and later QTS 5.0.0: QVR Elite 2.1.4.0 (2021/12/06) and later QTS 4.5.4: QVR Elite 2.1.4.0 (2021/12/06) and later QTS 4.5.4: QVR Pro 2.1.3.0 (2021/12/06) and later QTS 5.0.0: QVR Pro 2.1.3.0 (2021/12/06) and later QTS 4.5.4: QVR Guard 2.1.3.0 (2021/12/06) and later QTS 5.0.0: QVR Guard 2.1.3.0 (2021/12/06) and later",cpe:2.3:a:qnap:qvr_elite:*:*:*:*:*:*:*:*|cpe:2.3:a:qnap:qvr_guard:*:*:*:*:*:*:*:*|cpe:2.3:a:qnap:qvr_pro:*:*:*:*:*:*:*:*,vendor_only,2022-01-14,9.8,3.1,CWE-120|CWE-787,No,High,,Yes,High,,No,High,,,,,
C:No/High  X:Yes/High  G:Yes/Low,judgments not unanimous,CVE-2022-27599,"An insertion of sensitive information into Log file vulnerability has been reported to affect product. If exploited, the vulnerability possibly provides local authenticated administrators with an additional, less-protected path to acquiring the information via unspecified vectors.

We have already fixed the vulnerability in the following version:
Windows 10 SP1, Windows 11, Mac OS, and Mac M1: QVR Pro Client 2.3.0.0420 and later
",cpe:2.3:a:qnap:qvr_pro_client:*:*:*:*:*:*:*:*,vendor_only,2023-09-08,4.4,3.1,CWE-532,No,High,,Yes,High,,Yes,Low,"QVR Pro Client is the companion app for a QNAP QVR system. Per the rubric, the companion app is part of the device. QVR is a home/enterprise NVR system.",,,,
C:No/High  X:Yes/High  G:Yes/Low,judgments not unanimous,CVE-2022-27592,"An unquoted search path or element vulnerability has been reported to affect QVR Smart Client. If exploited, the vulnerability could allow local authenticated administrators to execute unauthorized code or commands via unspecified vectors.

We have already fixed the vulnerability in the following version:
Windows 10 SP1, Windows 11, Mac OS, and Mac M1: QVR Smart Client 2.4.0.0570 and later",cpe:2.3:a:qnap:qvr_smart_client:*:*:*:*:*:*:*:*,vendor_only,2024-09-06,6.7,3.1,CWE-428,No,High,,Yes,High,,Yes,Low,"QVR Smart Client is the companion app for a QNAP QVR system. Per the rubric, the companion app is part of the device. QVR is a home/enterprise NVR system.",,,,
C:No/Low  X:Yes/High  G:Yes/High,judgments not unanimous,CVE-2025-7723,A command injection vulnerability exists that can be exploited after authentication in VIGI NVR1104H-4P V1 and VIGI NVR2016H-16MP V2.This issue affects VIGI NVR1104H-4P V1: before 1.1.5 Build 250518; VIGI NVR2016H-16MP V2: before 1.3.1 Build 250407.,,vendor_only,2025-07-22,,,CWE-78,No,Low,"TP-Link VIGI is TP-Link's business/SMB surveillance line (distinct from its consumer Tapo line), leaning to commercial rather than consumer home cameras.",Yes,High,,Yes,High,,,,,
C:No/Low  X:Yes/High  G:Yes/High,judgments not unanimous,CVE-2025-7724,An unauthenticated OS command injection vulnerability exists in VIGI NVR1104H-4P V1 and VIGI NVR2016H-16MP V2.This issue affects VIGI NVR1104H-4P V1: before 1.1.5 Build 250518; VIGI NVR2016H-16MP V2: before 1.3.1 Build 250407.,,vendor_only,2025-07-22,,,CWE-78,No,Low,"TP-Link VIGI is TP-Link's business/SMB surveillance line (distinct from its consumer Tapo line), leaning to commercial rather than consumer home cameras.",Yes,High,,Yes,High,,,,,
C:No/High  X:Yes/High  G:Yes/High,judgments not unanimous,CVE-2025-52856,"An improper authentication vulnerability has been reported to affect VioStor. If a remote attacker, they can then exploit the vulnerability to compromise the security of the system.

We have already fixed the vulnerability in the following version:
VioStor 5.1.6 build 20250621 and later",cpe:2.3:a:qnap:qvr:*:*:*:*:*:*:*:*|cpe:2.3:a:qnap:qvr:5.1.6:-:*:*:*:*:*:*,vendor_only,2025-08-29,9.8,3.1,CWE-287,No,High,,Yes,High,,Yes,High,,,,,
C:No/Low  X:Yes/High  G:Yes/High,judgments not unanimous,CVE-2026-0629,"Authentication bypass in the password recovery feature of the local web interface across multiple VIGI camera models allows an attacker on the LAN to reset the admin password without verification by manipulating client-side state. Attackers can gain full administrative access to the device, compromising configuration and network security.",,vendor_only,2026-01-16,,,CWE-287,No,Low,"TP-Link VIGI is TP-Link's business/SMB surveillance line (distinct from its consumer Tapo line), leaning to commercial rather than consumer home cameras.",Yes,High,,Yes,High,,,,,
