Difference Type,cve_id,published,description,cvss_score,cvss_version,cwe_ids,cpe_strings,Claude Judgment,Claude Confidence,Claude Reasoning
vendor_only,CVE-2018-3897,2018-09-10,"An exploitable buffer overflow vulnerabilities exist in the /cameras/XXXX/clips handler of video-core's HTTP server of Samsung SmartThings Hub with Firmware version 0.20.17. The video-core process incorrectly extracts fields from a user-controlled JSON payload, leading to a buffer overflow on the stack. The strncpy call overflows the destination buffer, which has a size of 52 bytes. An attacker can send an arbitrarily long ""callbackUrl"" value in order to exploit this vulnerability.",8.8,3.1,CWE-120,cpe:2.3:o:samsung:sth-eth-250_firmware:0.20.17:*:*:*:*:*:*:*|cpe:2.3:h:samsung:sth-eth-250:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2018-3875,2018-09-10,"An exploitable buffer overflow vulnerability exists in the credentials handler of video-core's HTTP server of Samsung SmartThings Hub STH-ETH-250-Firmware version 0.20.17. The video-core process incorrectly extracts fields from a user-controlled JSON payload, leading to a buffer overflow on the stack. The strncpy overflows the destination buffer, which has a size of 2,000 bytes. An attacker can send an arbitrarily long ""sessionToken"" value in order to exploit this vulnerability.",9.9,3.1,CWE-119,cpe:2.3:o:samsung:sth-eth-250_firmware:0.20.17:*:*:*:*:*:*:*|cpe:2.3:h:samsung:sth-eth-250:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2017-14443,2018-09-17,"An exploitable information leak vulnerability exists in Insteon Hub running firmware version 1012. The HTTP server implementation incorrectly checks the number of GET parameters supplied, leading to an arbitrarily controlled information leak on the whole device memory. An attacker can send an authenticated HTTP request to trigger this vulnerability.",6.5,3.1,CWE-200,cpe:2.3:o:insteon:hub_2245-222_firmware:1012:*:*:*:*:*:*:*|cpe:2.3:h:insteon:hub_2245-222:-:*:*:*:*:*:*:*,,,
vendor_only,CVE-2018-3864,2018-09-20,"An exploitable buffer overflow vulnerability exists in the Samsung WifiScan handler of video-core's HTTP server of Samsung SmartThings Hub STH-ETH-250 - Firmware version 0.20.17. The strcpy overflows the destination buffer, which has a size of 40 bytes. An attacker can send an arbitrarily long ""password"" value in order to exploit this vulnerability.",8.8,3.1,CWE-120,cpe:2.3:o:samsung:sth-eth-250_firmware:0.20.17:*:*:*:*:*:*:*|cpe:2.3:h:samsung:sth-eth-250:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2018-3865,2018-09-20,"An exploitable buffer overflow vulnerability exists in the Samsung WifiScan handler of video-core's HTTP server of Samsung SmartThings Hub STH-ETH-250 - Firmware version 0.20.17. The strcpy overflows the destination buffer, which has a size of 40 bytes. An attacker can send an arbitrarily long ""cameraIp"" value in order to exploit this vulnerability.",8.8,3.1,CWE-120,cpe:2.3:o:samsung:sth-eth-250_firmware:0.20.17:*:*:*:*:*:*:*|cpe:2.3:h:samsung:sth-eth-250:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2018-3873,2018-09-21,"An exploitable buffer overflow vulnerability exists in the credentials handler of video-core's HTTP server of Samsung SmartThings Hub STH-ETH-250-Firmware version 0.20.17. The strncpy overflows the destination buffer, which has a size of 128 bytes. An attacker can send an arbitrarily long ""secretKey"" value in order to exploit this vulnerability.",9.9,3.1,CWE-119,cpe:2.3:o:samsung:sth-eth-250_firmware:0.20.17:*:*:*:*:*:*:*|cpe:2.3:h:samsung:sth-eth-250:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2018-3874,2018-09-21,"An exploitable buffer overflow vulnerability exists in the credentials handler of video-core's HTTP server of Samsung SmartThings Hub STH-ETH-250-Firmware version 0.20.17. The strncpy overflows the destination buffer, which has a size of 32 bytes. An attacker can send an arbitrarily long ""accessKey"" value in order to exploit this vulnerability.",9.9,3.1,CWE-119,cpe:2.3:o:samsung:sth-eth-250_firmware:0.20.17:*:*:*:*:*:*:*|cpe:2.3:h:samsung:sth-eth-250:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2018-3876,2018-09-21,"An exploitable buffer overflow vulnerability exists in the credentials handler of video-core's HTTP server of Samsung SmartThings Hub STH-ETH-250-Firmware version 0.20.17. The strncpy overflows the destination buffer, which has a size of 64 bytes. An attacker can send an arbitrarily long ""bucket"" value in order to exploit this vulnerability.",8.8,3.1,CWE-120,cpe:2.3:o:samsung:sth-eth-250_firmware:0.20.17:*:*:*:*:*:*:*|cpe:2.3:h:samsung:sth-eth-250:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2018-3877,2018-09-21,"An exploitable buffer overflow vulnerability exists in the credentials handler of video-core's HTTP server of Samsung SmartThings Hub STH-ETH-250-Firmware version 0.20.17. The strncpy overflows the destination buffer, which has a size of 160 bytes. An attacker can send an arbitrarily long ""directory"" value in order to exploit this vulnerability.",9.9,3.1,CWE-119,cpe:2.3:o:samsung:sth-eth-250_firmware:0.20.17:*:*:*:*:*:*:*|cpe:2.3:h:samsung:sth-eth-250:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2018-3894,2018-09-21,"An exploitable buffer overflow vulnerability exists in the /cameras/XXXX/clips handler of video-core's HTTP server of Samsung SmartThings Hub STH-ETH-250-Firmware version 0.20.17. The strncpy call overflows the destination buffer, which has a size of 52 bytes. An attacker can send an arbitrarily long ""startTime"" value in order to exploit this vulnerability.",8.8,3.1,CWE-120,cpe:2.3:o:samsung:sth-eth-250_firmware:0.20.17:*:*:*:*:*:*:*|cpe:2.3:h:samsung:sth-eth-250:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2018-3906,2018-09-21,"An exploitable stack-based buffer overflow vulnerability exists in the retrieval of a database field in video-core's HTTP server of Samsung SmartThings Hub. The video-core process insecurely extracts the shard.videoHostURL field from its SQLite database, leading to a buffer overflow on the stack. An attacker can send an HTTP request to trigger this vulnerability.",8.2,3.1,CWE-787,cpe:2.3:o:samsung:sth-eth-250_firmware:0.20.17:*:*:*:*:*:*:*|cpe:2.3:h:samsung:sth-eth-250:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2018-3913,2018-09-21,"An exploitable stack-based buffer overflow vulnerability exists in the retrieval of database fields in the video-core HTTP server of the Samsung SmartThings Hub STH-ETH-250 - Firmware version 0.20.17. The strcpy call overflows the destination buffer, which has a size of 32 bytes. An attacker can send an arbitrarily long ""accessKey"" value in order to exploit this vulnerability.",6.7,3.1,CWE-787,cpe:2.3:o:samsung:sth-eth-250_firmware:0.20.17:*:*:*:*:*:*:*|cpe:2.3:h:samsung:sth-eth-250:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2018-3914,2018-09-21,"An exploitable stack-based buffer overflow vulnerability exists in the retrieval of database fields in the video-core HTTP server of the Samsung SmartThings Hub STH-ETH-250 - Firmware version 0.20.17. The strcpy call overflows the destination buffer, which has a size of 2000 bytes. An attacker can send an arbitrarily long ""sessionToken"" value in order to exploit this vulnerability.",7.8,3.1,CWE-787,cpe:2.3:o:samsung:sth-eth-250_firmware:0.20.17:*:*:*:*:*:*:*|cpe:2.3:h:samsung:sth-eth-250:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2018-3915,2018-09-21,"An exploitable stack-based buffer overflow vulnerability exists in the retrieval of database fields in the video-core HTTP server of the Samsung SmartThings Hub STH-ETH-250 - Firmware version 0.20.17. The strcpy call overflows the destination buffer, which has a size of 64 bytes. An attacker can send an arbitrarily long ""bucket"" value in order to exploit this vulnerability.",8.2,3.1,CWE-787,cpe:2.3:o:samsung:sth-eth-250_firmware:0.20.17:*:*:*:*:*:*:*|cpe:2.3:h:samsung:sth-eth-250:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2019-7728,2019-02-22,"An issue was discovered in the Bosch Smart Camera App before 1.3.1 for Android. Due to improperly implemented TLS certificate checks, a malicious actor could potentially succeed in executing a man-in-the-middle attack for some connections. (The Bosch Smart Home App is not affected. iOS Apps are not affected.)",7.5,3.0,CWE-295,cpe:2.3:a:bosch:smart_camera:*:*:*:*:*:android:*:*,No,High,
vendor_only,CVE-2019-7729,2019-02-22,"An issue was discovered in the Bosch Smart Camera App before 1.3.1 for Android. Due to setting of insecure permissions, a malicious app could potentially succeed in retrieving video clips or still images that have been cached for clip sharing. (The Bosch Smart Home App is not affected. iOS Apps are not affected.)",3.3,3.0,CWE-732,cpe:2.3:a:bosch:smart_camera:*:*:*:*:*:android:*:*,No,High,
vendor_only,CVE-2017-9388,2019-06-17,"An issue was discovered on Vera VeraEdge 1.7.19 and Veralite 1.7.481 devices. The device provides a web user interface that allows a user to manage the device. As a part of the functionality the device firmware file contains a file known as proxy.sh which allows the device to proxy a specific request to and from from another website. This is primarily used as a method of communication between the device and Vera website when the user is logged in to the https://home.getvera.com and allows the device to communicate between the device and website. One of the parameters retrieved by this specific script is ""url"". This parameter is not sanitized by the script correctly and is passed in a call to ""eval"" to execute ""curl"" functionality. This allows an attacker to escape from the executed command and then execute any commands of his/her choice.",8.8,3.0,CWE-77,cpe:2.3:o:getvera:veraedge_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:getvera:veraedge:-:*:*:*:*:*:*:*|cpe:2.3:o:getvera:veralite_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:getvera:veralite:-:*:*:*:*:*:*:*,,,
vendor_only,CVE-2017-9381,2019-06-17,An issue was discovered on Vera VeraEdge 1.7.19 and Veralite 1.7.481 devices. The device provides a user with the capability of installing or deleting apps on the device using the web management interface. It seems that the device does not implement any cross-site request forgery protection mechanism which allows an attacker to trick a user who navigates to an attacker controlled page to install or delete an application on the device. Note: The cross-site request forgery is a systemic issue across all other functionalities of the device.,8.8,3.0,CWE-352,cpe:2.3:o:getvera:veraedge_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:getvera:veraedge:-:*:*:*:*:*:*:*|cpe:2.3:o:getvera:veralite_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:getvera:veralite:-:*:*:*:*:*:*:*,,,
vendor_only,CVE-2017-9384,2019-06-17,"An issue was discovered on Vera VeraEdge 1.7.19 and Veralite 1.7.481 devices. The device provides a web user interface that allows a user to manage the device. As a part of the functionality the device firmware file contains a file known as relay.sh which allows the device to create relay ports and connect the device to Vera servers. This is primarily used as a method of communication between the device and Vera servers so the devices can be communicated with even when the user is not at home. One of the parameters retrieved by this specific script is ""remote_host"". This parameter is not sanitized by the script correctly and is passed in a call to ""eval"" to execute another script where remote_host is concatenated to be passed a parameter to the second script. This allows an attacker to escape from the executed command and then execute any commands of his/her choice.",8.8,3.0,CWE-77,cpe:2.3:o:getvera:veraedge_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:getvera:veraedge:-:*:*:*:*:*:*:*|cpe:2.3:o:getvera:veralite_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:getvera:veralite:-:*:*:*:*:*:*:*,,,
vendor_only,CVE-2017-9382,2019-06-17,"An issue was discovered on Vera VeraEdge 1.7.19 and Veralite 1.7.481 devices. The device provides UPnP services that are available on port 3480 and can also be accessed via port 80 using the url ""/port_3480"". It seems that the UPnP services provide ""file"" as one of the service actions for a normal user to read a file that is stored under the /etc/cmh-lu folder. It retrieves the value from the ""parameters"" query string variable and then passes it to an internal function ""FileUtils::ReadFileIntoBuffer"" which is a library function that does not perform any sanitization on the value submitted and this allows an attacker to use directory traversal characters ""../"" and read files from other folders within the device.",6.5,3.0,CWE-22,cpe:2.3:o:getvera:veraedge_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:getvera:veraedge:-:*:*:*:*:*:*:*|cpe:2.3:o:getvera:veralite_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:getvera:veralite:-:*:*:*:*:*:*:*,,,
vendor_only,CVE-2017-9383,2019-06-17,"An issue was discovered on Vera VeraEdge 1.7.19 and Veralite 1.7.481 devices. The device provides UPnP services that are available on port 3480 and can also be accessed via port 80 using the url ""/port_3480"". It seems that the UPnP services provide ""wget"" as one of the service actions for a normal user to connect the device to an external website. It retrieves the parameter ""URL"" from the query string and then passes it to an internal function that uses the curl module on the device to retrieve the contents of the website.",9.9,3.0,CWE-287,cpe:2.3:o:getvera:veraedge_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:getvera:veraedge:-:*:*:*:*:*:*:*|cpe:2.3:o:getvera:veralite_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:getvera:veralite:-:*:*:*:*:*:*:*,,,
vendor_only,CVE-2017-9385,2019-06-17,"An issue was discovered on Vera Veralite 1.7.481 devices. The device has an additional OpenWRT interface in addition to the standard web interface which allows the highest privileges a user can obtain on the device. This web interface uses root as the username and the password in the /etc/cmh/cmh.conf file which can be extracted by an attacker using a directory traversal attack, and then log in to the device with the highest privileges.",9.8,3.0,CWE-255,cpe:2.3:o:getvera:veraedge_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:getvera:veraedge:-:*:*:*:*:*:*:*|cpe:2.3:o:getvera:veralite_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:getvera:veralite:-:*:*:*:*:*:*:*,,,
vendor_only,CVE-2017-9386,2019-06-17,"An issue was discovered on Vera VeraEdge 1.7.19 and Veralite 1.7.481 devices. The device provides a script file called ""get_file.sh"" which allows a user to retrieve any file stored in the ""cmh-ext"" folder on the device. However, the ""filename"" parameter is not validated correctly and this allows an attacker to directory traverse outside the /cmh-ext folder and read any file on the device. It is necessary to create the folder ""cmh-ext"" on the device which can be executed by an attacker first in an unauthenticated fashion and then execute a directory traversal attack.",6.5,3.0,CWE-22,cpe:2.3:o:getvera:veraedge_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:getvera:veraedge:-:*:*:*:*:*:*:*|cpe:2.3:o:getvera:veralite_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:getvera:veralite:-:*:*:*:*:*:*:*,,,
vendor_only,CVE-2017-9387,2019-06-17,"An issue was discovered on Vera VeraEdge 1.7.19 and Veralite 1.7.481 devices. The device provides a shell script called relay.sh which is used for creating new SSH relays for the device so that the device connects to Vera servers. All the parameters passed in this specific script are logged to a log file called log.relay in the /tmp folder. The user can also read all the log files from the device using a script called log.sh. However, when the script loads the log files it displays them with content-type text/html and passes all the logs through the ansi2html binary which converts all the character text including HTML meta-characters correctly to be displayed in the browser. This allows an attacker to use the log files as a storing mechanism for the XSS payload and thus whenever a user navigates to that log.sh script, it enables the XSS payload and allows an attacker to execute his malicious payload on the user's browser.",5.4,3.0,CWE-79,cpe:2.3:o:getvera:veraedge_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:getvera:veraedge:-:*:*:*:*:*:*:*|cpe:2.3:o:getvera:veralite_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:getvera:veralite:-:*:*:*:*:*:*:*,,,
vendor_only,CVE-2017-9389,2019-06-17,"An issue was discovered on Vera VeraEdge 1.7.19 and Veralite 1.7.481 devices. The device provides a web user interface that allows a user to manage the device. As a part of the functionality the device allows a user to install applications written in the Lua programming language. Also the interface allows any user to write his/her application in the Lua language. However, this functionality is not protected by authentication and this allows an attacker to run arbitrary Lua code on the device. The POST request is forwarded to LuaUPNP daemon on the device. This binary handles the received Lua code in the function ""LU::JobHandler_LuaUPnP::RunLua(LU::JobHandler_LuaUPnP *__hidden this, LU::UPnPActionWrapper *)"". The value in the ""code"" parameter is then passed to the function ""LU::LuaInterface::RunCode(char const*)"" which actually loads the Lua engine and runs the code.",8.8,3.0,CWE-287,cpe:2.3:o:getvera:veraedge_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:getvera:veraedge:-:*:*:*:*:*:*:*|cpe:2.3:o:getvera:veralite_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:getvera:veralite:-:*:*:*:*:*:*:*,,,
vendor_only,CVE-2017-9390,2019-06-17,"An issue was discovered on Vera VeraEdge 1.7.19 and Veralite 1.7.481 devices. The device provides a shell script called connect.sh which is supposed to return a specific cookie for the user when the user is authenticated to https://home.getvera.com. One of the parameters retrieved by this script is ""RedirectURL"". However, the application lacks strict input validation of this parameter and this allows an attacker to execute the client-side code on this application.",6.1,3.0,CWE-79,cpe:2.3:o:getvera:veraedge_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:getvera:veraedge:-:*:*:*:*:*:*:*|cpe:2.3:o:getvera:veralite_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:getvera:veralite:-:*:*:*:*:*:*:*,,,
vendor_only,CVE-2017-9391,2019-06-17,"An issue was discovered on Vera VeraEdge 1.7.19 and Veralite 1.7.481 devices. The device provides UPnP services that are available on port 3480 and can also be accessed via port 80 using the url ""/port_3480"". It seems that the UPnP services provide ""request_image"" as one of the service actions for a normal user to retrieve an image from a camera that is controlled by the controller. It seems that the ""URL"" parameter passed in the query string is not sanitized and is stored on the stack which allows an attacker to overflow the buffer. The function ""LU::Generic_IP_Camera_Manager::REQ_Image"" is activated when the lu_request_image is passed as the ""id"" parameter in query string. This function then calls ""LU::Generic_IP_Camera_Manager::GetUrlFromArguments"" and passes a ""pointer"" to the function where it will be allowed to store the value from the URL parameter. This pointer is passed as the second parameter $a2 to the function ""LU::Generic_IP_Camera_Manager::GetUrlFromArguments"". However, neither the callee or the caller in this case performs a simple length check and as a result an attacker who is able to send more than 1336 characters can easily overflow the values stored on the stack including the $RA value and thus execute code on the device.",8.8,3.0,CWE-119,cpe:2.3:o:getvera:veraedge_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:getvera:veraedge:-:*:*:*:*:*:*:*|cpe:2.3:o:getvera:veralite_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:getvera:veralite:-:*:*:*:*:*:*:*,,,
vendor_only,CVE-2017-9392,2019-06-17,"An issue was discovered on Vera VeraEdge 1.7.19 and Veralite 1.7.481 devices. The device provides UPnP services that are available on port 3480 and can also be accessed via port 80 using the url ""/port_3480"". It seems that the UPnP services provide ""request_image"" as one of the service actions for a normal user to retrieve an image from a camera that is controlled by the controller. It seems that the ""res"" (resolution) parameter passed in the query string is not sanitized and is stored on the stack which allows an attacker to overflow the buffer. The function ""LU::Generic_IP_Camera_Manager::REQ_Image"" is activated when the lu_request_image is passed as the ""id"" parameter in the query string. This function then calls ""LU::Generic_IP_Camera_Manager::GetUrlFromArguments"". This function retrieves all the parameters passed in the query string including ""res"" and then uses the value passed in it to fill up buffer using the sprintf function. However, the function in this case lacks a simple length check and as a result an attacker who is able to send more than 184 characters can easily overflow the values stored on the stack including the $RA value and thus execute code on the device.",8.8,3.0,CWE-119,cpe:2.3:o:getvera:veraedge_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:getvera:veraedge:-:*:*:*:*:*:*:*|cpe:2.3:o:getvera:veralite_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:getvera:veralite:-:*:*:*:*:*:*:*,,,
vendor_only,CVE-2020-6007,2020-01-23,"Philips Hue Bridge model 2.X prior to and including version 1935144020 contains a Heap-based Buffer Overflow when handling a long ZCL string during the commissioning phase, resulting in a remote code execution.",7.9,3.1,CWE-122|CWE-787,cpe:2.3:o:philips:hue_bridge_v2_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:philips:hue_bridge_v2:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2019-15607,2020-01-28,"A stored XSS vulnerability is present within node-red (version: <= 0.20.7) npm package, which is a visual tool for wiring the Internet of Things. This issue will allow the attacker to steal session cookies, deface web applications, etc.",5.4,3.1,CWE-79,cpe:2.3:a:nodered:node-red:*:*:*:*:*:node.js:*:*,,,
vendor_only,CVE-2013-4861,2020-01-28,Directory traversal vulnerability in cgi-bin/cmh/get_file.sh in MiCasaVerde VeraLite with firmware 1.5.408 allows remote authenticated users to read arbirary files via a .. (dot dot) in the filename parameter.,6.5,3.1,CWE-22,cpe:2.3:o:micasaverde:veralite_firmware:1.5.408:*:*:*:*:*:*:*|cpe:2.3:h:micasaverde:veralite:-:*:*:*:*:*:*:*,,,
vendor_only,CVE-2013-4862,2020-01-28,"MiCasaVerde VeraLite with firmware 1.5.408 does not properly restrict access, which allows remote authenticated users to (1) update the firmware via the squashfs parameter to upgrade_step2.sh or (2) obtain hashed passwords via the cgi-bin/cmh/backup.sh page.",8.1,3.1,CWE-863,cpe:2.3:o:micasaverde:veralite_firmware:1.5.408:*:*:*:*:*:*:*|cpe:2.3:h:micasaverde:veralite:-:*:*:*:*:*:*:*,,,
