Difference Type,cve_id,published,description,cvss_score,cvss_version,cwe_ids,cpe_strings,Claude Judgment,Claude Confidence,Claude Reasoning
vendor_only,CVE-2014-9518,2015-01-05,Cross-site scripting (XSS) vulnerability in login.cgi in D-Link router DIR-655 (rev Bx) with firmware before 2.12b01 allows remote attackers to inject arbitrary web script or HTML via the html_response_page parameter.,4.3,2.0,CWE-79,cpe:2.3:o:d-link:dir-655_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:d-link:dir-655:bx:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2014-100005,2015-01-13,"Multiple cross-site request forgery (CSRF) vulnerabilities in D-Link DIR-600 router (rev. Bx) with firmware before 2.17b02 allow remote attackers to hijack the authentication of administrators for requests that (1) create an administrator account or (2) enable remote management via a crafted configuration module to hedwig.cgi, (3) activate new configuration settings via a SETCFG,SAVE,ACTIVATE action to pigwidgeon.cgi, or (4) send a ping via a ping action to diagnostic.php.",8.0,3.1,CWE-352,cpe:2.3:o:dlink:dir-600_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dir-600:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2014-10025,2015-01-13,"Multiple cross-site request forgery (CSRF) vulnerabilities in D-Link DAP-1360 with firmware 2.5.4 and earlier allow remote attackers to hijack the authentication of unspecified users for requests that change the (1) Enable Wireless, (2) MBSSID, (3) BSSID, (4) Hide Access Point, (5) SSID, (6) Country, (7) Channel, (8) Wireless mode, or (9) Max Associated Clients setting via a crafted request to index.cgi.",6.8,2.0,CWE-352,cpe:2.3:o:dlink:dap-1360_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dap-1360:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2014-10026,2015-01-13,index.cgi in D-Link DAP-1360 with firmware 2.5.4 and earlier allows remote attackers to bypass authentication and obtain sensitive information by setting the client_login cookie to admin.,5.0,2.0,CWE-200,cpe:2.3:o:dlink:dap-1360_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dap-1360:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2014-10027,2015-01-13,"Multiple cross-site request forgery (CSRF) vulnerabilities in D-Link DAP-1360 router with firmware 2.5.4 and earlier allow remote attackers to hijack the authentication of unspecified users for requests that (1) change the MAC filter restrict mode, (2) add a MAC address to the filter, or (3) remove a MAC address from the filter via a crafted request to index.cgi.",6.8,2.0,CWE-352,cpe:2.3:o:dlink:dap-1360_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dap-1360:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2014-10028,2015-01-13,Cross-site scripting (XSS) vulnerability in D-Link DAP-1360 router with firmware 2.5.4 and later allows remote attackers to inject arbitrary web script or HTML via the res_buf parameter to index.cgi when res_config_id is set to 41.,4.3,2.0,CWE-79,cpe:2.3:o:dlink:dap-1360_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dap-1360:*:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2015-8287,2016-02-18,Swann SRNVW-470LCD devices with firmware through 0114 and SWNVW-470CAM devices with firmware through 1022 allow remote attackers to watch live video by visiting an unspecified URL.,5.3,3.0,,cpe:2.3:h:swann:swnvw-470cam:-:*:*:*:*:*:*:*|cpe:2.3:h:swann:swnvw-470cam_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:swann:srnvw-470lcd:-:*:*:*:*:*:*:*|cpe:2.3:h:swann:srnvw-470lcd_firmware:*:*:*:*:*:*:*:*,Yes,High,Swann SRNVW-470LCD / SWNVW-470CAM are Swann consumer home wireless security camera/NVR products; unauthenticated live-video access is in scope.
vendor_only,CVE-2016-10115,2017-01-04,"NETGEAR Arlo base stations with firmware 1.7.5_6178 and earlier, Arlo Q devices with firmware 1.8.0_5551 and earlier, and Arlo Q Plus devices with firmware 1.8.1_6094 and earlier have a default password of 12345678, which makes it easier for remote attackers to obtain access after a factory reset or in a factory configuration.",9.8,3.0,CWE-798,cpe:2.3:o:netgear:arlo_base_station_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:netgear:vmb30x0:-:*:*:*:*:*:*:*|cpe:2.3:h:netgear:vmk3xx0:-:*:*:*:*:*:*:*|cpe:2.3:h:netgear:vms3xx0:-:*:*:*:*:*:*:*|cpe:2.3:o:netgear:arlo_q_camera_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:netgear:vmc3040:-:*:*:*:*:*:*:*|cpe:2.3:o:netgear:arlo_q_plus_camera_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:netgear:vmc3040s:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2016-10116,2017-01-04,"NETGEAR Arlo base stations with firmware 1.7.5_6178 and earlier, Arlo Q devices with firmware 1.8.0_5551 and earlier, and Arlo Q Plus devices with firmware 1.8.1_6094 and earlier use a pattern of adjective, noun, and three-digit number for the customized password, which makes it easier for remote attackers to obtain access via a dictionary attack.",8.1,3.0,CWE-264,cpe:2.3:o:netgear:arlo_base_station_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:netgear:vmb30x0:-:*:*:*:*:*:*:*|cpe:2.3:h:netgear:vmk3xx0:-:*:*:*:*:*:*:*|cpe:2.3:h:netgear:vms3xx0:-:*:*:*:*:*:*:*|cpe:2.3:o:netgear:arlo_q_camera_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:netgear:vmc3040:-:*:*:*:*:*:*:*|cpe:2.3:o:netgear:arlo_q_plus_camera_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:netgear:vmc3040s:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2016-10125,2017-01-09,"D-Link DGS-1100 devices with Rev.B firmware 1.01.018 have a hardcoded SSL private key, which allows man-in-the-middle attackers to spoof devices by hijacking an HTTPS session.",8.1,3.0,CWE-798,cpe:2.3:o:dlink:dgs-1100_firmware:1.01.018:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dgs-1100-05:-:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dgs-1100-05pd:-:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dgs-1100-08:-:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dgs-1100-08p:-:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dgs-1100-10mp:-:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dgs-1100-10mpp:-:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dgs-1100-16:-:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dgs-1100-18:-:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dgs-1100-24:-:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dgs-1100-24p:-:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dgs-1100-26:-:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dgs-1100-26mp:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2016-10140,2017-01-13,"Information disclosure and authentication bypass vulnerability exists in the Apache HTTP Server configuration bundled with ZoneMinder v1.30 and v1.29, which allows a remote unauthenticated attacker to browse all directories in the web root, e.g., a remote unauthenticated attacker can view all CCTV images on the server via the /events URI.",7.5,3.0,CWE-200,cpe:2.3:a:zoneminder:zoneminder:1.30.0:*:*:*:*:*:*:*,Maybe,Low,Unrecognized vendor but the description references a camera/surveillance device; home vs commercial deployment is unclear.
vendor_only,CVE-2016-10177,2017-01-30,An issue was discovered on the D-Link DWR-932B router. Undocumented TELNET and SSH services provide logins to admin with the password admin and root with the password 1234.,9.8,3.1,CWE-798,cpe:2.3:o:dlink:dwr-932b_firmware:02.02eu:revb:*:*:*:*:*:*|cpe:2.3:h:dlink:dwr-932b:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2016-10178,2017-01-30,"An issue was discovered on the D-Link DWR-932B router. HELODBG on port 39889 (UDP) launches the ""/sbin/telnetd -l /bin/sh"" command.",9.8,3.1,CWE-254,cpe:2.3:o:dlink:dwr-932b_firmware:02.02eu:revb:*:*:*:*:*:*|cpe:2.3:h:dlink:dwr-932b:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2016-10179,2017-01-30,An issue was discovered on the D-Link DWR-932B router. There is a hardcoded WPS PIN of 28296607.,7.5,3.1,CWE-798,cpe:2.3:o:dlink:dwr-932b_firmware:02.02eu:revb:*:*:*:*:*:*|cpe:2.3:h:dlink:dwr-932b:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2016-10180,2017-01-30,An issue was discovered on the D-Link DWR-932B router. WPS PIN generation is based on srand(time(0)) seeding.,7.5,3.1,CWE-335|CWE-330|CWE-1241,cpe:2.3:o:dlink:dwr-932b_firmware:02.02eu:revb:*:*:*:*:*:*|cpe:2.3:h:dlink:dwr-932b:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2016-10181,2017-01-30,An issue was discovered on the D-Link DWR-932B router. qmiweb provides sensitive information for CfgType=get_homeCfg requests.,7.5,3.1,CWE-200,cpe:2.3:o:dlink:dwr-932b_firmware:02.02eu:revb:*:*:*:*:*:*|cpe:2.3:h:dlink:dwr-932b:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2016-10182,2017-01-30,An issue was discovered on the D-Link DWR-932B router. qmiweb allows command injection with ` characters.,9.8,3.1,CWE-77,cpe:2.3:o:dlink:dwr-932b_firmware:02.02eu:revb:*:*:*:*:*:*|cpe:2.3:h:dlink:dwr-932b:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2016-10183,2017-01-30,An issue was discovered on the D-Link DWR-932B router. qmiweb allows directory listing with ../ traversal.,7.5,3.1,CWE-22,cpe:2.3:o:dlink:dwr-932b_firmware:02.02eu:revb:*:*:*:*:*:*|cpe:2.3:h:dlink:dwr-932b:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2016-10184,2017-01-30,An issue was discovered on the D-Link DWR-932B router. qmiweb allows file reading with ..%2f traversal.,7.5,3.1,CWE-22,cpe:2.3:o:dlink:dwr-932b_firmware:02.02eu:revb:*:*:*:*:*:*|cpe:2.3:h:dlink:dwr-932b:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2016-10185,2017-01-30,An issue was discovered on the D-Link DWR-932B router. A secure_mode=no line exists in /var/miniupnpd.conf.,7.5,3.1,CWE-254,cpe:2.3:o:dlink:dwr-932b_firmware:02.02eu:revb:*:*:*:*:*:*|cpe:2.3:h:dlink:dwr-932b:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2016-10186,2017-01-30,An issue was discovered on the D-Link DWR-932B router. /var/miniupnpd.conf has no deny rules.,7.5,3.1,CWE-399,cpe:2.3:o:dlink:dwr-932b_firmware:02.02eu:revb:*:*:*:*:*:*|cpe:2.3:h:dlink:dwr-932b:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2017-5367,2017-02-06,"Multiple reflected XSS vulnerabilities exist within form and link input parameters of ZoneMinder v1.30 and v1.29, an open-source CCTV server web application, which allows a remote attacker to execute malicious scripts within an authenticated client's browser. The URL is /zm/index.php and sample parameters could include action=login&view=postlogin[XSS] view=console[XSS] view=groups[XSS] view=events&filter[terms][1][cnj]=and[XSS] view=events&filter%5Bterms%5D%5B1%5D%5Bcnj%5D=and[XSS] view=events&filter%5Bterms%5D%5B1%5D%5Bcnj%5D=[XSS]and view=events&limit=1%22%3E%3C/a%3E[XSS] (among others).",6.1,3.0,CWE-79,cpe:2.3:a:zoneminder:zoneminder:1.29.0:*:*:*:*:*:*:*|cpe:2.3:a:zoneminder:zoneminder:1.30.0:*:*:*:*:*:*:*,Maybe,Low,Unrecognized vendor but the description references a camera/surveillance device; home vs commercial deployment is unclear.
vendor_only,CVE-2017-5368,2017-02-06,"ZoneMinder v1.30 and v1.29, an open-source CCTV server web application, is vulnerable to CSRF (Cross Site Request Forgery) which allows a remote attack to make changes to the web application as the current logged in victim. If the victim visits a malicious web page, the attacker can silently and automatically create a new admin user within the web application for remote persistence and further attacks. The URL is /zm/index.php and sample parameters could include action=user uid=0 newUser[Username]=attacker1 newUser[Password]=Password1234 conf_password=Password1234 newUser[System]=Edit (among others).",8.8,3.0,CWE-352,cpe:2.3:a:zoneminder:zoneminder:1.29.0:*:*:*:*:*:*:*|cpe:2.3:a:zoneminder:zoneminder:1.30.0:*:*:*:*:*:*:*,Maybe,Low,Unrecognized vendor but the description references a camera/surveillance device; home vs commercial deployment is unclear.
vendor_only,CVE-2016-5811,2017-02-13,"An issue was discovered in Visonic PowerLink2, all versions prior to October 2016 firmware release. User controlled input is not neutralized prior to being placed in web page output (CROSS-SITE SCRIPTING).",6.1,3.1,CWE-79,cpe:2.3:o:visonic:powerlink2_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:visonic:powerlink2:-:*:*:*:*:*:*:*,No,Low,Unrecognized vendor and no camera signal in the description; likely a brand-keyword collision rather than a home camera.
vendor_only,CVE-2016-5813,2017-02-13,"An issue was discovered in Visonic PowerLink2, all versions prior to October 2016 firmware release. When a specific URL to an image is accessed, the downloaded image carries with it source code used in the web server (INFORMATION EXPOSURE).",5.3,3.0,CWE-200,cpe:2.3:o:visonic:powerlink2_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:visonic:powerlink2:-:*:*:*:*:*:*:*,No,Low,Unrecognized vendor and no camera signal in the description; likely a brand-keyword collision rather than a home camera.
vendor_only,CVE-2017-5168,2017-02-13,"An issue was discovered in Hanwha Techwin Smart Security Manager Versions 1.5 and prior. Multiple Path Traversal vulnerabilities have been identified. The flaws exist within the ActiveMQ Broker service that is installed as part of the product. By issuing specific HTTP requests, if a user visits a malicious page, an attacker can gain access to arbitrary files on the server. Smart Security Manager Versions 1.4 and prior to 1.31 are affected by these vulnerabilities. These vulnerabilities can allow for remote code execution.",7.5,3.1,CWE-22,cpe:2.3:a:hanwha-security:smart_security_manager:*:*:*:*:*:*:*:*,No,Low,"Hanwha Techwin Smart Security Manager is a commercial security management application, not a consumer home camera device"
vendor_only,CVE-2017-5169,2017-02-13,"An issue was discovered in Hanwha Techwin Smart Security Manager Versions 1.5 and prior. Multiple Cross Site Request Forgery vulnerabilities have been identified. The flaws exist within the Redis and Apache Felix Gogo servers that are installed as part of this product. By issuing specific HTTP Post requests, an attacker can gain system level access to a remote shell session. Smart Security Manager Versions 1.5 and prior are affected by these vulnerabilities. These vulnerabilities can allow for remote code execution.",7.5,3.1,CWE-352,cpe:2.3:a:hanwha-security:smart_security_manager:*:*:*:*:*:*:*:*,No,Low,"Hanwha Techwin Smart Security Manager is a commercial security management application, not a consumer home camera device"
