Difference Type,cve_id,published,description,cvss_score,cvss_version,cwe_ids,cpe_strings,Gemini Judgment,Gemini Confidence,Gemini Reasoning
vendor_only,CVE-2017-8413,2019-07-02,"An issue was discovered on D-Link DCS-1100 and DCS-1130 devices. The device runs a custom daemon on UDP port 5978 which is called ""dldps2121"" and listens for broadcast packets sent on 255.255.255.255. This daemon handles custom D-Link UDP based protocol that allows D-Link mobile applications and desktop applications to discover D-Link devices on the local network. The binary processes the received UDP packets sent from any device in ""main"" function. One path in the function traverses towards a block of code that handles commands to be executed on the device. The custom protocol created by D-Link follows the following pattern: Packetlen, Type of packet; M=MAC address of device or broadcast; D=Device Type;C=base64 encoded command string;test=1111. If a packet is received with the packet type being ""S"" or 0x53 then the string passed in the ""C"" parameter is base64 decoded and then executed by passing into a System API. We can see at address 0x00009B44 that the string received in packet type subtracts 0x31 or ""1"" from the packet type and is compared against 0x22 or ""double quotes"". If that is the case, then the packet is sent towards the block of code that executes a command. Then the value stored in ""C"" parameter is extracted at address 0x0000A1B0. Finally, the string received is base 64 decoded and passed on to the system API at address 0x0000A2A8 as shown below. The same form of communication can be initiated by any process including an attacker process on the mobile phone or the desktop and this allows a third-party application on the device to execute commands on the device without any authentication by sending just 1 UDP packet with custom base64 encoding.",8.8,3.1,CWE-77,cpe:2.3:o:dlink:dcs-1130_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dcs-1130:-:*:*:*:*:*:*:*|cpe:2.3:o:dlink:dcs-1100_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dcs-1100:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2017-8415,2019-07-02,"An issue was discovered on D-Link DCS-1100 and DCS-1130 devices. The device has a custom telnet daemon as a part of the busybox and retrieves the password from the shadow file using the function getspnam at address 0x00053894. Then performs a crypt operation on the password retrieved from the user at address 0x000538E0 and performs a strcmp at address 0x00053908 to check if the password is correct or incorrect. However, the /etc/shadow file is a part of CRAM-FS filesystem which means that the user cannot change the password and hence a hardcoded hash in /etc/shadow is used to match the credentials provided by the user. This is a salted hash of the string ""admin"" and hence it acts as a password to the device which cannot be changed as the whole filesystem is read only.",9.8,3.1,CWE-798,cpe:2.3:o:dlink:dcs-1130_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dcs-1130:-:*:*:*:*:*:*:*|cpe:2.3:o:dlink:dcs-1100_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dcs-1100:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2017-8416,2019-07-02,"An issue was discovered on D-Link DCS-1100 and DCS-1130 devices. The device runs a custom daemon on UDP port 5978 which is called ""dldps2121"" and listens for broadcast packets sent on 255.255.255.255. This daemon handles custom D-Link UDP based protocol that allows D-Link mobile applications and desktop applications to discover D-Link devices on the local network. The binary processes the received UDP packets sent from any device in ""main"" function. One path in the function traverses towards a block of code that processing of packets which does an unbounded copy operation which allows to overflow the buffer. The custom protocol created by Dlink follows the following pattern: Packetlen, Type of packet; M=MAC address of device or broadcast; D=Device Type;C=base64 encoded command string;test=1111 We can see at address function starting at address 0x0000DBF8 handles the entire UDP packet and performs an insecure copy using strcpy function at address 0x0000DC88. This results in overflowing the stack pointer after 1060 characters and thus allows to control the PC register and results in code execution. The same form of communication can be initiated by any process including an attacker process on the mobile phone or the desktop and this allows a third-party application on the device to execute commands on the device without any authentication by sending just 1 UDP packet with custom base64 encoding.",8.8,3.1,CWE-119,cpe:2.3:o:dlink:dcs-1130_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dcs-1130:-:*:*:*:*:*:*:*|cpe:2.3:o:dlink:dcs-1100_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dcs-1100:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2017-8417,2019-07-02,"An issue was discovered on D-Link DCS-1100 and DCS-1130 devices. The device requires that a user logging into the device provide a username and password. However, the device allows D-Link apps on the mobile devices and desktop to communicate with the device without any authentication. As a part of that communication, the device uses custom version of base64 encoding to pass data back and forth between the apps and the device. However, the same form of communication can be initiated by any process including an attacker process on the mobile phone or the desktop and this allows a third party to retrieve the device's password without any authentication by sending just 1 UDP packet with custom base64 encoding. The severity of this attack is enlarged by the fact that there more than 100,000 D-Link devices out there.",8.8,3.1,CWE-255,cpe:2.3:o:dlink:dcs-1100_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dcs-1100:-:*:*:*:*:*:*:*|cpe:2.3:o:dlink:dcs-1130_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dcs-1130:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2019-17146,2020-01-07,"This vulnerability allows remote attackers to execute arbitrary code on affected installations of D-Link DCS-960L v1.07.102. Authentication is not required to exploit this vulnerability. The specific flaw exists within the HNAP service, which listens on TCP port 80 by default. When parsing the SOAPAction request header, the process does not properly validate the length of user-supplied data prior to copying it to a stack-based buffer. An attacker can leverage this vulnerability to execute code in the context of the admin user. Was ZDI-CAN-8458.",9.8,3.1,CWE-121|CWE-306,cpe:2.3:o:dlink:dcs-935l_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dcs-935l:ax:*:*:*:*:*:*:*|cpe:2.3:o:dlink:dcs-960l_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dcs-960l:a:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2013-1602,2020-01-28,"An Information Disclosure vulnerability exists due to insufficient validation of authentication cookies for the RTSP session in D-Link DCS-5635 1.01, DCS-1100L 1.04, DCS-1130L 1.04, DCS-1100 1.03/1.04_US, DCS-1130 1.03/1.04_US , DCS-2102 1.05_RU/1.06/1.06_FR/1.05_TESCO, DCS-2121 1.05_RU/1.06/1.06_FR/1.05_TESCO, DCS-3410 1.02, DCS-5230 1.02, DCS-5230L 1.02, DCS-6410 1.0, DCS-7410 1.0, DCS-7510 1.0, and WCS-1100 1.02, which could let a malicious user obtain unauthorized access to video streams.",7.5,3.1,CWE-200,cpe:2.3:o:dlink:dcs-3411_firmware:1.02:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dcs-3411:-:*:*:*:*:*:*:*|cpe:2.3:o:dlink:dcs-3430_firmware:1.02:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dcs-3430:-:*:*:*:*:*:*:*|cpe:2.3:o:dlink:dcs-5605_firmware:1.01:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dcs-5605:-:*:*:*:*:*:*:*|cpe:2.3:o:dlink:dcs-5635_firmware:1.01:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dcs-5635:-:*:*:*:*:*:*:*|cpe:2.3:o:dlink:dcs-1100l_firmware:1.04:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dcs-1100l:-:*:*:*:*:*:*:*|cpe:2.3:o:dlink:dcs-1130l_firmware:1.04:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dcs-1130l:-:*:*:*:*:*:*:*|cpe:2.3:o:dlink:dcs-1100_firmware:1.03:*:*:*:*:*:*:*|cpe:2.3:o:dlink:dcs-1100_firmware:1.04:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dcs-1100:-:*:*:*:*:*:*:*|cpe:2.3:o:dlink:dcs-1130_firmware:1.03:*:*:*:*:*:*:*|cpe:2.3:o:dlink:dcs-1130_firmware:1.04:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dcs-1130:-:*:*:*:*:*:*:*|cpe:2.3:o:dlink:dcs-2102_firmware:1.05:*:*:*:*:*:*:*|cpe:2.3:o:dlink:dcs-2102_firmware:1.06:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dcs-2102:-:*:*:*:*:*:*:*|cpe:2.3:o:dlink:dcs-2121_firmware:1.05:*:*:*:*:*:*:*|cpe:2.3:o:dlink:dcs-2121_firmware:1.06:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dcs-2121:-:*:*:*:*:*:*:*|cpe:2.3:o:dlink:dcs-3410_firmware:1.02:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dcs-3410:-:*:*:*:*:*:*:*|cpe:2.3:o:dlink:dcs-5230_firmware:1.02:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dcs-5230:-:*:*:*:*:*:*:*|cpe:2.3:o:dlink:dcs-5230l_firmware:1.02:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dcs-5230l:-:*:*:*:*:*:*:*|cpe:2.3:o:dlink:dcs-6410_firmware:1.00:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dcs-6410:-:*:*:*:*:*:*:*|cpe:2.3:o:dlink:dcs-7410_firmware:1.00:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dcs-7410:-:*:*:*:*:*:*:*|cpe:2.3:o:dlink:dcs-7510_firmware:1.00:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dcs-7510:-:*:*:*:*:*:*:*|cpe:2.3:o:dlink:wcs-1100_firmware:1.00:*:*:*:*:*:*:*|cpe:2.3:h:dlink:wcs-1100:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2021-41504,2021-09-24,An Elevated Privileges issue exists in D-Link DCS-5000L v1.05 and DCS-932L v2.17 and older. The use of the digest-authentication for the devices command interface may allow further attack vectors that may compromise the cameras configuration and allow malicious users on the LAN to access the device. NOTE: This vulnerability only affects products that are no longer supported by the maintainer,8.0,3.1,,cpe:2.3:o:dlink:dcs-932l_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dcs-932l:-:*:*:*:*:*:*:*|cpe:2.3:o:dlink:dcs-5000l_firmware:1.05:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dcs-5000l:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2024-48168,2024-10-14,"A stack overflow vulnerability exists in the sub_402280 function of the HNAP service of D-Link DCS-960L 1.09, allowing an attacker to execute arbitrary code.",9.8,3.1,CWE-94,cpe:2.3:o:dlink:dcs-960l_firmware:1.09:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dcs-960l:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2024-48798,2024-10-14,An issue in Hubble Connected (com.hubbleconnected.vervelife) 2.00.81 allows a remote attacker to obtain sensitive information via the firmware update process.,7.5,3.1,CWE-200,,Yes,High,
vendor_only,CVE-2010-4964,2011-10-16,"recorder_test.cgi on the D-Link DCS-2121 camera with firmware 1.04 allows remote attackers to execute arbitrary commands via shell metacharacters in the Password field, related to a ""semicolon injection"" vulnerability.",9.0,2.0,CWE-94,cpe:2.3:a:dlink:dcs-2121_firmware:1.04:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dcs-2121:*:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2010-4965,2011-10-16,"/etc/rc.d/rc.local on the D-Link DCS-2121 camera with firmware 1.04 configures a hardcoded password of admin for the root account, which makes it easier for remote attackers to obtain shell access by leveraging a running telnetd server.",9.0,2.0,CWE-255,cpe:2.3:a:dlink:dcs-2121_firmware:1.04:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dcs-2121:*:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2012-4046,2012-12-24,"The D-Link DCS-932L camera with firmware 1.02 allows remote attackers to discover the password via a UDP broadcast packet, as demonstrated by running the D-Link Setup Wizard and reading the _paramR[""P""] value.",3.3,2.0,CWE-200,cpe:2.3:o:dlink:dcs-932l_firmware:1.02:*:*:*:*:*:*:*|cpe:2.3:h:dlink:dcs-932l:-:*:*:*:*:*:*:*,Yes,High,
