Verdicts,Review Reason,cve_id,description,cpe_strings,Difference Type,published,cvss_score,cvss_version,cwe_ids,Claude Judgment,Claude Confidence,Claude Reasoning,Codex Judgment,Codex Confidence,Codex Reasoning,Gemini Judgment,Gemini Confidence,Gemini Reasoning,Human Verdict 1,Human Notes 1,Human Verdict 2,Human Notes 2
C:Maybe/Low  X:No/High  G:Yes/Low,judgments not unanimous,CVE-2024-39290,Insufficiently protected credentials issue exists in AIPHONE IX SYSTEM and IXG SYSTEM. A network-adjacent unauthenticated attacker may obtain sensitive information such as a username and its password in the address book.,,vendor_only,2024-11-22,6.5,3.0,CWE-522,Maybe,Low,"Aiphone IX/IXG is an IP door-intercom system; IXG serves multi-tenant residential buildings and IX targets commercial sites, so it is door-entry but its single-home consumer fit is uncertain.",No,High,,Yes,Low,"AIPHONE IX and IXG systems are typically intercom systems, which often include video doorbells/entry systems for residential use, though they can be used in commercial settings. The description mentions an address book, which is consistent with such devices.",,,Maybe,
C:Maybe/Low  X:No/High  G:No/Low,judgments not unanimous,CVE-2024-45837,"Use of hard-coded cryptographic key issue exists in AIPHONE IX SYSTEM, IXG SYSTEM, and System Support Software. A network-adjacent unauthenticated attacker may log in to SFTP service and obtain and/or manipulate unauthorized files.",,vendor_only,2024-11-22,5.4,3.0,CWE-321,Maybe,Low,"Aiphone IX/IXG (and its support software) is an IP door-intercom system spanning multi-tenant residential and commercial sites, so door-entry but uncertain single-home consumer fit.",No,High,,No,Low,"Aiphone IX and IXG systems are typically enterprise-grade IP intercom systems used in commercial buildings or apartment complexes, rather than consumer home video doorbells.",,,Maybe,
C:Maybe/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2024-47142,"AIPHONE IXG SYSTEM IXG-2C7 firmware Ver.2.03 and earlier and IXG-2C7-L firmware Ver.2.03 and earlier contain an issue with insufficiently protected credentials, which may allow a network-adjacent authenticated attacker to perform unintended operations.",,vendor_only,2024-11-22,5.5,3.0,CWE-522,Maybe,Low,Aiphone IXG-2C7 is a tenant station in the IXG multi-tenant apartment door-intercom system; residential but a building/multi-dwelling entry system rather than a standalone home doorbell.,No,High,,Yes,High,,,,Maybe,
C:Yes/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2021-47706,COMMAX Biometric Access Control System 1.0.0 contains an authentication bypass vulnerability that allows unauthenticated attackers to access sensitive information and circumvent physical controls in smart homes and buildings by exploiting cookie poisoning. Attackers can forge cookies to bypass authentication and disclose sensitive information.,,vendor_only,2025-12-09,,,CWE-565,Yes,Low,COMMAX makes residential access control and intercom systems; description explicitly mentions smart homes as deployment context; no CPE to confirm product type but the product line is known for home use,No,High,,Yes,High,,Yes,,,
C:No/High  X:No/High  G:Yes/High,judgments not unanimous,CVE-2021-47707,"COMMAX CVD-Axx DVR 5.1.4 contains weak default administrative credentials that allow remote password attacks and disclose RTSP stream. Attackers can exploit this by sending a POST request with the 'passkey' parameter set to '1234', allowing them to access the web control panel.",,vendor_only,2025-12-09,,,CWE-1392,No,High,,No,High,,Yes,High,,No,,,
C:Yes/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2021-47708,COMMAX Smart Home System CDP-1020n contains an SQL injection vulnerability that allows attackers to bypass authentication by injecting arbitrary SQL code through the 'id' parameter in 'loginstart.asp'. Attackers can exploit this by sending a POST request with malicious 'id' values to manipulate database queries and gain unauthorized access.,,vendor_only,2025-12-09,,,CWE-89,Yes,Low,COMMAX Smart Home System is explicitly named; CDP-1020n appears to be a home intercom management system; no CPE to confirm but COMMAX is known for residential smart home intercom products,No,High,,Yes,High,,Yes,,,
C:Yes/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2021-47709,COMMAX Smart Home System allows an unauthenticated attacker to change configuration and cause denial-of-service through the setconf endpoint. Attackers can trigger a denial-of-service scenario by sending a malformed request to the setconf endpoint.,,vendor_only,2025-12-09,,,CWE-306,Yes,Low,Same COMMAX Smart Home System product; residential intercom/access control context,No,High,,Yes,High,,Yes,,,
C:Yes/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2021-47710,"COMMAX Smart Home System is a smart IoT home solution that allows an unauthenticated attacker to disclose RTSP credentials in plain-text by exploiting the /overview.asp endpoint. Attackers can access sensitive information, including login credentials and DVR settings, by submitting a GET request to this endpoint.",,vendor_only,2025-12-09,,,CWE-306,Yes,Low,Same COMMAX Smart Home System product; RTSP credential disclosure in residential intercom system,No,High,,Yes,High,,Yes,,,
C:No/High  X:No/High  G:Yes/Low,judgments not unanimous,CVE-2021-47719,COMMAX WebViewer ActiveX Control 2.1.4.5 contains a buffer overflow vulnerability that allows attackers to execute arbitrary code by providing excessively long string arrays through multiple functions. Attackers can exploit boundary errors in Commax_WebViewer.ocx to cause buffer overflow conditions and potentially gain code execution.,,vendor_only,2025-12-09,,,CWE-787,No,High,"The flaw is in the COMMAX WebViewer ActiveX control, a client-side browser viewer component; the entry gives no residential video-doorphone device context to place it in scope.",No,High,,Yes,Low,"COMMAX is a well-known manufacturer of video doorbells and intercom systems. The 'WebViewer' ActiveX control is likely used for remote monitoring of these devices via a web browser, which fits the home IoT profile for a video doorbell category.",,,No,
C:No/Low  X:No/High  G:Maybe/Low,judgments not unanimous,CVE-2023-28810,Some access control/intercom products have unauthorized modification of device network configuration vulnerabilities. Attackers can modify device network configuration by sending specific data packets to the vulnerable interface within the same local network.,cpe:2.3:o:hikvision:ds-k1t804af_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t804af:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t804amf_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t804amf:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t341am_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t341am:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t341amf_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t341amf:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t671m_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t671m:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t671mf_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t671mf:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t671_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t671:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t343efwx_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t343efwx:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t343efx_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t343efx:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t343ewx_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t343ewx:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t343ex_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t343ex:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t343mfwx_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t343mfwx:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t343mfx_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t343mfx:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t343mwx_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t343mwx:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t343mx_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t343mx:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t341c_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t341c:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t320efwx_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t320efwx:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t320efx_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t320efx:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t320ewx_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t320ewx:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t320ex_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t320ex:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t320mfwx_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t320mfwx:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t320mfx_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t320mfx:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t320mwx_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t320mwx:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-k1t320mx_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-k1t320mx:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-kh6320-wte1_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6320-wte1:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-kh6350-wte1_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6350-wte1:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-kh6351-te1_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6351-te1:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-kh6351-wte1_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6351-wte1:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-kh6320-le1_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6320-le1:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-kh63le1\(b\)_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh63le1\(b\):-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-kh6320-tde1_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6320-tde1:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-kh6320-te1_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6320-te1:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-kh6320-wtde1_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6320-wtde1:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-kh8520-wte1_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh8520-wte1:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-kh6220-le1_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6220-le1:-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-kh9310-wte1\(b\)_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh9310-wte1\(b\):-:*:*:*:*:*:*:*|cpe:2.3:o:hikvision:ds-kh9510-wte1\(b\)_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh9510-wte1\(b\):-:*:*:*:*:*:*:*,keyword_only,2023-06-15,4.3,3.1,CWE-284,No,Low,"Hikvision DS-K1T804AF is a commercial access control face recognition terminal for building entry management, not a residential video doorbell; CPE confirms access control product type",No,High,,Maybe,Low,"The description mentions 'intercom products', which can include video doorbells. However, the CPEs list Hikvision DS-K and DS-KH series, which are primarily professional access control and intercom systems often used in commercial/enterprise settings, though some may be used in high-end residential homes.",,,Yes,Same CVE ruled Yes in cameras.
C:Maybe/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2023-6893,A vulnerability was found in Hikvision Intercom Broadcasting System 3.0.3_20201113_RELEASE(HIK) and classified as problematic. Affected by this issue is some unknown functionality of the file /php/exportrecord.php. The manipulation of the argument downname with the input C:\ICPAS\Wnmp\WWW\php\conversion.php leads to path traversal. The exploit has been disclosed to the public and may be used. Upgrading to version 4.1.0 is able to address this issue. It is recommended to upgrade the affected component. The identifier of this vulnerability is VDB-248252.,cpe:2.3:o:hikvision:intercom_broadcast_system:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-bk:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-dis:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-e:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-in:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-info:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-kk:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-kk\/s:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-kp:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-kp\/s:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-m:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd3003-e6:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd8003ime1\(b\):-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd8003ime1\(b\)\/flush:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd8003ime1\(b\)\/ns:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd8003ime1\(b\)\/s:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd8003ime1\(b\)\/surface:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6220-le1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6320-le1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6320-tde1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6320-te1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6320-wtde1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6320-wte1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6350-wte1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6351-te1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6351-wte1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh63le1\(b\):-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh8520-wte1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh9310-wte1\(b\):-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh9510-wte1\(b\):-:*:*:*:*:*:*:*,keyword_only,2023-12-17,7.5,3.1,CWE-22,Maybe,Low,"Hikvision DS-KD series includes both commercial intercoms and residential video door station models; the broadcasting system context suggests commercial deployment, but residential DS-KD door stations are also common home products",No,High,,Yes,High,,,,,
C:Maybe/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2023-6894,A vulnerability was found in Hikvision Intercom Broadcasting System 3.0.3_20201113_RELEASE(HIK). It has been classified as problematic. This affects an unknown part of the file access/html/system.html of the component Log File Handler. The manipulation leads to information disclosure. The exploit has been disclosed to the public and may be used. Upgrading to version 4.1.0 is able to address this issue. It is recommended to upgrade the affected component. The identifier VDB-248253 was assigned to this vulnerability.,cpe:2.3:o:hikvision:intercom_broadcast_system:*:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-bk:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-dis:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-e:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-in:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-info:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-kk:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-kk\/s:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-kp:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-kp\/s:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd-m:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd3003-e6:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd8003ime1\(b\):-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd8003ime1\(b\)\/flush:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd8003ime1\(b\)\/ns:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd8003ime1\(b\)\/s:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kd8003ime1\(b\)\/surface:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6220-le1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6320-le1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6320-tde1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6320-te1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6320-wtde1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6320-wte1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6350-wte1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6351-te1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh6351-wte1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh63le1\(b\):-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh8520-wte1:-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh9310-wte1\(b\):-:*:*:*:*:*:*:*|cpe:2.3:h:hikvision:ds-kh9510-wte1\(b\):-:*:*:*:*:*:*:*,keyword_only,2023-12-17,6.5,3.1,CWE-200,Maybe,Low,Same product as CVE-2023-6893; Hikvision DS-KD intercom with ambiguous residential/commercial deployment,No,High,,Yes,High,,,,,
