Difference Type,cve_id,published,description,cvss_score,cvss_version,cwe_ids,cpe_strings,Claude Judgment,Claude Confidence,Claude Reasoning,Codex Judgment,Codex Confidence,Codex Reasoning,Gemini Judgment,Gemini Confidence,Gemini Reasoning,Review Status,Needs Human Review,Review Reason,Final Judgment,Final Source
keyword_only,CVE-2022-0878,2022-04-12,"Electric Vehicle (EV) commonly utilises the Combined Charging System (CCS) for DC rapid charging. To exchange important messages such as the State of Charge (SoC) with the Electric Vehicle Supply Equipment (EVSE) CCS uses a high-bandwidth IP link provided by the HomePlug Green PHY (HPGP) power-line communication (PLC) technology. The attack interrupts necessary control communication between the vehicle and charger, causing charging sessions to abort. The attack can be conducted wirelessly from a distance using electromagnetic interference, allowing individual vehicles or entire fleets to be disrupted simultaneously. In addition, the attack can be mounted with off-the-shelf radio hardware and minimal technical knowledge. With a power budget of 1 W, the attack is successful from around 47 m distance. The exploited behavior is a required part of the HomePlug Green PHY, DIN 70121 & ISO 15118 standards and all known implementations exhibit it. In addition to electric cars, Brokenwire affects electric ships, airplanes and heavy duty vehicles utilising these standards.",6.5,3.1,CWE-306,cpe:2.3:o:combined_charging_system_project:combined_charging_system_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:combined_charging_system_project:combined_charging_system:-:*:*:*:*:*:*:*,No,Low,Combined Charging System (CCS) DC rapid charging protocol is primarily used at public fast-charging stations; DC rapid charging is not typically installed as residential home wallbox equipment,Maybe,Low,"Description mentions home EV charger-related terms, but the affected product appears to be general software/IT rather than the device itself.",Yes,High,,complete,Yes,both strong reviewers low confidence; judgments not unanimous,,pending
keyword_only,CVE-2020-8007,2024-11-08,"The pwrstudio web application of EV Charger (in the server in Circontrol Raption through 5.6.2) is vulnerable to OS command injection via three fields of the configuration menu for ntpserver0, ntpserver1, and pingip.",9.8,3.1,CWE-78,,No,Low,"Circontrol Raption is a commercial/public EV charging station product, not a residential home wallbox; the server-based management architecture indicates commercial charging infrastructure",Yes,High,,Yes,High,,complete,Yes,judgments not unanimous,,pending
keyword_only,CVE-2025-26857,2025-04-15,"Unauthenticated attackers can rename arbitrary devices of arbitrary users (i.e., EV chargers).",5.3,3.1,CWE-639,cpe:2.3:a:growatt:cloud_portal:*:*:*:*:*:*:*:*,Maybe,Low,"Growatt cloud portal manages both home EV wallboxes and commercial charging stations; the charger management functions (device renaming, version info, energy data) apply to both residential and commercial products without specifying home-only deployment",No,High,,Yes,High,,complete,Yes,judgments not unanimous,,pending
keyword_only,CVE-2025-27575,2025-04-15,An unauthenticated attacker can obtain EV charger version and firmware upgrading history by knowing the charger ID.,5.3,3.1,CWE-639,cpe:2.3:a:growatt:cloud_portal:*:*:*:*:*:*:*:*,Maybe,Low,"Growatt cloud portal manages both home EV wallboxes and commercial charging stations; the charger management functions (device renaming, version info, energy data) apply to both residential and commercial products without specifying home-only deployment",Yes,High,,Yes,High,,complete,Yes,judgments not unanimous,,pending
keyword_only,CVE-2025-31147,2025-04-15,Unauthenticated attackers can query information about total energy consumed by EV chargers of arbitrary users.,5.3,3.1,CWE-639,cpe:2.3:a:growatt:cloud_portal:*:*:*:*:*:*:*:*,Maybe,Low,"Growatt cloud portal manages both home EV wallboxes and commercial charging stations; the charger management functions (device renaming, version info, energy data) apply to both residential and commercial products without specifying home-only deployment",No,High,,Yes,High,,complete,Yes,judgments not unanimous,,pending
keyword_only,CVE-2025-31950,2025-04-15,An unauthenticated attacker can obtain EV charger energy consumption information of other users.,5.3,3.1,CWE-639,cpe:2.3:a:growatt:cloud_portal:*:*:*:*:*:*:*:*,Maybe,Low,"Growatt cloud portal manages both home EV wallboxes and commercial charging stations; the charger management functions (device renaming, version info, energy data) apply to both residential and commercial products without specifying home-only deployment",Yes,High,,Yes,High,,complete,Yes,judgments not unanimous,,pending
keyword_only,CVE-2024-7795,2024-08-21,"Autel MaxiCharger AC Elite Business C50 AppAuthenExchangeRandomNum Stack-Based Buffer Overflow Remote Code Execution Vulnerability. This vulnerability allows network-adjacent attackers to execute arbitrary code on affected installations of Autel MaxiCharger AC Elite Business C50 EV chargers. Authentication is not required to exploit this vulnerability.

The specific flaw exists within the handling of the AppAuthenExchangeRandomNum BLE command. The issue results from the lack of proper validation of the length of user-supplied data prior to copying it to a fixed-length stack-based buffer. An attacker can leverage this vulnerability to execute code in the context of the device. Was ZDI-CAN-23384.",8.8,3.1,CWE-121|CWE-119,cpe:2.3:o:autel:maxicharger_ac_elite_business_c50_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:autel:maxicharger_ac_elite_business_c50:-:*:*:*:*:*:*:*,No,High,,No,High,,Yes,High,,complete,Yes,judgments not unanimous,,pending
keyword_only,CVE-2024-11666,2024-11-24,"Affected devices beacon to eCharge cloud infrastructure asking if there are any command they should run. This communication is established over an insecure channel since peer verification is disabled everywhere. Therefore, remote unauthenticated users  suitably positioned on the network between an EV charger controller and eCharge infrastructure can execute arbitrary commands with elevated privileges on affected devices.

This issue affects cph2_echarge_firmware: through 2.0.4.",9.8,3.1,CWE-345,cpe:2.3:o:echarge:salia_plcc_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:echarge:salia_plcc:-:*:*:*:*:*:*:*,No,Low,eCharge Salia PLCC is a commercial-grade EVSE controller designed for commercial charging infrastructure; not a home wallbox device,Yes,High,,Yes,High,,complete,Yes,judgments not unanimous,,pending
keyword_only,CVE-2024-43648,2025-01-09,"Command injection in the <redacted> parameter of a <redacted>.exe request leads to remote code execution as the root user.

This issue affects Iocharger firmware for AC models before version 24120701.

Likelihood: Moderate – This action is not a common place for command injection vulnerabilities to occur. Thus, an attacker will likely only be able to find this vulnerability by reverse-engineering the firmware or trying it on all <redacted> fields. The attacker will also need a (low privilege) account to gain access to the <redacted> binary, or convince a user with such access to execute a payload.

Impact: Critical – The attacker has full control over the charging station as the root user, and can arbitrarily add, modify and delete files and services.

CVSS clarification. The attack can be executed over any network connection the station is listening to and serves the web interface (AV:N), and there are no additional security measure sin place that need to be circumvented (AC:L), the attack does not rely on preconditions (AT:N). The attack does require authentication, but the level of authentication is irrelevant (PR:L), it does not require user interaction (UI:N). If is a full system compromise, potentially fully compromising confidentiality, integrity and availability of the devicer (VC:H/VI:H/VA:H).  A compromised charger can be used to ""pivot"" onto networks that should otherwise be closed, cause a low confidentiality and interity impact on subsequent systems. (SC:L/SI:L/SA:H). Because this device is an EV charger handing significant amounts of power, we suspect this vulnerability can have a safety impact (S:P). The attack can be automated (AU:Y).",8.8,3.1,CWE-78|CWE-250,,No,Low,"Iocharger AC model chargers are commercial EV charging stations marketed primarily for business/fleet charging deployments, not residential home wallboxes",Yes,High,,Yes,High,,complete,Yes,judgments not unanimous,,pending
keyword_only,CVE-2024-43649,2025-01-09,"Authenticated command injection in the filename of a <redacted>.exe request leads to remote code execution as the root user.

This issue affects Iocharger firmware for AC models before version 24120701.

Likelihood: Moderate – This action is not a common place for command injection vulnerabilities to occur. Thus, an attacker will likely only be able to find this vulnerability by reverse-engineering the firmware or trying it on all <redacted> fields. The attacker will also need a (low privilege) account to gain access to the <redacted> binary, or convince a user with such access to execute a payload.

Impact: Critical – The attacker has full control over the charging station as the root user, and can arbitrarily add, modify and delete files and services.

CVSS clarification: This attack can be performed over any network conenction serving the web interfacr (AV:N), and there are not additional mitigating measures that need to be circumvented (AC:L) or other prerequisites (AT:N). The attack does require privileges, but the level does not matter (PR:L), there is no user interaction required (UI:N). The attack leeds to a full compromised of the charger (VC:H/VI:H/VA:H) and a compromised charger can be used to ""pivot"" to networks that should normally not be reachable (SC:L/SI:L/SA:H). Because this is an EV chargers with significant pwoer, there is a potential safety imp0act (S:P). THis attack can be automated (AU:Y).",8.8,3.1,CWE-78|CWE-250,,No,Low,"Iocharger AC model chargers are commercial EV charging stations marketed primarily for business/fleet charging deployments, not residential home wallboxes",No,High,,Yes,High,,complete,Yes,judgments not unanimous,,pending
keyword_only,CVE-2024-43650,2025-01-09,"Improper Neutralization of Special Elements used in a Command ('Command Injection') vulnerability in Iocharger firmware for AC models allows OS Command Injection as root

This issue affects  firmware versions before 24120701.

Likelihood: Moderate – The <redacted> binary does not seem to be used by the web interface, so it might be more difficult to find. It seems to be largely the same binary as used by the Iocharger Pedestal charging station, however. The attacker will also need a (low privilege) account to gain access to the <redacted> binary, or convince a user with such access to execute a crafted HTTP request.

Impact: Critical – The attacker has full control over the charging station as the root user, and can arbitrarily add, modify and delete
files and services.

CVSS clarification: The attack can be executed over any network connection serving the web interface (AV:N). There are no additional measures that need to be circumvented (AC:L) or attack preconditions (AT:N). THe attack is privileged, but the level does not matter (PR:L) and does not require user interaction (UI:N). Attack leads to full system compromised (VC:H/VI:H/VA:H) and compromised devices can be used to ""pivot"" to other networks that should be unreachable (SC:L/SI:L/SA:H). Because this an EV charger using high power, there is a potential safety impact (S:P). The attack can be automated (AU:Y).",,,CWE-78|CWE-250,,No,Low,"Iocharger AC model chargers are commercial EV charging stations marketed primarily for business/fleet charging deployments, not residential home wallboxes",Yes,High,,Yes,High,,complete,Yes,judgments not unanimous,,pending
keyword_only,CVE-2024-43651,2025-01-09,"Improper Neutralization of Special Elements used in a Command ('Command Injection') vulnerability allows OS Command Injection as root
This issue affects Iocharger firmware for AC models before version 241207101

Likelihood: Moderate – The <redacted> binary does not seem to be used by the web interface, so it might be more difficult to find. It seems to be largely the same binary as used by the Iocharger Pedestal charging station, however. The attacker will also need a (low privilege) account to gain access to the <redacted> binary, or convince a user with such access to execute a crafted HTTP request.

Impact: Critical – The attacker has full control over the charging station as the root user, and can arbitrarily add, modify and delete files and services.

CVSS clarification: Any network connection serving the web interface is vulnerable (AV:N) and there are no additional measures to circumvent (AC:L) nor does the attack require special conditions to be present (AT:N). The attack requires authentication, but the level does not matter (PR:L), nor is user interaction required (UI:N). The attack leads to a full compromised (VC:H/VI:H/VA:H) and a compromised device can be used to potentially ""pivot"" into a network that should nopt be reachable (SC:L/SI:L/SA:H). Because this is an EV charger handing significant power, there is a potential safety impact (S:P). THe attack can be autometed (AU:Y).",,,CWE-78|CWE-250,,No,Low,"Iocharger AC model chargers are commercial EV charging stations marketed primarily for business/fleet charging deployments, not residential home wallboxes",Yes,High,,Yes,High,,complete,Yes,judgments not unanimous,,pending
keyword_only,CVE-2024-43653,2025-01-09,"Improper Neutralization of Special Elements used in a Command ('Command Injection') vulnerability  allows OS Command Injection as root
This issue affects Iocharger firmware for AC model chargers before version 24120701.

Likelihood: Moderate – The <redacted> binary does not seem to be used by the web interface, so it might be more difficult to find. It seems to be largely the same binary as used by the Iocharger Pedestal charging station, however. The attacker will also need a (low privilege) account to gain access to the <redacted> binary, or convince a user with such access to execute a crafted HTTP request.

Impact: Critical – The attacker has full control over the charging station as the root user, and can arbitrarily add, modify and delete
files and services.

CVSS clarification: Any network interface serving the web ui is vulnerable (AV:N) and there are not additional security measures to circumvent (AC:L), nor does the attack require and existing preconditions (AT:N). The attack is authenticated, but the level of authentication does not matter (PR:L), nor is any user interaction required (UI:N). The attack leads to a full compromised (VC:H/VI:H/VA:H), and compromised devices can be used to pivot into networks that should potentially not be accessible (SC:L/SI:L/SA:H). Becuase this is an EV charger handing significant power, there is a potential safety impact (S:P). This attack can be automated (AU:Y).",8.8,3.1,CWE-78|CWE-250,,No,Low,"Iocharger AC model chargers are commercial EV charging stations marketed primarily for business/fleet charging deployments, not residential home wallboxes",Yes,High,,Yes,High,,complete,Yes,judgments not unanimous,,pending
