Verdicts,Review Reason,cve_id,description,cpe_strings,Difference Type,published,cvss_score,cvss_version,cwe_ids,Claude Judgment,Claude Confidence,Claude Reasoning,Codex Judgment,Codex Confidence,Codex Reasoning,Gemini Judgment,Gemini Confidence,Gemini Reasoning,Human Verdict 1,Human Notes 1,Human Verdict 2,Human Notes 2
C:No/Low  X:Maybe/Low  G:Maybe/Low,both strong reviewers low confidence; judgments not unanimous,CVE-2026-23955,"EVerest is an EV charging software stack. Prior to version 2025.9.0, in several places, integer values are concatenated to literal strings when throwing errors. This results in pointers arithmetic instead of printing the integer value as expected, like most of interpreted languages. This can be used by malicious operator to read unintended memory regions, including the heap and the stack. Version 2025.9.0 fixes the issue.",cpe:2.3:o:linuxfoundation:everest:*:*:*:*:*:*:*:*,keyword_only,2026-01-21,4.2,3.1,CWE-1046,No,Low,EVerest/libocpp is an open-source EV-charging software stack deployed on both home and commercial charging stations; a shared software-layer bug not attributable to a specific residential wallbox device.,Maybe,Low,EVerest/libocpp is a generic EV charging stack usable in home or commercial EVSE; not a clear private-garage wallbox product.,Maybe,Low,"EVerest is a software stack that could be used in home chargers, but the description doesn't specify the device.",,,,
C:No/Low  X:Maybe/Low  G:Maybe/Low,both strong reviewers low confidence; judgments not unanimous,CVE-2026-24003,"EVerest is an EV charging software stack. In versions up to and including 2025.12.1, it is possible to bypass the sequence state verification including authentication, and send requests that transition to forbidden states relative to the current one, thereby updating the current context with illegitimate data.cThanks to the modular design of EVerest, authorization is handled in a separate module and EVSEManager Charger internal state machine cannot transition out of the `WaitingForAuthentication` state through ISO 15118-2 communication. From this state, it was however possible through ISO 15118-2 messages which are published to the MQTT server to trick it into preparing to charge, and even to prepare to send current. The final requirement to actually send current to the EV was the closure of the contactors, which does not appear to be possible without leaving the `WaitingForAuthentication` state and leveraging ISO 15118-2 messages. As of time of publication, no fixed versions are available.",cpe:2.3:o:linuxfoundation:everest:*:*:*:*:*:*:*:*,keyword_only,2026-01-26,5.3,3.1,CWE-287|CWE-863,No,Low,EVerest/libocpp is an open-source EV-charging software stack deployed on both home and commercial charging stations; a shared software-layer bug not attributable to a specific residential wallbox device.,Maybe,Low,EVerest is a generic EV charging software stack; residential vs commercial EVSE deployment is unclear.,Maybe,Low,"EVerest is a software stack that could be used in home chargers, but the description doesn't specify the device.",,,,
C:No/Low  X:Maybe/Low  G:Maybe/Low,both strong reviewers low confidence; judgments not unanimous,CVE-2026-22593,"EVerest is an EV charging software stack. Prior to version 2026.02.0, an off-by-one check in IsoMux certificate filename handling causes a stack-based buffer overflow when a filename length equals `MAX_FILE_NAME_LENGTH` (100). A crafted filename in the certificate directory can overflow `file_names[idx]`, corrupting stack state and enabling potential code execution. Version 2026.02.0 contains a patch.",cpe:2.3:o:linuxfoundation:everest:*:*:*:*:*:*:*:*,keyword_only,2026-03-26,7.8,3.1,CWE-193,No,Low,EVerest/libocpp is an open-source EV-charging software stack deployed on both home and commercial charging stations; a shared software-layer bug not attributable to a specific residential wallbox device.,Maybe,Low,EVerest is a generic EV charging software stack; residential vs commercial EVSE deployment is unclear.,Maybe,Low,EVerest is a software stack that could be used in home wallboxes or commercial chargers; the description does not specify the deployment context.,,,,
C:No/Low  X:Maybe/Low  G:Maybe/Low,both strong reviewers low confidence; judgments not unanimous,CVE-2026-22790,"EVerest is an EV charging software stack. Prior to version 2026.02.0, `HomeplugMessage::setup_payload` trusts `len` after an `assert`; in release builds the check is removed, so oversized SLAC payloads are `memcpy`'d into a ~1497-byte stack buffer, corrupting the stack and enabling remote code execution from network-provided frames. Version 2026.02.0 contains a patch.",cpe:2.3:o:linuxfoundation:everest:*:*:*:*:*:*:*:*,keyword_only,2026-03-26,8.8,3.1,CWE-121,No,Low,EVerest/libocpp is an open-source EV-charging software stack deployed on both home and commercial charging stations; a shared software-layer bug not attributable to a specific residential wallbox device.,Maybe,Low,EVerest is a generic EV charging software stack; residential vs commercial EVSE deployment is unclear.,Maybe,Low,EVerest is a software stack that could be used in home wallboxes or commercial chargers; the description does not specify the deployment context.,,,,
C:No/Low  X:Maybe/Low  G:Maybe/Low,both strong reviewers low confidence; judgments not unanimous,CVE-2026-23995,"EVerest is an EV charging software stack. Prior to version 2026.02.0, stack-based buffer overflow in CAN interface initialization: passing an interface name longer than IFNAMSIZ (16) to CAN open routines overflows `ifreq.ifr_name`, corrupting adjacent stack data and enabling potential code execution. A malicious or misconfigured interface name can trigger this before any privilege checks. Version 2026.02.0 contains a patch.",cpe:2.3:o:linuxfoundation:everest:*:*:*:*:*:*:*:*,keyword_only,2026-03-26,7.8,3.1,CWE-121,No,Low,EVerest/libocpp is an open-source EV-charging software stack deployed on both home and commercial charging stations; a shared software-layer bug not attributable to a specific residential wallbox device.,Maybe,Low,EVerest is a generic EV charging software stack; residential vs commercial EVSE deployment is unclear.,Maybe,Low,EVerest is a software stack that could be used in home wallboxes or commercial chargers; the description does not specify the deployment context.,,,,
C:No/Low  X:Maybe/Low  G:Maybe/Low,both strong reviewers low confidence; judgments not unanimous,CVE-2026-26008,EVerest is an EV charging software stack. Versions prior to 2026.02.0 have an out-of-bounds access (std::vector) that leads to possible remote crash/memory corruption. This is because the CSMS sends UpdateAllowedEnergyTransferModes over the network. Version 2026.2.0 contains a patch.,cpe:2.3:o:linuxfoundation:everest:*:*:*:*:*:*:*:*,keyword_only,2026-03-26,7.5,3.1,CWE-125,No,Low,EVerest/libocpp is an open-source EV-charging software stack deployed on both home and commercial charging stations; a shared software-layer bug not attributable to a specific residential wallbox device.,Maybe,Low,EVerest is a generic EV charging software stack; residential vs commercial EVSE deployment is unclear.,Maybe,Low,EVerest is a software stack that could be used in home wallboxes or commercial chargers; the description does not specify the deployment context.,,,,
C:No/Low  X:Maybe/Low  G:Maybe/Low,both strong reviewers low confidence; judgments not unanimous,CVE-2026-26070,EVerest is an EV charging software stack. Versions prior to 2026.02.0 have a data race leading to `std::map<std::optional>` concurrent access (container/optional corruption possible). The trigger is an EV SoC update with powermeter periodic update and unplugging/SessionFinished state. Version 2026.2.0 contains a patch.,cpe:2.3:o:linuxfoundation:everest:*:*:*:*:*:*:*:*,keyword_only,2026-03-26,4.2,3.1,CWE-362,No,Low,EVerest/libocpp is an open-source EV-charging software stack deployed on both home and commercial charging stations; a shared software-layer bug not attributable to a specific residential wallbox device.,Maybe,Low,EVerest is a generic EV charging software stack; residential vs commercial EVSE deployment is unclear.,Maybe,Low,Maybe,,,,
C:No/Low  X:Maybe/Low  G:Maybe/Low,both strong reviewers low confidence; judgments not unanimous,CVE-2026-26071,EVerest is an EV charging software stack. Versions prior to 2026.02.0 have a data race leading to `std::string` concurrent access. with heap-use-after-free possible. This is triggered by EVCCID update (EV/ISO15118) and OCPP session/authorization events. Version 2026.02.0 contains a patch.,cpe:2.3:o:linuxfoundation:everest:*:*:*:*:*:*:*:*,keyword_only,2026-03-26,4.2,3.1,CWE-362|CWE-416,No,Low,EVerest/libocpp is an open-source EV-charging software stack deployed on both home and commercial charging stations; a shared software-layer bug not attributable to a specific residential wallbox device.,Maybe,Low,EVerest is a generic EV charging software stack; residential vs commercial EVSE deployment is unclear.,Maybe,Low,Maybe,,,,
C:No/Low  X:Maybe/Low  G:Maybe/Low,both strong reviewers low confidence; judgments not unanimous,CVE-2026-26072,EVerest is an EV charging software stack. Versions prior to 2026.02.0 have a data race leading to `std::map<std::optional>` concurrent access (container/optional corruption possible). The trigger is EV SoC update with powermeter periodic update and unplugging/SessionFinished status. Version 2026.02.0 patches the issue.,cpe:2.3:o:linuxfoundation:everest:*:*:*:*:*:*:*:*,keyword_only,2026-03-26,4.2,3.1,CWE-362,No,Low,EVerest/libocpp is an open-source EV-charging software stack deployed on both home and commercial charging stations; a shared software-layer bug not attributable to a specific residential wallbox device.,Maybe,Low,EVerest is a generic EV charging software stack; residential vs commercial EVSE deployment is unclear.,Maybe,Low,Maybe,,,,
C:No/Low  X:Maybe/Low  G:Maybe/Low,both strong reviewers low confidence; judgments not unanimous,CVE-2026-26073,EVerest is an EV charging software stack. Versions prior to 2026.02.0 have a data race leading to possible `std::queue`/`std::deque` corruption. The trigger is powermeter public key update and EV session/error events (while OCPP not started). This results in a TSAN data race report and an ASAN/UBSAN misaligned address runtime error being observed. Version 2026.02.0 contains a patch.,cpe:2.3:o:linuxfoundation:everest:*:*:*:*:*:*:*:*,keyword_only,2026-03-26,5.9,3.1,CWE-122|CWE-787,No,Low,EVerest/libocpp is an open-source EV-charging software stack deployed on both home and commercial charging stations; a shared software-layer bug not attributable to a specific residential wallbox device.,Maybe,Low,EVerest is a generic EV charging software stack; residential vs commercial EVSE deployment is unclear.,Maybe,Low,Maybe,,,,
C:No/Low  X:Maybe/Low  G:Maybe/Low,both strong reviewers low confidence; judgments not unanimous,CVE-2026-27813,EVerest is an EV charging software stack. Versions prior to 2026.02.0 have a data race leading to use-after-free. This is triggered by EV plug-in/unplug and RFID/RemoteStart/OCPP authorization events (or delayed authorization response). Version 2026.2.0 contains a patch.,cpe:2.3:o:linuxfoundation:everest:*:*:*:*:*:*:*:*,keyword_only,2026-03-26,5.3,3.1,CWE-416,No,Low,EVerest/libocpp is an open-source EV-charging software stack deployed on both home and commercial charging stations; a shared software-layer bug not attributable to a specific residential wallbox device.,Maybe,Low,EVerest is a generic EV charging software stack; residential vs commercial EVSE deployment is unclear.,Maybe,Low,Maybe,,,,
C:No/Low  X:Maybe/Low  G:Maybe/Low,both strong reviewers low confidence; judgments not unanimous,CVE-2026-27814,EVerest is an EV charging software stack. Versions prior to 2026.02.0 have a data race (C++ UB) triggered by an A 1-phase ↔ 3-phase switch request (`ac_switch_three_phases_while_charging`) during charging/waiting executes concurrently with the state machine loop. Version 2026.02.0 contains a patch.,cpe:2.3:o:linuxfoundation:everest:*:*:*:*:*:*:*:*,keyword_only,2026-03-26,4.2,3.1,CWE-362,No,Low,EVerest/libocpp is an open-source EV-charging software stack deployed on both home and commercial charging stations; a shared software-layer bug not attributable to a specific residential wallbox device.,Maybe,Low,EVerest is a generic EV charging software stack; residential vs commercial EVSE deployment is unclear.,Maybe,Low,Maybe,,,,
C:No/Low  X:Maybe/Low  G:Maybe/Low,both strong reviewers low confidence; judgments not unanimous,CVE-2026-29044,"EVerest is an EV charging software stack. Prior to version 2026.02.0, when WithdrawAuthorization is processed before the TransactionStarted event, AuthHandler determines `transaction_active=false` and only calls `withdraw_authorization_callback`. This path ultimately calls `Charger::deauthorize()`, but no actual stop (StopTransaction) occurs in the Charging state. As a result, authorization withdrawal can be defeated by timing, allowing charging to continue. Version 2026.02.0 contains a patch.",cpe:2.3:o:linuxfoundation:everest:*:*:*:*:*:*:*:*,keyword_only,2026-03-26,6.5,3.1,CWE-863,No,Low,EVerest/libocpp is an open-source EV-charging software stack deployed on both home and commercial charging stations; a shared software-layer bug not attributable to a specific residential wallbox device.,Maybe,Low,EVerest is a generic EV charging software stack; residential vs commercial EVSE deployment is unclear.,Maybe,Low,Maybe,,,,
C:No/Low  X:Maybe/Low  G:Maybe/Low,both strong reviewers low confidence; judgments not unanimous,CVE-2026-33009,EVerest is an EV charging software stack. Versions prior to 2026.02.0 have a data race leading to C++ UB (potential memory corruption). This is triggered by an MQTT `everest_external/nodered/{connector}/cmd/switch_three_phases_while_charging` message and results in `Charger::shared_context` / `internal_context` accessed concurrently without lock. Version 2026.02.0 contains a patch.,cpe:2.3:o:linuxfoundation:everest:*:*:*:*:*:*:*:*,keyword_only,2026-03-26,6.5,3.1,CWE-362,No,Low,EVerest/libocpp is an open-source EV-charging software stack deployed on both home and commercial charging stations; a shared software-layer bug not attributable to a specific residential wallbox device.,Maybe,Low,EVerest is a generic EV charging software stack; residential vs commercial EVSE deployment is unclear.,Maybe,Low,Maybe,,,,
C:No/Low  X:Maybe/Low  G:Maybe/Low,both strong reviewers low confidence; judgments not unanimous,CVE-2026-33014,"EVerest is an EV charging software stack. Prior to version 2026.02.0, during RemoteStop processing, a delayed authorization response restores `authorized` back to true, defeating the `stop_transaction()` call condition on PowerOff events. As a result, the transaction can remain open even after a remote stop. Version 2026.02.0 contains a patch.",cpe:2.3:o:linuxfoundation:everest:*:*:*:*:*:*:*:*,keyword_only,2026-03-26,5.2,3.1,CWE-863,No,Low,EVerest/libocpp is an open-source EV-charging software stack deployed on both home and commercial charging stations; a shared software-layer bug not attributable to a specific residential wallbox device.,Maybe,Low,EVerest is a generic EV charging software stack; residential vs commercial EVSE deployment is unclear.,Maybe,Low,Maybe,,,,
C:No/High  X:Maybe/Low  G:No/High,judgments not unanimous,CVE-2026-25192,"WebSocket endpoints lack proper authentication mechanisms, enabling attackers to perform unauthorized station impersonation and manipulate data sent to the backend. An unauthenticated attacker can connect to the OCPP WebSocket endpoint using a known or discovered charging station identifier, then issue or receive OCPP commands as a legitimate charger. Given that no authentication is required, this can lead to privilege escalation, unauthorized control of charging
infrastructure, and corruption of charging network data reported to the backend.",cpe:2.3:a:ctek:charge_portal:-:*:*:*:*:*:*:*,keyword_only,2026-03-20,9.8,3.1,CWE-306,No,High,,Maybe,Low,CTEK Charge Portal is an OCPP backend/portal; unclear whether it serves private home wallboxes only or also commercial/network chargers.,No,High,,,,,
C:No/High  X:Maybe/Low  G:No/High,judgments not unanimous,CVE-2026-27649,"The WebSocket backend uses charging station identifiers to uniquely associate sessions but allows multiple endpoints to connect using the same session identifier. This implementation results in predictable session identifiers and enables session hijacking or shadowing, where the most recent connection displaces the legitimate charging station and receives backend commands intended for that station. This vulnerability may allow unauthorized users to authenticate as other users or enable a malicious actor to cause a denial-of-service condition by overwhelming the backend with valid session requests.",cpe:2.3:a:ctek:charge_portal:-:*:*:*:*:*:*:*,keyword_only,2026-03-20,6.5,3.1,CWE-613,No,High,,Maybe,Low,CTEK Charge Portal is an OCPP backend/portal; unclear whether it serves private home wallboxes only or also commercial/network chargers.,No,High,,,,,
C:No/Low  X:Maybe/Low  G:Maybe/Low,both strong reviewers low confidence; judgments not unanimous,CVE-2018-7778,"In Schneider Electric Evlink Charging Station versions prior to v3.2.0-12_v1, the Web Interface has an issue that may allow a remote attacker to gain administrative privileges without properly authenticating remote users.",cpe:2.3:o:schneider-electric:evlink_charging_station_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:schneider-electric:evlink_charging_station:-:*:*:*:*:*:*:*,intersection,2018-07-03,9.8,3.0,CWE-306,No,Low,"Generic Schneider 'EVlink Charging Station' firmware with no model detail; most consistent with the commercial/semi-public EVlink line, though a residential variant cannot be fully excluded.",Maybe,Low,CPE is generic Evlink Charging Station without Home vs Parking/City; residential wallbox vs commercial EVSE is ambiguous.,Maybe,Low,Schneider Electric Evlink Charging Station is a broad product line that includes both home and commercial chargers.,,,,
