cve_id,published,description,cvss_score,cvss_version,cwe_ids,cpe_strings,matched_terms
CVE-2018-14987,2018-12-28,"The MXQ TV Box 4.4.2 Android device with a build fingerprint of MBX/m201_N/m201_N:4.4.2/KOT49H/20160106:user/test-keys contains the Android framework with a package name of android (versionCode=19, versionName=4.4.2-20170213) that dynamically registers a broadcast receiver app component named com.android.server.MasterClearReceiver instead of statically registering it in the AndroidManifest.xml file of the core Android package, as done in Android Open Source Project (AOSP) code for Android 4.4.2. The dynamic-registration of the MasterClearReceiver broadcast receiver app component is not protected with the android.permission.MASTER_CLEAR permission during registration, so any app co-located on the device, even those without any permissions, can programmatically initiate a factory reset of the device. A factory reset will remove all user data and apps from the device. This will result in the loss of any data that have not been backed up or synced externally. The capability to perform a factory reset is not directly available to third-party apps (those that the user installs themselves with the exception of enabled Mobile Device Management (MDM) apps), although this capability can be obtained by leveraging an unprotected app component of core Android process.",7.1,3.0,CWE-732,cpe:2.3:o:mxq_project:mxq_tv_box_firmware:4.4.2:*:*:*:*:*:*:*|cpe:2.3:h:mxq_project:mxq_tv_box:-:*:*:*:*:*:*:*,tv box
CVE-2018-14988,2018-12-28,"The MXQ TV Box 4.4.2 Android device with a build fingerprint of MBX/m201_N/m201_N:4.4.2/KOT49H/20160106:user/test-keys contains the Android framework with a package name of android (versionCode=19, versionName=4.4.2-20170213) that contains an exported broadcast receiver application component that, when called, will make the device inoperable. The vulnerable component named com.android.server.SystemRestoreReceiver will write a value of --restore_system\n--locale=<localeto the /cache/recovery/command file and boot into recovery mode. During this process, it appears that when booting into recovery mode, the system partition gets formatted or modified and will be unable to boot properly thereafter. After the device wouldn't boot properly, a factory reset of the device in recovery mode does not regain properly functionality of the device. The com.android.server.SystemRestoreReceiver broadcast receiver app component is accessible to any app co-located on the device and does not require any permission to access. The user can most likely recover the device by flashing clean firmware images placed on an SD card.",7.5,3.0,CWE-20,cpe:2.3:o:mxq_project:mxq_tv_box_firmware:4.4.2:*:*:*:*:*:*:*|cpe:2.3:h:mxq_project:mxq_tv_box:-:*:*:*:*:*:*:*,tv box
CVE-2019-11336,2019-05-14,"Sony Bravia Smart TV devices allow remote attackers to retrieve the static Wi-Fi password (used when the TV is acting as an access point) by using the Photo Sharing Plus application to execute a backdoor API command, a different vulnerability than CVE-2019-10886.",8.1,3.0,CWE-532,cpe:2.3:a:sony:photo_sharing_plus:*:*:*:*:*:*:*:*|cpe:2.3:h:sony:kdl-50w800c:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:kdl-50w805c:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:kdl-50w807c:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:kdl-50w809c:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:kdl-50w820c:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:kdl-55w800c:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:kdl-55w805c:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:kdl-65w850c:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:kdl-65w855c:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:kdl-65w857c:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:kdl-75w850c:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:kdl-75w855c:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:x7500d:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-100z9d:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-43x800d:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-43x800e:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-43x830c:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-49x700d:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-49x800c:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-49x800d:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-49x800e:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-49x830c:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-49x835c:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-49x835d:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-49x837c:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-49x839c:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-49x900e:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-55a1e:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-55x700d:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-55x800e:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-55x805c:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-55x806e:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-55x807c:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-55x809c:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-55x810c:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-55x850c:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-55x850d:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-55x855c:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-55x855d:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-55x857c:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-55x857d:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-55x900c:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-55x900e:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-55x905c:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-55x907c:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-55x930d:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-55x930e:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-65a1e:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-65x750d:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-65x800c:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-65x805c:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-65x807c:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-65x809c:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-65x810c:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-65x850c:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-65x850d:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-65x850e:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-65x855c:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-65x855d:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-65x857c:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-65x857d:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-65x900c:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-65x900e:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-65x905c:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-65x907c:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-65x930c:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-65x930d:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-65x930e:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-65x935d:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-65x937d:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-65z9d:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-75x850c:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-75x850d:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-75x850e:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-75x855c:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-75x855d:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-75x857d:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-75x900e:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-75x910c:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-75x940c:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-75x940d:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-75x940e:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-75x945c:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-75z9d:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-77a1e:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-85x850d:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-85x855d:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:xbr-85x857d:-:*:*:*:*:*:*:*,smart tv
CVE-2019-6005,2019-09-12,"Smart TV Box firmware version prior to 1300 allows remote attackers to bypass access restriction to conduct arbitrary operations on the device without user's intent, such as installing arbitrary software or changing the device settings via Android Debug Bridge port 5555/TCP.",9.8,3.1,,cpe:2.3:o:kddi:smart_tv_box_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:kddi:smart_tv_box:-:*:*:*:*:*:*:*,smart tv|tv box
CVE-2020-9264,2020-02-18,"ESET Archive Support Module before 1296 allows virus-detection bypass via a crafted Compression Information Field in a ZIP archive. This affects versions before 1294 of Smart Security Premium, Internet Security, NOD32 Antivirus, Cyber Security Pro (macOS), Cyber Security (macOS), Mobile Security for Android, Smart TV Security, and NOD32 Antivirus 4 for Linux Desktop.",5.5,3.1,CWE-436,cpe:2.3:a:eset:cyber_security:*:*:*:*:*:macos:*:*|cpe:2.3:a:eset:cyber_security:*:*:*:*:pro:macos:*:*|cpe:2.3:a:eset:internet_security:*:*:*:*:*:*:*:*|cpe:2.3:a:eset:mobile_security:*:*:*:*:*:android:*:*|cpe:2.3:a:eset:nod32_antivirus:*:*:*:*:*:*:*:*|cpe:2.3:a:eset:nod32_antivirus:4:*:*:*:*:linux:*:*|cpe:2.3:a:eset:smart_security:*:*:*:*:premium:*:*:*|cpe:2.3:a:eset:smart_tv_security:*:*:*:*:*:*:*:*,smart tv
CVE-2020-10180,2020-03-05,"The ESET AV parsing engine allows virus-detection bypass via a crafted BZ2 Checksum field in an archive. This affects versions before 1294 of Smart Security Premium, Internet Security, NOD32 Antivirus, Cyber Security Pro (macOS), Cyber Security (macOS), Mobile Security for Android, Smart TV Security, and NOD32 Antivirus 4 for Linux Desktop.",9.8,3.1,CWE-436,cpe:2.3:a:eset:cyber_security:*:*:*:*:*:macos:*:*|cpe:2.3:a:eset:cyber_security:*:*:*:*:pro:macos:*:*|cpe:2.3:a:eset:mobile_security:*:*:*:*:*:android:*:*|cpe:2.3:a:eset:nod32_antivirus:*:*:*:*:*:*:*:*|cpe:2.3:a:eset:nod32_antivirus:4:*:*:*:*:linux:*:*|cpe:2.3:a:eset:smart_security:*:*:*:*:*:*:*:*|cpe:2.3:a:eset:smart_security:*:*:*:*:premium:*:*:*|cpe:2.3:a:eset:smart_tv_security:*:*:*:*:*:*:*:*,smart tv
CVE-2020-10193,2020-03-06,"ESET Archive Support Module before 1294 allows virus-detection bypass via crafted RAR Compression Information in an archive. This affects versions before 1294 of Smart Security Premium, Internet Security, NOD32 Antivirus, Cyber Security Pro (macOS), Cyber Security (macOS), Mobile Security for Android, Smart TV Security, and NOD32 Antivirus 4 for Linux Desktop.",7.5,3.1,CWE-436,cpe:2.3:a:eset:cyber_security:*:*:*:*:*:macos:*:*|cpe:2.3:a:eset:internet_security:*:*:*:*:*:*:*:*|cpe:2.3:a:eset:mobile_security:*:*:*:*:*:android:*:*|cpe:2.3:a:eset:mobile_security:1294:*:*:*:*:*:*:*|cpe:2.3:a:eset:nod32_antivirus:*:*:*:*:*:linux:*:*|cpe:2.3:a:eset:nod32_antivirus:*:*:*:*:*:*:*:*|cpe:2.3:a:eset:smart_security:*:*:*:*:premium:*:*:*|cpe:2.3:a:eset:smart_tv_security:*:*:*:*:*:*:*:*,smart tv
CVE-2020-11617,2020-08-31,"The RSS application on THOMSON THT741FTA 2.2.1 and Philips DTR3502BFTA DVB-T2 2.2.1 set-top boxes doesn't validate the SSL certificates of RSS servers, which allows a man-in-the-middle attacker to modify the data delivered to the client.",5.9,3.1,CWE-295,cpe:2.3:o:thomsonstb:tht741fta_firmware:2.2.1:*:*:*:*:*:*:*|cpe:2.3:h:thomsonstb:tht741fta:-:*:*:*:*:*:*:*|cpe:2.3:o:philips:dtr3502bfta_dvb-t2_firmware:2.2.1:*:*:*:*:*:*:*|cpe:2.3:h:philips:dtr3502bfta_dvb-t2:-:*:*:*:*:*:*:*,set-top box
CVE-2020-11618,2020-08-31,"THOMSON THT741FTA 2.2.1 and Philips DTR3502BFTA DVB-T2 2.2.1 set-top boxes have their TELNET service hardcoded to start on boot, which allows an attacker on the local network to achieve root access via the TELNET protocol.",7.8,3.1,,cpe:2.3:o:thomsonstb:tht741fta_firmware:2.2.1:*:*:*:*:*:*:*|cpe:2.3:h:thomsonstb:tht741fta:-:*:*:*:*:*:*:*|cpe:2.3:o:philips:dtr3502bfta_dvb-t2_firmware:2.2.1:*:*:*:*:*:*:*|cpe:2.3:h:philips:dtr3502bfta_dvb-t2:-:*:*:*:*:*:*:*,set-top box
CVE-2020-27402,2020-11-05,The HK1 Box S905X3 TV Box contains a vulnerability that allows a local unprivileged user to escalate to root using the /system/xbin/su binary via a serial port (UART) connection or using adb.,7.8,3.1,,cpe:2.3:o:hindotech:hk1_box_s905x3_firmware:hk1_x3_s905x3_4bit_v11_2019-11-05:*:*:*:*:*:*:*|cpe:2.3:h:hindotech:hk1_box_s905x3:-:*:*:*:*:*:*:*,tv box
CVE-2020-27403,2020-11-10,"A vulnerability in the TCL Android Smart TV series V8-R851T02-LF1 V295 and below and V8-T658T01-LF1 V373 and below by TCL Technology Group Corporation allows an attacker on the adjacent network to arbitrarily browse and download sensitive files over an insecure web server running on port 7989 that lists all files & directories. An unprivileged remote attacker on the adjacent network, can download most system files, leading to serious critical information disclosure. Also, some TV models and/or FW versions may expose the webserver with the entire filesystem accessible on another port. For example, nmap scan for all ports run directly from the TV model U43P6046 (Android 8.0) showed port 7983 not mentioned in the original CVE description, but containing the same directory listing of the entire filesystem. This webserver is bound (at least) to localhost interface and accessible freely to all unprivileged installed apps on the Android such as a regular web browser. Any app can therefore read any files of any other apps including Android system settings including sensitive data such as saved passwords, private keys etc.",6.5,3.1,CWE-200,cpe:2.3:o:tcl:32s330_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:tcl:32s330:-:*:*:*:*:*:*:*|cpe:2.3:o:tcl:40s330_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:tcl:40s330:-:*:*:*:*:*:*:*|cpe:2.3:o:tcl:43s434_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:tcl:43s434:-:*:*:*:*:*:*:*|cpe:2.3:o:tcl:50s434_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:tcl:50s434:-:*:*:*:*:*:*:*|cpe:2.3:o:tcl:55s434_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:tcl:55s434:-:*:*:*:*:*:*:*|cpe:2.3:o:tcl:65s434_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:tcl:65s434:-:*:*:*:*:*:*:*|cpe:2.3:o:tcl:75s434_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:tcl:75s434:-:*:*:*:*:*:*:*,smart tv
