Verdicts,Review Reason,cve_id,description,cpe_strings,Difference Type,published,cvss_score,cvss_version,cwe_ids,Claude Judgment,Claude Confidence,Claude Reasoning,Codex Judgment,Codex Confidence,Codex Reasoning,Gemini Judgment,Gemini Confidence,Gemini Reasoning,Human Verdict 1,Human Notes 1,Human Verdict 2,Human Notes 2
C:Maybe/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2021-20989,Fibaro Home Center 2 and Lite devices with firmware version 4.600 and older initiate SSH connections to the Fibaro cloud to provide remote access and remote support capabilities. This connection can be intercepted using DNS spoofing attack and a device initiated remote port-forward channel can be used to connect to the web management interface. Knowledge of authorization credentials to the management interface is required to perform any further actions.,cpe:2.3:o:fibaro:home_center_2_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:fibaro:home_center_2:-:*:*:*:*:*:*:*|cpe:2.3:o:fibaro:home_center_lite_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:fibaro:home_center_lite:-:*:*:*:*:*:*:*,vendor_only,2021-04-19,5.9,3.1,CWE-295,Maybe,Low,"Fibaro Home Center 2/Lite is a residential Z-Wave home-automation controller that can run security/alarm scenes but is a general smart-home hub rather than a dedicated alarm system, so category fit is unclear.",No,High,,Yes,High,,No,move to general hub,No,
C:Maybe/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2021-20990,"In Fibaro Home Center 2 and Lite devices with firmware version 4.600 and older an internal management service is accessible on port 8000 and some API endpoints could be accessed without authentication to trigger a shutdown, a reboot or a reboot into recovery mode.",cpe:2.3:o:fibaro:home_center_2_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:fibaro:home_center_2:-:*:*:*:*:*:*:*|cpe:2.3:o:fibaro:home_center_lite_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:fibaro:home_center_lite:-:*:*:*:*:*:*:*,vendor_only,2021-04-19,7.5,3.1,CWE-306,Maybe,Low,"Fibaro Home Center 2/Lite is a residential Z-Wave home-automation controller that can run security/alarm scenes but is a general smart-home hub rather than a dedicated alarm system, so category fit is unclear.",No,High,,Yes,High,,No,,No,
C:Maybe/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2021-20991,In Fibaro Home Center 2 and Lite devices with firmware version 4.540 and older an authenticated user can run commands as root user using a command injection vulnerability.,cpe:2.3:o:fibaro:home_center_2_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:fibaro:home_center_2:-:*:*:*:*:*:*:*|cpe:2.3:o:fibaro:home_center_lite_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:fibaro:home_center_lite:-:*:*:*:*:*:*:*,vendor_only,2021-04-19,8.8,3.1,CWE-78|CWE-77,Maybe,Low,"Fibaro Home Center 2/Lite is a residential Z-Wave home-automation controller that can run security/alarm scenes but is a general smart-home hub rather than a dedicated alarm system, so category fit is unclear.",No,High,,Yes,High,,No,,No,
C:Maybe/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2021-20992,"In Fibaro Home Center 2 and Lite devices in all versions provide a web based management interface over unencrypted HTTP protocol. Communication between the user and the device can be eavesdropped to hijack sessions, tokens and passwords.",cpe:2.3:o:fibaro:home_center_2_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:fibaro:home_center_2:-:*:*:*:*:*:*:*|cpe:2.3:o:fibaro:home_center_lite_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:fibaro:home_center_lite:-:*:*:*:*:*:*:*,vendor_only,2021-04-19,7.5,3.1,CWE-319,Maybe,Low,"Fibaro Home Center 2/Lite is a residential Z-Wave home-automation controller that can run security/alarm scenes but is a general smart-home hub rather than a dedicated alarm system, so category fit is unclear.",No,High,,Yes,High,,No,,No,
C:Yes/High  X:No/High  G:Yes/High,judgments not unanimous,CVE-2024-0242,Under certain circumstances IQ Panel4 and IQ4 Hub panel software prior to version 4.4.2 could allow unauthorized access to settings.,cpe:2.3:o:johnsoncontrols:qolsys_iq_panel_4_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:johnsoncontrols:qolsys_iq_panel_4:-:*:*:*:*:*:*:*|cpe:2.3:o:johnsoncontrols:qolsys_iq4_hub_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:johnsoncontrols:qolsys_iq4_hub:-:*:*:*:*:*:*:*,vendor_only,2024-02-08,9.8,3.1,CWE-200,Yes,High,Qolsys IQ Panel 4 and IQ4 Hub (Johnson Controls) are consumer home security alarm panels; unauthorized settings access on them is in scope.,No,High,,Yes,High,,Yes,,Yes,Qolsys IQ Panel 4 / IQ4 Hub are residential alarm panels.
C:Yes/Low  X:No/Low  G:Yes/High,both strong reviewers low confidence; judgments not unanimous,CVE-2025-15111,Ksenia Security lares (legacy model) version 1.6 contains a default credentials vulnerability that allows unauthorized attackers to gain administrative access. Attackers can exploit the weak default administrative credentials to obtain full control of the home automation system.,cpe:2.3:o:kseniasecurity:lares_firmware:1.6:*:*:*:*:*:*:*|cpe:2.3:h:kseniasecurity:lares:4.0:*:*:*:*:*:*:*,vendor_only,2025-12-30,9.8,3.1,CWE-259,Yes,Low,"Ksenia Security lares is a residential/small-commercial intrusion-alarm and home-automation panel; description says 'home automation system' but it is a professionally-installed brand, so consumer-home fit is plausible but not certain.",No,Low,No consumer home alarm system identified.,Yes,High,,Yes,,Yes,
C:Yes/Low  X:No/Low  G:Yes/High,both strong reviewers low confidence; judgments not unanimous,CVE-2025-15112,Ksenia Security lares (legacy model) version 1.6 contains a URL redirection vulnerability in the 'cmdOk.xml' script that allows attackers to manipulate the 'redirectPage' GET parameter. Attackers can craft malicious links that redirect authenticated users to arbitrary websites when clicking on a specially constructed link hosted on a trusted domain.,cpe:2.3:o:kseniasecurity:lares_firmware:1.6:*:*:*:*:*:*:*|cpe:2.3:h:kseniasecurity:lares:4.0:*:*:*:*:*:*:*,vendor_only,2025-12-30,5.4,3.1,CWE-601,Yes,Low,"Ksenia Security lares is a residential/small-commercial intrusion-alarm and home-automation panel; description says 'home automation system' but it is a professionally-installed brand, so consumer-home fit is plausible but not certain.",No,Low,No consumer home alarm system identified.,Yes,High,,Yes,,Yes,
C:Yes/Low  X:No/Low  G:Yes/High,both strong reviewers low confidence; judgments not unanimous,CVE-2025-15113,Ksenia Security lares (legacy model) Home Automation version 1.6 contains an unprotected endpoint vulnerability that allows authenticated attackers to upload MPFS File System binary images. Attackers can exploit this vulnerability to overwrite flash program memory and potentially execute arbitrary code on the home automation system's web server.,cpe:2.3:o:kseniasecurity:lares_firmware:1.6:*:*:*:*:*:*:*|cpe:2.3:h:kseniasecurity:lares:4.0:*:*:*:*:*:*:*,vendor_only,2025-12-30,9.3,3.1,CWE-256|CWE-522,Yes,Low,"Ksenia Security lares is a residential/small-commercial intrusion-alarm and home-automation panel; description says 'home automation system' but it is a professionally-installed brand, so consumer-home fit is plausible but not certain.",No,Low,No consumer home alarm system identified.,Yes,High,,Yes,,Yes,
C:No/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2026-1201,An Authorization Bypass Through User-Controlled Key vulnerability in Hubitat Elevation home automation controllers prior to version 2.4.2.157 could allow a remote authenticated user to control connected devices outside of their authorized scope via client-side request manipulation.,,vendor_only,2026-01-22,,,CWE-639,No,Low,Hubitat Elevation is a home automation hub/controller that can interface with alarm systems but is not itself a dedicated home alarm/security system; belongs in the hub category,No,High,,Yes,High,,No,,No,should be in hubs category
C:Yes/High  X:No/High  G:Yes/High,judgments not unanimous,CVE-2018-5560,"A reliance on a static, hard-coded credential in the design of the cloud-based storage system of Practecol's Guardzilla All-In-One Video Security System allows an attacker to view the private data of all users of the Guardzilla device.",cpe:2.3:o:guardzilla:gz521w_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:guardzilla:gz521w:-:*:*:*:*:*:*:*,keyword_only,2019-01-31,7.5,3.0,CWE-798,Yes,High,,No,High,,Yes,High,,No,,No,"Guardzilla is a security camera system, not an alarm panel — belongs in cameras category."
C:Yes/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2023-24709,An issue found in Paradox Security Systems IPR512 allows attackers to cause a denial of service via the login.html and login.xml parameters.,cpe:2.3:o:paradox:ipr512_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:paradox:ipr512:-:*:*:*:*:*:*:*,keyword_only,2023-03-21,7.5,3.1,CWE-94,Yes,Low,Paradox IPR512 is an IP communicator module for Paradox alarm panels used in both residential and commercial contexts; the product is common in home security but Paradox also serves commercial/institutional markets,No,High,,Yes,High,,Yes,,Yes,Paradox IPR512 is an IP alarm communicator module — genuine home security alarm infrastructure.
C:No/Low  X:No/High  G:Yes/High,judgments not unanimous,CVE-2020-29193,Panasonic Security System WV-S2231L 4.25 has an insecure hard-coded password of lkjhgfdsa (which is just the asdf keyboard row in reverse order).,cpe:2.3:o:panasonic:wv-s2231l_firmware:4.25:*:*:*:*:*:*:*|cpe:2.3:h:panasonic:wv-s2231l:-:*:*:*:*:*:*:*,keyword_only,2020-12-28,6.8,3.1,CWE-798,No,Low,"Panasonic WV-S2231L is a professional network security camera; commercial-grade surveillance device, not a home alarm system; fails criterion 3",No,High,,Yes,High,,No,,No,"Security camera or camera ecosystem device — belongs in cameras, not alarms."
C:No/High  X:Yes/High  G:No/High,judgments not unanimous,CVE-2025-56448,"The Positron PX360BT SW REV 8 car alarm system is vulnerable to a replay attack due to a failure in implementing rolling code security. The alarm system does not properly rotate or invalidate used codes, allowing repeated reuse of captured transmissions. This exposes users to significant security risks, including vehicle theft and loss of trust in the alarm's anti-cloning claims.",cpe:2.3:o:positron:px360bt_firmware:rev8:*:*:*:*:*:*:*|cpe:2.3:h:positron:px360bt:8200101542:*:*:*:*:*:*:*,keyword_only,2025-09-15,6.8,3.1,CWE-294,No,High,,Yes,High,,No,High,,No,,No,Car/vehicle alarm system — out of scope for home IoT alarms category.
C:Maybe/Low  X:No/High  G:No/Low,judgments not unanimous,CVE-2025-7636,"Improper Neutralization of Special Elements used in an SQL Command ('SQL Injection') vulnerability in Ergosis Security Systems Computer Industry and Trade Inc. ZEUS PDKS allows SQL Injection.

This issue affects ZEUS PDKS: from <1.0.5.10 through 10022026.

NOTE: The vendor was contacted early about this disclosure but did not respond in any way.",,keyword_only,2026-02-10,8.8,3.1,CWE-89,Maybe,Low,Ergosis Security Systems appears to be an enterprise security management platform; insufficient description to determine if it is a home IoT alarm device; no CPE available to confirm device class or deployment context,No,High,,No,Low,"ZEUS PDKS refers to a Physical Access Control System (PACS), which is typically deployed in commercial or enterprise environments for building security rather than as a home alarm system for private residences.",No,,No,Commercial building personnel/access control software — not a consumer home alarm system.
C:No/High  X:Yes/High  G:No/High,judgments not unanimous,CVE-2026-2539,"The RF communication protocol in the Micca KE700 car alarm system does not encrypt its data frames. An attacker with a radio interception tool (e.g., SDR) can capture the random number and counters transmitted in cleartext, which is sensitive information required for authentication.",,keyword_only,2026-02-15,,,CWE-319,No,High,,Yes,High,,No,High,,No,,No,Car/vehicle alarm — out of scope for home IoT.
