Difference Type,cve_id,published,description,cvss_score,cvss_version,cwe_ids,cpe_strings,Claude Judgment,Claude Confidence,Claude Reasoning
vendor_only,CVE-2010-2149,2010-06-03,"Session fixation vulnerability in Fujitsu e-Pares V01 L01, L03, L10, L20, L30 allows remote attackers to hijack web sessions via unspecified vectors.",4.0,2.0,CWE-287,cpe:2.3:a:fujitsu:e-pares:l01:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:e-pares:l03:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:e-pares:l10:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:e-pares:l20:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:e-pares:l30:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:e-pares:v01:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2010-2150,2010-06-03,Cross-site scripting (XSS) vulnerability Fujitsu e-Pares V01 L01 allows remote attackers to inject arbitrary web script or HTML via unspecified vectors.,4.3,2.0,CWE-79,cpe:2.3:a:fujitsu:e-pares:l01:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:e-pares:v01:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2010-2151,2010-06-03,"Cross-site request forgery (CSRF) vulnerability in Fujitsu e-Pares V01 L01 V01 L01, L03, L10, L20, L30, and L40 allows remote attackers to hijack the authentication of users for requests that modify ""facility reservation data"" via unknown vectors.",2.6,2.0,CWE-352,cpe:2.3:a:fujitsu:e-pares:l01:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:e-pares:l03:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:e-pares:l10:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:e-pares:l20:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:e-pares:l30:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:e-pares:l40:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:e-pares:v01:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2014-7252,2014-12-05,"Multiple unspecified vulnerabilities in the Syslink driver for Texas Instruments OMAP mobile processor, as used on NTT DOCOMO ARROWS Tab LTE F-01D, ARROWS X LTE F-05D, Disney Mobile on docomo F-08D, REGZA Phone T-01D, and PRADA phone by LG L-02D; and SoftBank SHARP handsets 102SH allow local users to execute arbitrary code or read kernel memory via unknown vectors related to userland data and ""improper data validation.""",4.6,2.0,,cpe:2.3:o:disney_interactive:disney_mobile:-:*:*:*:*:*:*:*|cpe:2.3:h:fujitsu:f-08d:-:*:*:*:*:*:*:*|cpe:2.3:h:fujitsu:arrows_tab_lte_f-01d:*:*:*:*:*:*:*:*|cpe:2.3:h:sharp:softbank_102sh:-:*:*:*:*:*:*:*|cpe:2.3:h:fujitsu:regza_phone_t-01d:-:*:*:*:*:*:*:*|cpe:2.3:h:fujitsu:arrows_x_lte_f-05d:-:*:*:*:*:*:*:*|cpe:2.3:h:lg:prada_phone_l-02d:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2014-7253,2014-12-05,"FUJITSU F-12C, ARROWS Tab LTE F-01D, ARROWS Kiss F-03D, and REGZA Phone T-01D for Android allows local users to execute arbitrary commands via unspecified vectors.",7.2,2.0,CWE-78,cpe:2.3:h:fujitsu:arrows_kiss_f-03d:-:*:*:*:*:*:*:*|cpe:2.3:h:fujitsu:arrows_tab_lte_f-01d:-:*:*:*:*:*:*:*|cpe:2.3:h:fujitsu:f-12c:-:*:*:*:*:*:*:*|cpe:2.3:h:fujitsu:regza_phone_t-01d:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2014-7254,2014-12-05,Unspecified vulnerability in ARROWS Me F-11D allows physically proximate attackers to read or modify flash memory via unknown vectors.,4.6,2.0,,cpe:2.3:h:fujitsu:arrows_me_f-11d:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2015-7547,2016-02-18,"Multiple stack-based buffer overflows in the (1) send_dg and (2) send_vc functions in the libresolv library in the GNU C Library (aka glibc or libc6) before 2.23 allow remote attackers to cause a denial of service (crash) or possibly execute arbitrary code via a crafted DNS response that triggers a call to the getaddrinfo function with the AF_UNSPEC or AF_INET6 address family, related to performing ""dual A/AAAA DNS queries"" and the libnss_dns.so.2 NSS module.",8.1,3.0,CWE-119,cpe:2.3:o:debian:debian_linux:8.0:*:*:*:*:*:*:*|cpe:2.3:o:canonical:ubuntu_linux:12.04:*:*:*:lts:*:*:*|cpe:2.3:o:canonical:ubuntu_linux:14.04:*:*:*:lts:*:*:*|cpe:2.3:o:canonical:ubuntu_linux:15.10:*:*:*:*:*:*:*|cpe:2.3:a:hp:helion_openstack:1.1.1:*:*:*:*:*:*:*|cpe:2.3:a:hp:helion_openstack:2.0.0:*:*:*:*:*:*:*|cpe:2.3:a:hp:helion_openstack:2.1.0:*:*:*:*:*:*:*|cpe:2.3:a:hp:server_migration_pack:7.5:*:*:*:*:*:*:*|cpe:2.3:a:sophos:unified_threat_management_software:9.319:*:*:*:*:*:*:*|cpe:2.3:a:sophos:unified_threat_management_software:9.355:*:*:*:*:*:*:*|cpe:2.3:a:suse:linux_enterprise_debuginfo:11.0:sp2:*:*:*:*:*:*|cpe:2.3:a:suse:linux_enterprise_debuginfo:11.0:sp3:*:*:*:*:*:*|cpe:2.3:a:suse:linux_enterprise_debuginfo:11.0:sp4:*:*:*:*:*:*|cpe:2.3:o:opensuse:opensuse:13.2:*:*:*:*:*:*:*|cpe:2.3:o:suse:linux_enterprise_desktop:11.0:sp3:*:*:*:*:*:*|cpe:2.3:o:suse:linux_enterprise_desktop:11.0:sp4:*:*:*:*:*:*|cpe:2.3:o:suse:linux_enterprise_desktop:12:*:*:*:*:*:*:*|cpe:2.3:o:suse:linux_enterprise_desktop:12:sp1:*:*:*:*:*:*|cpe:2.3:o:suse:linux_enterprise_server:11.0:sp2:*:*:lts:*:*:*|cpe:2.3:o:suse:linux_enterprise_server:11.0:sp3:*:*:*:*:*:*|cpe:2.3:o:suse:linux_enterprise_server:11.0:sp3:*:*:*:vmware:*:*|cpe:2.3:o:suse:linux_enterprise_server:11.0:sp4:*:*:*:*:*:*|cpe:2.3:o:suse:linux_enterprise_server:12:sp1:*:*:*:*:*:*|cpe:2.3:o:suse:linux_enterprise_software_development_kit:11.0:sp3:*:*:*:*:*:*|cpe:2.3:o:suse:linux_enterprise_software_development_kit:11.0:sp4:*:*:*:*:*:*|cpe:2.3:o:suse:linux_enterprise_software_development_kit:12:*:*:*:*:*:*:*|cpe:2.3:o:suse:linux_enterprise_software_development_kit:12:sp1:*:*:*:*:*:*|cpe:2.3:o:suse:suse_linux_enterprise_server:12:*:*:*:*:*:*:*|cpe:2.3:a:oracle:exalogic_infrastructure:1.0:*:*:*:*:*:*:*|cpe:2.3:a:oracle:exalogic_infrastructure:2.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_access_policy_manager:12.0.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_advanced_firewall_manager:12.0.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_analytics:12.0.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_application_acceleration_manager:12.0.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_application_security_manager:12.0.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_domain_name_system:12.0.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_link_controller:12.0.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_local_traffic_manager:12.0.0:*:*:*:*:*:*:*|cpe:2.3:a:f5:big-ip_policy_enforcement_manager:12.0.0:*:*:*:*:*:*:*|cpe:2.3:o:oracle:fujitsu_m10_firmware:*:*:*:*:*:*:*:*|cpe:2.3:o:redhat:enterprise_linux_desktop:7.0:*:*:*:*:*:*:*|cpe:2.3:o:redhat:enterprise_linux_hpc_node:7.0:*:*:*:*:*:*:*|cpe:2.3:o:redhat:enterprise_linux_hpc_node_eus:7.2:*:*:*:*:*:*:*|cpe:2.3:o:redhat:enterprise_linux_server:7.0:*:*:*:*:*:*:*|cpe:2.3:o:redhat:enterprise_linux_server_aus:7.2:*:*:*:*:*:*:*|cpe:2.3:o:redhat:enterprise_linux_server_eus:7.2:*:*:*:*:*:*:*|cpe:2.3:o:redhat:enterprise_linux_workstation:7.0:*:*:*:*:*:*:*|cpe:2.3:a:gnu:glibc:2.9:*:*:*:*:*:*:*|cpe:2.3:a:gnu:glibc:2.10:*:*:*:*:*:*:*|cpe:2.3:a:gnu:glibc:2.10.1:*:*:*:*:*:*:*|cpe:2.3:a:gnu:glibc:2.11:*:*:*:*:*:*:*|cpe:2.3:a:gnu:glibc:2.11.1:*:*:*:*:*:*:*|cpe:2.3:a:gnu:glibc:2.11.2:*:*:*:*:*:*:*|cpe:2.3:a:gnu:glibc:2.11.3:*:*:*:*:*:*:*|cpe:2.3:a:gnu:glibc:2.12:*:*:*:*:*:*:*|cpe:2.3:a:gnu:glibc:2.12.1:*:*:*:*:*:*:*|cpe:2.3:a:gnu:glibc:2.12.2:*:*:*:*:*:*:*|cpe:2.3:a:gnu:glibc:2.13:*:*:*:*:*:*:*|cpe:2.3:a:gnu:glibc:2.14:*:*:*:*:*:*:*|cpe:2.3:a:gnu:glibc:2.14.1:*:*:*:*:*:*:*|cpe:2.3:a:gnu:glibc:2.15:*:*:*:*:*:*:*|cpe:2.3:a:gnu:glibc:2.16:*:*:*:*:*:*:*|cpe:2.3:a:gnu:glibc:2.17:*:*:*:*:*:*:*|cpe:2.3:a:gnu:glibc:2.18:*:*:*:*:*:*:*|cpe:2.3:a:gnu:glibc:2.19:*:*:*:*:*:*:*|cpe:2.3:a:gnu:glibc:2.20:*:*:*:*:*:*:*|cpe:2.3:a:gnu:glibc:2.21:*:*:*:*:*:*:*|cpe:2.3:a:gnu:glibc:2.22:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2015-2867,2017-01-06,A design flaw in the Trane ComfortLink II SCC firmware version 2.0.2 service allows remote attackers to take complete control of the system.,9.8,3.0,CWE-798,cpe:2.3:o:trane:comfortlink_ii_firmware:2.0.2:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2015-2868,2017-01-06,"An exploitable remote code execution vulnerability exists in the Trane ComfortLink II firmware version 2.0.2 in DSS service. An attacker who can connect to the DSS service on the Trane ComfortLink II device can send an overly long REG request that can overflow a fixed size stack buffer, resulting in arbitrary code execution.",9.8,3.0,CWE-119,cpe:2.3:o:trane:comfortlink_ii_firmware:2.0.2:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2017-10855,2017-09-15,Untrusted search path vulnerability in FENCE-Explorer for Windows V8.4.1 and earlier allows an attacker to gain privileges via a Trojan horse DLL in an unspecified directory.,7.8,3.0,CWE-426,cpe:2.3:a:fujitsu:fence-explorer:*:*:*:*:*:*:*:*|cpe:2.3:o:microsoft:windows_10:-:*:*:*:*:*:*:*|cpe:2.3:o:microsoft:windows_7:-:*:*:*:*:*:*:*|cpe:2.3:o:microsoft:windows_8.1:-:*:*:*:*:*:*:*,No,High,
