Difference Type,cve_id,published,description,cvss_score,cvss_version,cwe_ids,cpe_strings,Codex Judgment,Codex Confidence,Codex Reasoning
vendor_only,CVE-2007-3011,2007-07-05,The DBAsciiAccess CGI Script in the web interface in Fujitsu-Siemens Computers ServerView before 4.50.09 allows remote attackers to execute arbitrary commands via shell metacharacters in the Servername subparameter of the ParameterList parameter.,7.5,2.0,,cpe:2.3:a:fujitsu:serverview:2.50:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:serverview:3.60l98:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:serverview:3.60l99:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:serverview:4.10l11:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:serverview:4.11l11b:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:serverview:4.11l81:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:serverview:4.30.1:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:serverview:4.30.2:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:serverview:4.30.3:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:serverview:4.30.4:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:serverview:4.30.5:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:serverview:4.30.6:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:serverview:4.30.7:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:serverview:4.30.8:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:serverview:4.30.9:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:serverview:4.30.10:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:serverview:4.30.11:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:serverview:4.30.12:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:serverview:4.30.13:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:serverview:4.40.1:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:serverview:4.40.2:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:serverview:4.40.3:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:serverview:4.40.4:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:serverview:4.40.5:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:serverview:4.40.6:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:serverview:4.50.1:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:serverview:4.50.2:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:serverview:4.50.3:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:serverview:4.50.4:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:serverview:4.50.5:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:serverview:4.50.6:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:serverview:4.50.7:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:serverview:4.50.8:*:*:*:*:*:*:*,,,
vendor_only,CVE-2007-3012,2007-07-05,"The web interface in Fujitsu-Siemens Computers PRIMERGY BX300 Switch Blade allows remote attackers to obtain sensitive information by canceling the authentication dialog when accessing a sub-page, which still displays the form field contents of the sub-page, as demonstrated using (1) config/ip_management.htm and (2) config/snmp_config.htm.",5.0,2.0,,cpe:2.3:h:fujitsu:primergy_bx300:*:*:*:*:*:*:*:*,,,
vendor_only,CVE-2007-2541,2007-05-09,PHP remote file inclusion vulnerability in includes/ajax_listado.php in Versado CMS 1.07 allows remote attackers to execute arbitrary PHP code via a URL in the urlModulo parameter.,7.5,2.0,,cpe:2.3:a:versado_cms:versado_cms:1.07:*:*:*:*:*:*:*,,,
vendor_only,CVE-2007-1930,2007-04-10,"Directory traversal vulnerability in download2.php in cattaDoc 2.21, and possibly other versions including 3.0, allows remote attackers to read arbitrary files via a .. (dot dot) in the fn1 parameter.",7.8,2.0,,cpe:2.3:a:cattadoc:cattadoc:2.21:*:*:*:*:*:*:*|cpe:2.3:a:cattadoc:cattadoc:3.0:*:*:*:*:*:*:*,,,
vendor_only,CVE-2007-1504,2007-03-19,"Cross-site scripting (XSS) vulnerability in the Servlet Service in Fujitsu Interstage Application Server (IJServer) 8.0.2 and earlier allows remote attackers to inject arbitrary web script or HTML via unspecified vectors, possibly involving web.xml and HTTP 404 and 500 status codes.",4.3,2.0,,cpe:2.3:a:fujitsu:interstage_application_server:3.0:*:*:*:enterprise:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:3.0:*:*:*:standard:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:4.0:*:*:*:enterprise:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:4.0:*:*:*:standard:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:4.0:*:*:*:web_j:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:5.0:*:*:*:enterprise:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:5.0:*:*:*:standard:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:5.0:*:*:*:web_j:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:5.0.1:*:*:*:enterprise:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:6.0:*:*:*:enterprise:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:7.0:*:*:*:enterprise:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:7.0:*:*:*:plus:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:7.0:*:*:*:standard:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:7.0.1:*:*:*:enterprise:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:7.0.1:*:*:*:plus:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:8.0.0:*:*:*:enterprise:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:8.0.0:*:*:*:standard_j:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:8.0.2:*:*:*:enterprise:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:8.0.2:*:*:*:standard_j:*:*:*|cpe:2.3:a:fujitsu:interstage_apworks:6.0:*:*:ja:*:*:*:*,,,
vendor_only,CVE-2007-1505,2007-03-19,"Fujitsu FENCE-Pro before V5L01, and Systemwalker Desktop Encryption V12.0L10, V12.0L10A, V12.0L10B, V12.0L20 and V13.0.0 allows local users to obtain sensitive information by extracting the decoding password from certain ""self-decoding"" file types.",2.1,2.0,,cpe:2.3:a:fujitsu:fence:2:*:pro:*:*:*:*:*|cpe:2.3:a:fujitsu:fence:3:*:pro:*:*:*:*:*|cpe:2.3:a:fujitsu:fence:4:*:pro:*:*:*:*:*|cpe:2.3:a:fujitsu:systemwalker_desktop_encryption:v12.0l10:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:systemwalker_desktop_encryption:v12.0l10a:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:systemwalker_desktop_encryption:v12.0l10b:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:systemwalker_desktop_encryption:v12.0l20:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:systemwalker_desktop_encryption:v13.0.0:*:*:*:*:*:*:*,,,
vendor_only,CVE-2008-7194,2009-09-10,"Unspecified vulnerability in Fujitsu Interstage HTTP Server, as used in Interstage Application Server 5.0, 7.0, 7.0.1, and 8.0.0 for Windows, allows attackers to cause a denial of service via a crafted request.",5.0,2.0,,cpe:2.3:a:fujitsu:interstage_application_server:5.0:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:5.0:*:enterprise:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:5.0:*:standard:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:5.0:*:standard_windows:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:5.0:*:web_j:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:5.0:*:web_j_windows:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:7.0:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:7.0:*:enterprise:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:7.0:*:enterprise_windows:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:7.0:*:plus:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:7.0:*:plus_developer:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:7.0:*:plus_developer_windows:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:7.0:*:plus_windows:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:7.0:*:standard:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:7.0.1:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:7.0.1:*:enterprise:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:7.0.1:*:enterprise_windows:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:7.0.1:*:plus:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:7.0.1:*:plus_windows:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:8.0.0:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:8.0.0:*:enterprise:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:8.0.0:*:enterprise_windows:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:8.0.0:*:standard_j:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:8.0.0:*:standard_j_windows:*:*:*:*:*,,,
vendor_only,CVE-2008-7195,2009-09-10,"Unspecified vulnerability in Fujitsu Interstage HTTP Server, as used in Interstage Application Server Enterprise Edition 7.0.1 for Solaris, allows attackers to cause a denial of service via unknown vectors related to SSL.",5.0,2.0,,cpe:2.3:a:fujitsu:interstage_application_server:5.0:*:standard_windows:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:5.0:*:web_j_windows:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:5.0:enterprise_windows:*:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:7.0:*:enterprise_windows:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:7.0:*:plus_developer_windows:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:7.0:*:plus_windows:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:7.0.1:*:enterprise_windows:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:7.0.1:*:plus_windows:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:8.0.0:*:enterprise_windows:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server:8.0.0:*:standard_j_windows:*:*:*:*:*,,,
vendor_only,CVE-2008-5842,2009-01-05,"Multiple cross-site scripting (XSS) vulnerabilities in Fujitsu-Siemens WebTransactions 7.0, 7.1, and possibly other versions allow remote attackers to inject arbitrary web script or HTML via vectors associated with (1) a demo application shipped with WebTransactions and possibly (2) an unspecified ""dynamic application.""",4.3,2.0,CWE-79,cpe:2.3:a:fujitsu-siemens:webtransactions:6.0:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu-siemens:webtransactions:7.0:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu-siemens:webtransactions:7.1:*:*:*:*:*:*:*,,,
vendor_only,CVE-2008-5810,2009-01-02,"WBPublish (aka WBPublish.exe) in Fujitsu-Siemens WebTransactions 7.0, 7.1, and possibly other versions allows remote attackers to execute arbitrary commands via shell metacharacters in input that is sent through HTTP and improperly used during temporary session data cleanup, possibly related to (1) directory names, (2) template names, and (3) session IDs.",10.0,2.0,CWE-20,cpe:2.3:a:fujitsu-siemens:webtransactions:7.0:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu-siemens:webtransactions:7.1:*:*:*:*:*:*:*,,,
vendor_only,CVE-2008-3776,2008-08-25,Directory traversal vulnerability in Fujitsu Web-Based Admin View 2.1.2 allows remote attackers to read arbitrary files via a .. (dot dot) in the URI.,5.0,2.0,CWE-22,cpe:2.3:a:fujitsu:web_based_admin_view:2.1.2:*:*:*:*:*:*:*,,,
vendor_only,CVE-2008-3126,2008-07-10,Multiple stack-based buffer overflows in the ServerView web interface (SnmpGetMibValues.exe) in Fujitsu Siemens Computers ServerView 04.60.07 and earlier allow remote authenticated users to execute arbitrary code via a crafted URL.,6.5,2.0,CWE-119,cpe:2.3:a:fujitsu:serverview:*:*:*:*:*:*:*:*,,,
vendor_only,CVE-2008-2674,2008-06-12,"Unspecified vulnerability in the Interstage Management Console, as used in Fujitsu Interstage Application Server 6.0 through 9.0.0A, Apworks Modelers-J 6.0 through 7.0, and Studio 8.0.1 and 9.0.0, allows remote attackers to read or delete arbitrary files via unspecified vectors.",6.4,2.0,,cpe:2.3:o:redhat:enterprise_linux:as_3:*:*:*:*:*:*:*|cpe:2.3:o:redhat:enterprise_linux:es_3:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server_enterprise:v6.0:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server_enterprise:v7.0.0:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server_plus:v7.0.0:*:*:*:*:*:*:*|cpe:2.3:o:redhat:enterprise_linux:as_4:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server_enterprise:v7.0.1:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server_plus:v7.0.1:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server_enterprise:8.0.0:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server_enterprise:8.0.2:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server_standard_j:8.0.0:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server_standard_j:8.0.2:*:*:*:*:*:*:*|cpe:2.3:o:redhat:enterprise_linux:5.0:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server_enterprise:v9.0.0:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server_standard_j:v9.0.0:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server_enterprise:8.0.1:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server_enterprise:v7.0:*:*:*:*:*:*:*|cpe:2.3:o:sun:solaris:*:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server_enterprise:6.0:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server_enterprise:7.0:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server_enterprise:7.0.1:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server_enterprise:9.0.0:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server_plus:7.0:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server_plus:7.0.1:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server_standard_j:9.0.0:*:*:*:*:*:*:*|cpe:2.3:o:microsoft:windows_nt:*:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server_enterprise:v9.0.0a:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server_plus:v6.0:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server_plus:v7.0:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server_plus_developer:v6.0:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server_plus_developer:v7.0:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_application_server_standard_j:v9.0.0a:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_apworks_modelers_j:v6.0:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_apworks_modelers_j:v6.0a:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_apworks_modelers_j:v7.0:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_studio_enterprise:8.0.1:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_studio_enterprise:v9.0.0:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_studio_standard_j:8.0.1:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_studio_standard_j:v9.0.0:*:*:*:*:*:*:*|cpe:2.3:a:fujitsu:interstage_business_application_server_enterprise:v8.0.0:*:*:*:*:*:*:*,,,
