Difference Type,cve_id,published,description,cvss_score,cvss_version,cwe_ids,cpe_strings,Claude Judgment,Claude Confidence,Claude Reasoning
vendor_only,CVE-2022-21806,2022-06-17,A use-after-free vulnerability exists in the mips_collector appsrv_server functionality of Anker Eufy Homebase 2 2.1.8.5h. A specially-crafted set of network packets can lead to remote code execution. The device is exposed to attacks from the network.,9.8,3.1,CWE-368|CWE-416,cpe:2.3:o:anker:eufy_homebase_2_firmware:2.1.8.5h:*:*:*:*:*:*:*|cpe:2.3:h:anker:eufy_homebase_2:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2022-25989,2022-05-05,An authentication bypass vulnerability exists in the libxm_av.so getpeermac() functionality of Anker Eufy Homebase 2 2.1.8.5h. A specially-crafted DHCP packet can lead to authentication bypass. An attacker can DHCP poison to trigger this vulnerability.,8.8,3.1,CWE-290,cpe:2.3:o:anker:eufy_homebase_2_firmware:2.1.8.5h:*:*:*:*:*:*:*|cpe:2.3:h:anker:eufy_homebase_2:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2022-26073,2022-05-05,A denial of service vulnerability exists in the libxm_av.so DemuxCmdInBuffer functionality of Anker Eufy Homebase 2 2.1.8.5h. A specially-crafted set of network packets can lead to a device reboot. An attacker can send packets to trigger this vulnerability.,6.5,3.1,CWE-190,cpe:2.3:o:anker:eufy_homebase_2_firmware:2.1.8.5h:*:*:*:*:*:*:*|cpe:2.3:h:anker:eufy_homebase_2:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2022-41505,2023-01-23,"An access control issue on TP-LInk Tapo C200 V1 devices allows physically proximate attackers to obtain root access by connecting to the UART pins, interrupting the boot process, and setting an init=/bin/sh value.",6.4,3.1,CWE-306,cpe:2.3:o:tp-link:tapo_c200_v1_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:tapo_c200_v1:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2023-31761,2023-05-24,Weak security in the transmitter of Blitzwolf BW-IS22 Smart Home Security Alarm v1.0 allows attackers to gain full access to the system via a code replay attack.,7.5,3.1,CWE-294,cpe:2.3:o:blitzwolf:bw-is22_firmware:1.0:*:*:*:*:*:*:*|cpe:2.3:h:blitzwolf:bw-is22:-:*:*:*:*:*:*:*,,,
vendor_only,CVE-2023-38907,2023-09-25,"An issue in TPLink Smart Bulb Tapo series L530 before 1.2.4, L510E before 1.1.0, L630 before 1.0.4, P100 before 1.5.0, and Tapo Application 2.8.14 allows a remote attacker to replay old messages encrypted with a still valid session key.",7.5,3.1,,cpe:2.3:o:tp-link:tapo_l530e_firmware:1.0.0:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:tapo_l530e:-:*:*:*:*:*:*:*|cpe:2.3:a:tp-link:tapo:2.8.14:*:*:*:*:*:*:*,,,
vendor_only,CVE-2024-46548,2024-09-30,"TP-Link Tapo P125M and Kasa KP125M v1.0.3 was discovered to improperly validate certificates, allowing attackers to eavesdrop on communications and access sensitive information via a man-in-the-middle attack.",6.3,3.1,CWE-200,,Yes,High,
vendor_only,CVE-2024-46549,2024-09-30,An issue in the TP-Link MQTT Broker and API gateway of TP-Link Kasa KP125M v1.0.3 allows attackers to establish connections by impersonating devices owned by other users.,7.6,3.1,CWE-269,,,,
vendor_only,CVE-2024-35495,2024-09-30,An Information Disclosure vulnerability in the Telemetry component in TP-Link Kasa KP125M V1.0.0 and Tapo P125M 1.0.0 Build 220930 Rel.143947 allows attackers to observe device state via observing network traffic.,4.3,3.1,CWE-319,,Yes,High,
vendor_only,CVE-2013-6948,2014-02-22,"The peerAddresses API in the Belkin WeMo Home Automation firmware before 3949 allows remote attackers to read arbitrary files via an XML document containing an external entity declaration in conjunction with an entity reference, related to an XML External Entity (XXE) issue.",7.8,2.0,CWE-94,cpe:2.3:a:belkin:wemo_home_automation_firmware:2769:*:*:*:*:*:*:*,,,
vendor_only,CVE-2013-6949,2014-02-22,"The Belkin WeMo Home Automation firmware before 3949 does not properly use the STUN and TURN protocols, which allows remote attackers to hijack connections and possibly have unspecified other impact by leveraging access to a single WeMo device.",9.3,2.0,CWE-264,cpe:2.3:a:belkin:wemo_home_automation_firmware:2769:*:*:*:*:*:*:*,,,
vendor_only,CVE-2013-6950,2014-02-22,"The Belkin WeMo Home Automation firmware before 3949 does not use SSL for the distribution feed, which allows man-in-the-middle attackers to install arbitrary firmware by spoofing a distribution server.",7.8,2.0,CWE-310,cpe:2.3:a:belkin:wemo_home_automation_firmware:2769:*:*:*:*:*:*:*,,,
vendor_only,CVE-2013-6951,2014-02-22,"The Belkin WeMo Home Automation firmware before 3949 does not maintain a set of Certification Authority public keys, which allows man-in-the-middle attackers to spoof SSL servers via an arbitrary X.509 certificate.",7.1,2.0,CWE-310,cpe:2.3:a:belkin:wemo_home_automation_firmware:2769:*:*:*:*:*:*:*,,,
vendor_only,CVE-2013-6952,2014-02-22,"The Belkin WeMo Home Automation firmware before 3949 has a hardcoded GPG key, which makes it easier for remote attackers to spoof firmware updates and execute arbitrary code via crafted signed data.",10.0,2.0,CWE-310,cpe:2.3:a:belkin:wemo_home_automation_firmware:2769:*:*:*:*:*:*:*,,,
vendor_only,CVE-2019-17532,2019-10-12,"An issue was discovered on Belkin Wemo Switch 28B WW_2.00.11057.PVT-OWRT-SNS devices. They allow remote attackers to cause a denial of service (persistent rules-processing outage) via a crafted ruleDbBody element in a StoreRules request to the upnp/control/rules1 URI, because database corruption occurs.",7.5,3.1,CWE-306,cpe:2.3:o:belkin:wemo_switch_28b_firmware:wemo_ww_2.00.11057.pvt-owrt-sns:*:*:*:*:*:*:*|cpe:2.3:h:belkin:wemo_switch_28b:-:*:*:*:*:*:*:*,,,
vendor_only,CVE-2020-12475,2020-05-04,TP-Link Omada Controller Software 3.2.6 allows Directory Traversal for reading arbitrary files via com.tp_link.eap.web.portal.PortalController.getAdvertiseFile in /opt/tplink/EAPController/lib/eap-web-3.2.6.jar.,5.5,3.1,CWE-22,cpe:2.3:a:tp-link:omada_controller:3.2.6:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2021-21266,2021-02-01,"openHAB is a vendor and technology agnostic open source automation software for your home. In openHAB before versions 2.5.12 and 3.0.1 the XML external entity (XXE) attack allows attackers in the same network as the openHAB instance to retrieve internal information like the content of files from the file system. Responses to SSDP requests can be especially malicious. All add-ons that use SAX or JAXB parsing of externally received XML are potentially subject to this kind of attack. In openHAB, the following add-ons are potentially impacted: AvmFritz, BoseSoundtouch, DenonMarantz, DLinkSmarthome, Enigma2, FmiWeather, FSInternetRadio, Gce, Homematic, HPPrinter, IHC, Insteon, Onkyo, Roku, SamsungTV, Sonos, Roku, Tellstick, TR064, UPnPControl, Vitotronic, Wemo, YamahaReceiver and XPath Tranformation. The vulnerabilities have been fixed in versions 2.5.12 and 3.0.1 by a more strict configuration of the used XML parser.",5.0,3.1,CWE-611,cpe:2.3:a:openhab:openhab:*:*:*:*:*:*:*:*|cpe:2.3:a:openhab:openhab:3.0.0:*:*:*:*:*:*:*,,,
vendor_only,CVE-2021-21950,2021-12-08,An out-of-bounds write vulnerability exists in the CMD_DEVICE_GET_SERVER_LIST_REQUEST functionality of the home_security binary of Anker Eufy Homebase 2 2.1.6.9h in function recv_server_device_response_msg_process. A specially-crafted network packet can lead to code execution.,10.0,3.1,CWE-119|CWE-1284,cpe:2.3:o:anker:eufy_homebase_2_firmware:2.1.6.9h:*:*:*:*:*:*:*|cpe:2.3:h:anker:eufy_homebase_2:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2021-21951,2021-12-08,An out-of-bounds write vulnerability exists in the CMD_DEVICE_GET_SERVER_LIST_REQUEST functionality of the home_security binary of Anker Eufy Homebase 2 2.1.6.9h in function read_udp_push_config_file. A specially-crafted network packet can lead to code execution.,10.0,3.1,CWE-119|CWE-1284,cpe:2.3:o:anker:eufy_homebase_2_firmware:2.1.6.9h:*:*:*:*:*:*:*|cpe:2.3:h:anker:eufy_homebase_2:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2021-21954,2021-12-09,A command execution vulnerability exists in the wifi_country_code_update functionality of the home_security binary of Anker Eufy Homebase 2 2.1.6.9h. A specially-crafted set of network packets can lead to arbitrary command execution.,9.9,3.1,CWE-78,cpe:2.3:o:anker:eufy_homebase_2_firmware:2.1.6.9h:*:*:*:*:*:*:*|cpe:2.3:h:anker:eufy_homebase_2:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2021-21955,2021-12-09,An authentication bypass vulnerability exists in the get_aes_key_info_by_packetid() function of the home_security binary of Anker Eufy Homebase 2 2.1.6.9h. Generic network sniffing can lead to password recovery. An attacker can sniff network traffic to trigger this vulnerability.,7.5,3.1,CWE-334|CWE-287,cpe:2.3:o:anker:eufy_homebase_2_firmware:2.1.6.9h:*:*:*:*:*:*:*|cpe:2.3:h:anker:eufy_homebase_2:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2021-21952,2021-12-22,An authentication bypass vulnerability exists in the CMD_DEVICE_GET_RSA_KEY_REQUEST functionality of the home_security binary of Anker Eufy Homebase 2 2.1.6.9h. A specially-crafted set of network packets can lead to increased privileges.,9.8,3.1,CWE-288|CWE-287,cpe:2.3:o:anker:eufy_homebase_2_firmware:2.1.6.9h:*:*:*:*:*:*:*|cpe:2.3:h:anker:eufy_homebase_2:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2021-21953,2021-12-22,An authentication bypass vulnerability exists in the process_msg() function of the home_security binary of Anker Eufy Homebase 2 2.1.6.9h. A specially-crafted man-in-the-middle attack can lead to increased privileges.,8.1,3.1,CWE-300,cpe:2.3:o:anker:eufy_homebase_2_firmware:2.1.6.9h:*:*:*:*:*:*:*|cpe:2.3:h:anker:eufy_homebase_2:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2021-4045,2022-03-10,"TP-Link Tapo C200 IP camera, on its 1.1.15 firmware version and below, is affected by an unauthenticated RCE vulnerability, present in the uhttpd binary running by default as root. The exploitation of this vulnerability allows an attacker to take full control of the camera.",9.8,3.1,CWE-77,cpe:2.3:o:tp-link:tapo_c200_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:tapo_c200:-:*:*:*:*:*:*:*,,,
vendor_only,CVE-2022-37255,2023-04-16,TP-Link Tapo C310 1.3.0 devices allow access to the RTSP video feed via credentials of User --- and Password TPL075526460603.,7.5,3.1,CWE-798,cpe:2.3:o:tp-link:tapo_c310_firmware:1.3.0:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:tapo_c310:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2023-27126,2023-06-06,The AES Key-IV pair used by the TP-Link TAPO C200 camera V3 (EU) on firmware version 1.1.22 Build 220725 is reused across all cameras. An attacker with physical access to a camera is able to extract and decrypt sensitive data containing the Wifi password and the TP-LINK account credential of the victim.,4.6,3.1,CWE-522,cpe:2.3:o:tp-link:tapo_c200_firmware:1.2.2:build_220725:*:*:*:*:*:*|cpe:2.3:h:tp-link:tapo_c200:3:*:*:*:*:*:*:*,,,
vendor_only,CVE-2023-39841,2023-08-15,Missing encryption in the RFID tag of Etekcity 3-in-1 Smart Door Lock v1.0 allows attackers to create a cloned tag via brief physical proximity to the original device.,4.6,3.1,CWE-311,cpe:2.3:o:etekcity:3-in-1_smart_door_lock_firmware:1.0:*:*:*:*:*:*:*|cpe:2.3:h:etekcity:3-in-1_smart_door_lock:-:*:*:*:*:*:*:*,,,
vendor_only,CVE-2023-38906,2023-08-22,"An issue in TPLink Smart Bulb Tapo series L530 1.1.9, L510E 1.0.8, L630 1.0.3, P100 1.4.9, Smart Camera Tapo series C200 1.1.18, and Tapo Application 2.8.14 allows a remote attacker to obtain sensitive information via the authentication code for the UDP message.",6.5,3.1,,cpe:2.3:a:tp-link:tapo:2.8.14:*:*:*:*:*:*:*|cpe:2.3:o:tp-link:tapo_l530e_firmware:1.0.0:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:tapo_l530e:-:*:*:*:*:*:*:*,,,
vendor_only,CVE-2023-38908,2023-08-22,"An issue in TPLink Smart Bulb Tapo series L530 before 1.2.4, L510E before 1.1.0, L630 before 1.0.4, P100 before 1.5.0, and Tapo Application 2.8.14 allows a remote attacker to obtain sensitive information via the TSKEP authentication function.",6.5,3.1,,cpe:2.3:a:tp-link:tapo:2.8.14:*:*:*:*:*:*:*|cpe:2.3:o:tp-link:tapo_l530e_firmware:1.0.0:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:tapo_l530e:-:*:*:*:*:*:*:*,,,
vendor_only,CVE-2023-38909,2023-08-22,"An issue in TPLink Smart Bulb Tapo series L530 before 1.2.4, L510E before 1.1.0, L630 before 1.0.4, P100 before 1.5.0, and Tapo Application 2.8.14 allows a remote attacker to obtain sensitive information via the IV component in the AES128-CBC function.",6.5,3.1,,cpe:2.3:a:tp-link:tapo:2.8.14:*:*:*:*:*:*:*|cpe:2.3:o:tp-link:tapo_l530e_firmware:1.0.0:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:tapo_l530e:-:*:*:*:*:*:*:*,,,
vendor_only,CVE-2023-43137,2023-09-20,"TPLINK TL-ER5120G 4.0 2.0.0 Build 210817 Rel.80868n has a command injection vulnerability, when an attacker adds ACL rules after authentication, and the rule name parameter has injection points.",8.8,3.1,CWE-77,cpe:2.3:o:tp-link:tl-er5120g_firmware:2.0.0:build_210817:*:*:*:*:*:*|cpe:2.3:h:tp-link:tl-er5120g:4.0:*:*:*:*:*:*:*,,,
vendor_only,CVE-2023-43138,2023-09-20,"TPLINK TL-ER5120G 4.0 2.0.0 Build 210817 Rel.80868n has a command injection vulnerability, when an attacker adds NAPT rules after authentication, and the rule name has an injection point.",8.8,3.1,CWE-77,cpe:2.3:o:tp-link:tl-er5120g_firmware:2.0.0:build_210817:*:*:*:*:*:*|cpe:2.3:h:tp-link:tl-er5120g:4.0:*:*:*:*:*:*:*,,,
vendor_only,CVE-2023-39610,2023-10-31,An issue in TP-Link Tapo C100 v1.1.15 Build 211130 Rel.15378n(4555) and before allows attackers to cause a Denial of Service (DoS) via supplying a crafted web request.,6.5,3.1,CWE-400,cpe:2.3:o:tp-link:tapo_c100_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:tapo_c100:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2023-34829,2023-12-28,Incorrect access control in TP-Link Tapo before v3.1.315 allows attackers to access user credentials in plaintext.,6.5,3.1,CWE-319,cpe:2.3:a:tp-link:tapo:*:*:*:*:*:*:*:*,No,Low,"TP-Link Tapo is a companion app spanning many Tapo device types (plugs, cameras, bulbs); the credential-storage flaw is in the mobile app rather than within a smart plug device."
vendor_only,CVE-2023-27098,2024-01-09,TP-Link Tapo APK up to v2.12.703 uses hardcoded credentials for access to the login panel.,7.5,3.1,CWE-312,cpe:2.3:a:tp-link:tapo:*:*:*:*:*:android:*:*|cpe:2.3:h:tp-link:tapo_c200:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2023-46889,2024-01-23,"Meross MSH30Q 4.5.23 is vulnerable to Cleartext Transmission of Sensitive Information. During the device setup phase, the MSH30Q creates an unprotected Wi-Fi access point. In this phase, MSH30Q needs to connect to the Internet through a Wi-Fi router. This is why MSH30Q asks for the Wi-Fi network name (SSID) and the Wi-Fi network password. When the user enters the password, the transmission of the Wi-Fi password and name between the MSH30Q and mobile application is observed in the Wi-Fi network. Although the Wi-Fi password is encrypted, a part of the decryption algorithm is public so we complemented the missing parts to decrypt it.",5.7,3.1,CWE-319,cpe:2.3:o:meross:msh30q_firmware:4.5.23:*:*:*:*:*:*:*|cpe:2.3:h:meross:msh30q:-:*:*:*:*:*:*:*,No,High,"Meross MSH30Q is a smart hub/gateway, not a smart plug; it matched the Meross vendor list but is a different device class."
vendor_only,CVE-2023-46892,2024-01-23,"The radio frequency communication protocol being used by Meross MSH30Q 4.5.23 is vulnerable to replay attacks, allowing attackers to record and replay previously captured communication to execute unauthorized commands or actions (e.g., thermostat's temperature).",8.8,3.1,CWE-294,cpe:2.3:o:meross:msh30q_firmware:4.5.23:*:*:*:*:*:*:*|cpe:2.3:h:meross:msh30q:-:*:*:*:*:*:*:*,,,
vendor_only,CVE-2023-35717,2024-05-03,"TP-Link Tapo C210 Password Recovery Authentication Bypass Vulnerability. This vulnerability allows network-adjacent attackers to bypass authentication on affected installations of TP-Link Tapo C210 IP cameras. Authentication is not required to exploit this vulnerability.

The specific flaw exists within the password recovery mechanism. The issue results from reliance upon the secrecy of the password derivation algorithm when generating a recovery password. An attacker can leverage this vulnerability to bypass authentication on the system.
. Was ZDI-CAN-20484.",8.8,3.0,CWE-640,cpe:2.3:o:tp-link:tapo_c210_firmware:1.3.0:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:tapo_c210:v2:*:*:*:*:*:*:*,,,
vendor_only,CVE-2023-41184,2024-05-03,"TP-Link Tapo C210 ActiveCells Stack-based Buffer Overflow Remote Code Execution Vulnerability. This vulnerability allows network-adjacent attackers to execute arbitrary code on affected installations of TP-Link Tapo C210 IP cameras. Although authentication is required to exploit this vulnerability, the existing authentication mechanism can be bypassed.

The specific flaw exists within the handling of the ActiveCells parameter of the CreateRules and ModifyRules APIs. The issue results from the lack of proper validation of the length of user-supplied data prior to copying it to a fixed-length stack-based buffer. An attacker can leverage this vulnerability to execute code in the context of root.
. Was ZDI-CAN-20589.",8.0,3.1,CWE-121|CWE-787,cpe:2.3:o:tp-link:tapo_c210_firmware:1.3.0:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:tapo_c210:v2:*:*:*:*:*:*:*,,,
vendor_only,CVE-2024-31340,2024-05-22,"TP-Link Tether versions prior to 4.5.13 and TP-Link Tapo versions prior to 3.3.6 do not properly validate certificates, which may allow a remote unauthenticated attacker to eavesdrop on an encrypted communication via a man-in-the-middle attack.",4.8,3.1,CWE-295,,No,Low,"TP-Link Tether/Tapo are companion mobile apps (Tether for routers, Tapo for smart-home devices); the certificate-validation flaw is in the apps, not within a smart plug device."
vendor_only,CVE-2024-57357,2025-02-07,"An issue in TPLINK TL-WPA 8630 TL-WPA8630(US)_V2_2.0.4 Build 20230427 allows a remote attacker to execute arbitrary code via function sub_4256CC, which allows command injection by injecting 'devpwd'.",8.0,3.1,CWE-78,cpe:2.3:o:tp-link:tl-wpa8630_firmware:2.0.4:build_20230427:*:*:*:*:*:*|cpe:2.3:h:tp-link:tl-wpa8630:2.0:*:*:*:*:*:*:*,,,
vendor_only,CVE-2025-3442,2025-04-09,This vulnerability exists in TP-Link Tapo H200 V1  IoT Smart Hub due to storage of Wi-Fi credentials in plain text within the device firmware. An attacker with physical access could exploit this by extracting the firmware and analyzing the binary data to obtain the Wi-Fi credentials stored on the vulnerable device.,,,CWE-312,,,,
vendor_only,CVE-2025-14553,2025-12-16,"Exposure of password hashes through an unauthenticated API response in TP-Link Tapo app on iOS and Android for Tapo cameras, allowing attackers to brute force the password in the local network. Issue can be mitigated through mobile application updates. Device firmware remains unchanged.",,,CWE-200,,,,
vendor_only,CVE-2025-15557,2026-02-05,"An Improper Certificate Validation vulnerability in TP-Link Tapo H100 v1 and Tapo P100 v1 allows an on-path attacker on the same network segment to intercept and modify encrypted device-cloud communications.  This may compromise the confidentiality and integrity of device-to-cloud communication, enabling manipulation of device data or operations.",8.8,3.1,CWE-295,cpe:2.3:o:tp-link:tapo_h100_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:tapo_h100:1.0:*:*:*:*:*:*:*|cpe:2.3:o:tp-link:tapo_p100_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:tapo_p100:1.0:*:*:*:*:*:*:*,Yes,High,TP-Link Tapo P100 is a consumer smart plug (Tapo H100 is the co-listed smart hub); the improper-certificate-validation flaw covering the Tapo P100 smart plug is in scope.
vendor_only,CVE-2026-0651,2026-02-10,"A path traversal vulnerability was identified TP-Link Tapo C260 v1, D235 v1 and C520WS v2.6 within the HTTP server’s handling of GET requests. The server performs path normalization before fully decoding URL encoded input and falls back to using the raw path when normalization fails. An attacker can exploit this logic flaw by supplying crafted, URL encoded traversal sequences that bypass directory restrictions and allow access to files outside the intended web root. 

Successful exploitation may allow authenticated attackers to get disclosure of sensitive system files and credentials, while unauthenticated attackers may gain access to non-sensitive static assets.",7.8,3.1,CWE-22,cpe:2.3:o:tp-link:tapo_c260_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:tapo_c260:1:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2026-0652,2026-02-10,"On TP-Link Tapo C260 v1, command injection vulnerability exists due to improper sanitization in certain POST parameters during configuration synchronization. An authenticated attacker can execute arbitrary system commands with high impact on confidentiality, integrity and availability. It may cause full device compromise.",8.8,3.1,CWE-78,cpe:2.3:o:tp-link:tapo_c260_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:tapo_c260:1:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2026-0653,2026-02-10,"On TP-Link Tapo C260 v1 and D235 v1, a guest‑level authenticated user can bypass intended access restrictions by sending crafted requests to a synchronization endpoint. This allows modification of protected device settings despite limited privileges. An attacker may change sensitive configuration parameters without authorization, resulting in unauthorized device state manipulation but not full code execution.",6.5,3.1,CWE-284,cpe:2.3:o:tp-link:tapo_c260_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:tapo_c260:1:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2026-34118,2026-04-02,"A heap-based buffer overflow vulnerability was identified in TP-Link Tapo C520WS v2.6 in the HTTP POST body parsing logic due to missing validation of remaining buffer capacity after dynamic allocation, due to insufficient boundary validation when handling externally supplied HTTP input.  An attacker
on the same network segment could trigger heap memory corruption conditions by
sending crafted payloads that cause write operations beyond allocated buffer
boundaries.  Successful exploitation
causes a Denial-of-Service (DoS) condition, causing the device’s process to
crash or become unresponsive.",6.5,3.1,CWE-122,cpe:2.3:o:tp-link:tapo_c520ws_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:tapo_c520ws:2.6:*:*:*:*:*:*:*,,,
vendor_only,CVE-2026-34119,2026-04-02,"A heap-based buffer overflow vulnerability was identified in TP-Link Tapo C520WS v2.6 within the HTTP parsing
loop
when appending segmented request bodies without
continuous write‑boundary verification, due to insufficient boundary validation when handling externally supplied HTTP input.  An attacker
on the same network segment could trigger heap memory corruption conditions by
sending crafted payloads that cause write operations beyond allocated buffer
boundaries.  Successful exploitation
causes a Denial-of-Service (DoS) condition, causing the device’s process to
crash or become unresponsive.",6.5,3.1,CWE-122,cpe:2.3:o:tp-link:tapo_c520ws_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:tapo_c520ws:2.6:*:*:*:*:*:*:*,,,
