Difference Type,cve_id,published,description,cvss_score,cvss_version,cwe_ids,cpe_strings,Gemini Judgment,Gemini Confidence,Gemini Reasoning
vendor_only,CVE-2008-1784,2008-04-15,"Prozilla Topsites 1.0 allows remote attackers to perform administrative actions via a direct request to (1) addu.php, (2) editu.php, and (3) uidx.php in siteadmin/.",7.5,2.0,CWE-264,cpe:2.3:a:prozilla:topsites:1.0:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2008-0687,2008-02-12,Cross-site scripting (XSS) vulnerability in siteadmin/editor_files/includes/load_message.php in the Youtube Clone Script allows remote attackers to inject arbitrary web script or HTML via the lang[please_wait] parameter.,7.5,2.0,CWE-94,cpe:2.3:a:youtube:clone_script:*:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2008-0648,2008-02-07,"Multiple PHP remote file inclusion vulnerabilities in OpenSiteAdmin 0.9.1.1 and earlier allow remote attackers to execute arbitrary PHP code via a URL in the path parameter to (1) indexFooter.php; and (2) DatabaseManager.php, (3) FieldManager.php, (4) Filter.php, (5) Form.php, (6) FormManager.php, (7) LoginManager.php, and (8) Filters/SingleFilter.php in scripts/classes/.",6.8,2.0,CWE-94,cpe:2.3:a:opensiteadmin:opensiteadmin:*:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2008-0543,2008-02-01,Multiple SQL injection vulnerabilities in Pre Dynamic Institution allow remote attackers to execute arbitrary SQL commands via the (1) sloginid and (2) spass parameters to (a) login.asp and (b) siteadmin/login.asp.  NOTE: some of these details are obtained from third party information.,7.5,2.0,CWE-89,cpe:2.3:a:pre_projects:pre_dynamic_institution:*:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2008-0451,2008-01-25,"Multiple SQL injection vulnerabilities in PacerCMS 0.6 allow remote authenticated users to execute arbitrary SQL commands via the id parameter to (1) siteadmin/article-edit.php; and unspecified parameters to (2) submitted-edit.php, (3) page-edit.php, (4) section-edit.php, (5) staff-edit.php, and (6) staff-access.php in siteadmin/.",7.5,2.0,CWE-89,cpe:2.3:a:pacercms:pacercms:0.6:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2009-3317,2009-09-23,"PHP remote file inclusion vulnerability in pages/pageHeader.php in OpenSiteAdmin 0.9.7 BETA allows remote attackers to execute arbitrary PHP code via a URL in the path parameter, a different vector than CVE-2008-0648.",7.5,2.0,CWE-94,cpe:2.3:a:thecodeweasel:opensiteadmin:0.9.7:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2010-3688,2010-09-29,Directory traversal vulnerability in ADMIN/login.php in NetArtMEDIA WebSiteAdmin allows remote emote attackers to include and execute arbitrary local files via directory traversal sequences in the lng parameter.,7.5,2.0,CWE-22,cpe:2.3:a:netartmedia:websiteadmin:*:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2010-2685,2010-07-12,"siteadmin/adduser.php in Customer Paradigm PageDirector CMS does not properly restrict access, which allows remote attackers to bypass intended restrictions and add administrative users via a direct request.",7.5,2.0,CWE-264,cpe:2.3:a:customerparadigm:pagedirector_cms:*:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2011-2149,2011-05-20,"Multiple SQL injection vulnerabilities in the SmarterTools SmarterStats 6.0 web server allow remote attackers to execute arbitrary SQL commands via certain parameters to (1) Admin/frmSite.aspx, (2) Default.aspx, (3) Services/SiteAdmin.asmx, or (4) Client/frmViewReports.aspx; certain cookies to (5) Services/SiteAdmin.asmx or (6) login.aspx; the Referer HTTP header to (7) Services/SiteAdmin.asmx or (8) login.aspx; or (9) the User-Agent HTTP header to Services/SiteAdmin.asmx.",7.5,2.0,CWE-89,cpe:2.3:a:smartertools:smarterstats:6.0:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2014-9570,2015-01-15,Multiple cross-site scripting (XSS) vulnerabilities in the MyWebsiteAdvisor Simple Security plugin 1.1.5 and earlier for WordPress allow remote attackers to inject arbitrary web script or HTML via the (1) datefilter parameter in the access_log page to wp-admin/users.php or (2) simple_security_ip_blacklist[] parameter in an add_blacklist_ip action in the ip_blacklist page to wp-admin/users.php.,4.3,2.0,CWE-79,cpe:2.3:a:mywebsiteadvisor:simple_security:1.1.5:*:*:*:*:wordpress:*:*,No,High,
vendor_only,CVE-2015-10134,2025-07-19,"The Simple Backup plugin for WordPress is vulnerable to Arbitrary File Download in versions up to, and including, 2.7.10. via the download_backup_file function. This is due to a lack of capability checks and file type validation. This makes it possible for attackers to download sensitive files such as the wp-config.php file from the affected site.",7.5,3.1,CWE-22,cpe:2.3:a:mywebsiteadvisor:simple_backup:*:*:*:*:*:wordpress:*:*,No,High,
vendor_only,CVE-2015-6517,2015-08-18,Cross-site request forgery (CSRF) vulnerability in phpLiteAdmin 1.1 allows remote attackers to hijack the authentication of users for requests that drop database tables via the droptable parameter to phpliteadmin.php.,6.8,2.0,CWE-352,cpe:2.3:a:phpliteadmin_project:phpliteadmin:1.1:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2015-6518,2015-08-18,"Multiple cross-site scripting (XSS) vulnerabilities in phpLiteAdmin 1.1 allow remote attackers to inject arbitrary web script or HTML via the (1) PATH_INFO, (2) droptable parameter, or (3) table parameter to phpliteadmin.php.",4.3,2.0,CWE-79,cpe:2.3:a:phpliteadmin:phpliteadmin:1.1:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2018-10544,2018-05-02,Meross MSS110 devices through 1.1.24 contain an unauthenticated admin.htm administrative interface.,9.8,3.0,CWE-287,cpe:2.3:o:meross:mss110_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meross:mss110:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2018-6401,2018-05-02,Meross MSS110 devices before 1.1.24 contain a TELNET listener providing access for an undocumented admin account with a blank password.,9.8,3.0,CWE-798,cpe:2.3:o:meross:mss110_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meross:mss110:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2018-10362,2018-04-25,"An issue was discovered in phpLiteAdmin 1.9.5 through 1.9.7.1. Due to loose comparison with '==' instead of '===' in classes/Authorization.php for the user-provided login password, it is possible to login with a simpler password if the password has the form of a power in scientific notation (like '2e2' for '200' or '0e1234' for '0'). This is possible because, in the loose comparison case, PHP interprets the string as a number in scientific notation, and thus converts it to a number. After that, the comparison with '==' casts the user input (e.g., the string '200' or '0') to a number, too. Hence the attacker can login with just a '0' or a simple number he has to brute force. Strong comparison with '===' prevents the cast into numbers.",9.8,3.0,CWE-287,cpe:2.3:a:phpliteadmin:phpliteadmin:*:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2019-25585,2026-03-22,Deluge 1.3.15 contains a denial of service vulnerability that allows local attackers to crash the application by supplying an excessively long string in the Webseeds field. Attackers can paste a buffer of 5000 bytes into the Webseeds field during torrent creation to trigger an application crash.,5.5,3.1,CWE-1260,cpe:2.3:a:deluge-torrent:deluge:1.3.15:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2019-10374,2019-08-07,A stored cross-site scripting vulnerability in Jenkins PegDown Formatter Plugin 1.3 and earlier allows attackers able to edit descriptions and other fields rendered using the configured markup formatter to insert links with the javascript scheme into the Jenkins UI.,5.4,3.1,CWE-79,cpe:2.3:a:jenkins:pegdown_formatter:*:*:*:*:*:jenkins:*:*,No,High,
vendor_only,CVE-2020-20915,2023-04-04,SQL Injection vulnerability found in PublicCMS v.4.0 allows a remote attacker to execute arbitrary code via sql parameter of the the SysSiteAdminControl.,9.8,3.1,CWE-89,cpe:2.3:a:publiccms:publiccms:4.0:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2020-12475,2020-05-04,TP-Link Omada Controller Software 3.2.6 allows Directory Traversal for reading arbitrary files via com.tp_link.eap.web.portal.PortalController.getAdvertiseFile in /opt/tplink/EAPController/lib/eap-web-3.2.6.jar.,5.5,3.1,CWE-22,cpe:2.3:a:tp-link:omada_controller:3.2.6:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2021-46709,2022-03-13,phpLiteAdmin through 1.9.8.2 allows XSS via the index.php newRows parameter (aka num or number).,6.1,3.1,CWE-79,cpe:2.3:a:phpliteadmin:phpliteadmin:*:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2021-21952,2021-12-22,An authentication bypass vulnerability exists in the CMD_DEVICE_GET_RSA_KEY_REQUEST functionality of the home_security binary of Anker Eufy Homebase 2 2.1.6.9h. A specially-crafted set of network packets can lead to increased privileges.,9.8,3.1,CWE-288|CWE-287,cpe:2.3:o:anker:eufy_homebase_2_firmware:2.1.6.9h:*:*:*:*:*:*:*|cpe:2.3:h:anker:eufy_homebase_2:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2021-21953,2021-12-22,An authentication bypass vulnerability exists in the process_msg() function of the home_security binary of Anker Eufy Homebase 2 2.1.6.9h. A specially-crafted man-in-the-middle attack can lead to increased privileges.,8.1,3.1,CWE-300,cpe:2.3:o:anker:eufy_homebase_2_firmware:2.1.6.9h:*:*:*:*:*:*:*|cpe:2.3:h:anker:eufy_homebase_2:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2021-21954,2021-12-09,A command execution vulnerability exists in the wifi_country_code_update functionality of the home_security binary of Anker Eufy Homebase 2 2.1.6.9h. A specially-crafted set of network packets can lead to arbitrary command execution.,9.9,3.1,CWE-78,cpe:2.3:o:anker:eufy_homebase_2_firmware:2.1.6.9h:*:*:*:*:*:*:*|cpe:2.3:h:anker:eufy_homebase_2:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2021-21955,2021-12-09,An authentication bypass vulnerability exists in the get_aes_key_info_by_packetid() function of the home_security binary of Anker Eufy Homebase 2 2.1.6.9h. Generic network sniffing can lead to password recovery. An attacker can sniff network traffic to trigger this vulnerability.,7.5,3.1,CWE-334|CWE-287,cpe:2.3:o:anker:eufy_homebase_2_firmware:2.1.6.9h:*:*:*:*:*:*:*|cpe:2.3:h:anker:eufy_homebase_2:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2021-21950,2021-12-08,An out-of-bounds write vulnerability exists in the CMD_DEVICE_GET_SERVER_LIST_REQUEST functionality of the home_security binary of Anker Eufy Homebase 2 2.1.6.9h in function recv_server_device_response_msg_process. A specially-crafted network packet can lead to code execution.,10.0,3.1,CWE-119|CWE-1284,cpe:2.3:o:anker:eufy_homebase_2_firmware:2.1.6.9h:*:*:*:*:*:*:*|cpe:2.3:h:anker:eufy_homebase_2:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2021-21951,2021-12-08,An out-of-bounds write vulnerability exists in the CMD_DEVICE_GET_SERVER_LIST_REQUEST functionality of the home_security binary of Anker Eufy Homebase 2 2.1.6.9h in function read_udp_push_config_file. A specially-crafted network packet can lead to code execution.,10.0,3.1,CWE-119|CWE-1284,cpe:2.3:o:anker:eufy_homebase_2_firmware:2.1.6.9h:*:*:*:*:*:*:*|cpe:2.3:h:anker:eufy_homebase_2:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2021-21940,2021-10-12,A heap-based buffer overflow vulnerability exists in the pushMuxer processRtspInfo functionality of Anker Eufy Homebase 2 2.1.6.9h. A specially-crafted network packet can lead to a heap buffer overflow. An attacker can send a malicious packet to trigger this vulnerability.,10.0,3.1,CWE-122|CWE-787,cpe:2.3:o:anker:eufy_homebase_2_firmware:2.1.6.9h:*:*:*:*:*:*:*|cpe:2.3:h:anker:eufy_homebase_2:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2021-21941,2021-10-12,A use-after-free vulnerability exists in the pushMuxer CreatePushThread functionality of Anker Eufy Homebase 2 2.1.6.9h. A specially-crafted set of network packets can lead to remote code execution.,9.0,3.1,CWE-368|CWE-416,cpe:2.3:o:anker:eufy_homebase_2_firmware:2.1.6.9h:*:*:*:*:*:*:*|cpe:2.3:h:anker:eufy_homebase_2:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2021-35067,2021-10-07,"Meross MSG100 devices before 3.2.3 allow an attacker to replay the same data or similar data (e.g., an attacker who sniffs a Close message can transmit an acceptable Open message).",8.1,3.1,CWE-294,cpe:2.3:o:meross:msg100_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:meross:msg100:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2021-33339,2021-08-04,"Cross-site scripting (XSS) vulnerability in the Fragment module in Liferay Portal 7.2.1 through 7.3.4, and Liferay DXP 7.2 before fix pack 9 allows remote attackers to inject arbitrary web script or HTML via the _com_liferay_site_admin_web_portlet_SiteAdminPortlet_name parameter.",4.8,3.1,CWE-79,cpe:2.3:a:liferay:digital_experience_platform:7.2:-:*:*:*:*:*:*|cpe:2.3:a:liferay:digital_experience_platform:7.2:fix_pack_1:*:*:*:*:*:*|cpe:2.3:a:liferay:digital_experience_platform:7.2:fix_pack_2:*:*:*:*:*:*|cpe:2.3:a:liferay:digital_experience_platform:7.2:fix_pack_3:*:*:*:*:*:*|cpe:2.3:a:liferay:digital_experience_platform:7.2:fix_pack_4:*:*:*:*:*:*|cpe:2.3:a:liferay:digital_experience_platform:7.2:fix_pack_5:*:*:*:*:*:*|cpe:2.3:a:liferay:digital_experience_platform:7.2:fix_pack_6:*:*:*:*:*:*|cpe:2.3:a:liferay:digital_experience_platform:7.2:fix_pack_7:*:*:*:*:*:*|cpe:2.3:a:liferay:digital_experience_platform:7.2:fix_pack_8:*:*:*:*:*:*|cpe:2.3:a:liferay:liferay_portal:*:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2021-21660,2021-05-25,"Jenkins Markdown Formatter Plugin 0.1.0 and earlier does not sanitize crafted link target URLs, resulting in a stored cross-site scripting (XSS) vulnerability exploitable by attackers with the ability to edit any description rendered using the configured markup formatter.",5.4,3.1,CWE-79,cpe:2.3:a:jenkins:markdown_formatter:*:*:*:*:*:jenkins:*:*,No,High,
vendor_only,CVE-2022-37255,2023-04-16,TP-Link Tapo C310 1.3.0 devices allow access to the RTSP video feed via credentials of User --- and Password TPL075526460603.,7.5,3.1,CWE-798,cpe:2.3:o:tp-link:tapo_c310_firmware:1.3.0:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:tapo_c310:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2022-41505,2023-01-23,"An access control issue on TP-LInk Tapo C200 V1 devices allows physically proximate attackers to obtain root access by connecting to the UART pins, interrupting the boot process, and setting an init=/bin/sh value.",6.4,3.1,CWE-306,cpe:2.3:o:tp-link:tapo_c200_v1_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:tapo_c200_v1:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2022-21806,2022-06-17,A use-after-free vulnerability exists in the mips_collector appsrv_server functionality of Anker Eufy Homebase 2 2.1.8.5h. A specially-crafted set of network packets can lead to remote code execution. The device is exposed to attacks from the network.,9.8,3.1,CWE-368|CWE-416,cpe:2.3:o:anker:eufy_homebase_2_firmware:2.1.8.5h:*:*:*:*:*:*:*|cpe:2.3:h:anker:eufy_homebase_2:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2022-25989,2022-05-05,An authentication bypass vulnerability exists in the libxm_av.so getpeermac() functionality of Anker Eufy Homebase 2 2.1.8.5h. A specially-crafted DHCP packet can lead to authentication bypass. An attacker can DHCP poison to trigger this vulnerability.,8.8,3.1,CWE-290,cpe:2.3:o:anker:eufy_homebase_2_firmware:2.1.8.5h:*:*:*:*:*:*:*|cpe:2.3:h:anker:eufy_homebase_2:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2022-26073,2022-05-05,A denial of service vulnerability exists in the libxm_av.so DemuxCmdInBuffer functionality of Anker Eufy Homebase 2 2.1.8.5h. A specially-crafted set of network packets can lead to a device reboot. An attacker can send packets to trigger this vulnerability.,6.5,3.1,CWE-190,cpe:2.3:o:anker:eufy_homebase_2_firmware:2.1.8.5h:*:*:*:*:*:*:*|cpe:2.3:h:anker:eufy_homebase_2:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2023-46889,2024-01-23,"Meross MSH30Q 4.5.23 is vulnerable to Cleartext Transmission of Sensitive Information. During the device setup phase, the MSH30Q creates an unprotected Wi-Fi access point. In this phase, MSH30Q needs to connect to the Internet through a Wi-Fi router. This is why MSH30Q asks for the Wi-Fi network name (SSID) and the Wi-Fi network password. When the user enters the password, the transmission of the Wi-Fi password and name between the MSH30Q and mobile application is observed in the Wi-Fi network. Although the Wi-Fi password is encrypted, a part of the decryption algorithm is public so we complemented the missing parts to decrypt it.",5.7,3.1,CWE-319,cpe:2.3:o:meross:msh30q_firmware:4.5.23:*:*:*:*:*:*:*|cpe:2.3:h:meross:msh30q:-:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2023-27098,2024-01-09,TP-Link Tapo APK up to v2.12.703 uses hardcoded credentials for access to the login panel.,7.5,3.1,CWE-312,cpe:2.3:a:tp-link:tapo:*:*:*:*:*:android:*:*|cpe:2.3:h:tp-link:tapo_c200:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2023-34829,2023-12-28,Incorrect access control in TP-Link Tapo before v3.1.315 allows attackers to access user credentials in plaintext.,6.5,3.1,CWE-319,cpe:2.3:a:tp-link:tapo:*:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2023-39610,2023-10-31,An issue in TP-Link Tapo C100 v1.1.15 Build 211130 Rel.15378n(4555) and before allows attackers to cause a Denial of Service (DoS) via supplying a crafted web request.,6.5,3.1,CWE-400,cpe:2.3:o:tp-link:tapo_c100_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:tapo_c100:-:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2024-57049,2025-02-18,"A vulnerability in the TP-Link Archer c20 router with firmware version V6.6_230412 and earlier permits unauthorized individuals to bypass the authentication of some interfaces under the /cgi directory. When adding Referer: http://tplinkwifi.net to the the request, it will be recognized as passing the authentication. NOTE: this is disputed by the Supplier because the response to the API call is only ""non-sensitive UI initialization variables.""",9.8,3.1,CWE-287,cpe:2.3:o:tp-link:archer_c20_firmware:6.6_230412:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:archer_c20:6.6:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2024-46548,2024-09-30,"TP-Link Tapo P125M and Kasa KP125M v1.0.3 was discovered to improperly validate certificates, allowing attackers to eavesdrop on communications and access sensitive information via a man-in-the-middle attack.",6.3,3.1,CWE-200,,Yes,High,
vendor_only,CVE-2024-35495,2024-09-30,An Information Disclosure vulnerability in the Telemetry component in TP-Link Kasa KP125M V1.0.0 and Tapo P125M 1.0.0 Build 220930 Rel.143947 allows attackers to observe device state via observing network traffic.,4.3,3.1,CWE-319,,Yes,High,
vendor_only,CVE-2024-31340,2024-05-22,"TP-Link Tether versions prior to 4.5.13 and TP-Link Tapo versions prior to 3.3.6 do not properly validate certificates, which may allow a remote unauthenticated attacker to eavesdrop on an encrypted communication via a man-in-the-middle attack.",4.8,3.1,CWE-295,,Yes,High,
vendor_only,CVE-2024-27631,2024-04-08,Cross Site Request Forgery vulnerability in GNU Savane v.3.12 and before allows a remote attacker to escalate privileges via siteadmin/usergroup.php,6.0,3.1,CWE-352,cpe:2.3:a:gnu:savane:*:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2025-15557,2026-02-05,"An Improper Certificate Validation vulnerability in TP-Link Tapo H100 v1 and Tapo P100 v1 allows an on-path attacker on the same network segment to intercept and modify encrypted device-cloud communications.  This may compromise the confidentiality and integrity of device-to-cloud communication, enabling manipulation of device data or operations.",8.8,3.1,CWE-295,cpe:2.3:o:tp-link:tapo_h100_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:tapo_h100:1.0:*:*:*:*:*:*:*|cpe:2.3:o:tp-link:tapo_p100_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:tapo_p100:1.0:*:*:*:*:*:*:*,Yes,High,
vendor_only,CVE-2025-5699,2025-06-06,"The Developer Formatter plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the Custom CSS in all versions up to, and including, 2015.0.2.1 due to insufficient input sanitization and output escaping. This makes it possible for authenticated attackers, with administrator-level access, to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page. This only affects multi-site installations and installations where unfiltered_html has been disabled.",5.5,3.1,CWE-79,,No,High,
vendor_only,CVE-2026-33696,2026-03-25,"n8n is an open source workflow automation platform. Prior to versions 2.14.1, 2.13.3, and 1.123.27, an authenticated user with permission to create or modify workflows could exploit a prototype pollution vulnerability in the XML and the GSuiteAdmin nodes. By supplying a crafted parameters as part of node configuration, an attacker could write attacker-controlled values onto `Object.prototype`. An attacker could use this prototype pollution to achieve remote code execution on the n8n instance. The issue has been fixed in n8n versions 2.14.1, 2.13.3, and 1.123.27. Users should upgrade to one of these versions or later to remediate the vulnerability. If upgrading is not immediately possible, administrators should consider the following temporary mitigations: Limit workflow creation and editing permissions to fully trusted users only, and/or disable the XML node by adding `n8n-nodes-base.xml` to the `NODES_EXCLUDE` environment variable. These workarounds do not fully remediate the risk and should only be used as short-term mitigation measures.",,,CWE-1321,,No,High,
vendor_only,CVE-2026-0651,2026-02-10,"On TP-Link Tapo C260 v1 and D235 v1, path traversal is possible due to improper handling of specific GET request paths via https, allowing local unauthenticated probing of filesystem paths. An attacker on the local network can determine whether certain files exists on the device, with no read, write or code execution possibilities.",7.8,3.1,CWE-22,cpe:2.3:o:tp-link:tapo_c260_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:tapo_c260:1:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2026-0652,2026-02-10,"On TP-Link Tapo C260 v1, command injection vulnerability exists due to improper sanitization in certain POST parameters during configuration synchronization. An authenticated attacker can execute arbitrary system commands with high impact on confidentiality, integrity and availability. It may cause full device compromise.",8.8,3.1,CWE-78,cpe:2.3:o:tp-link:tapo_c260_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:tapo_c260:1:*:*:*:*:*:*:*,No,High,
vendor_only,CVE-2026-0653,2026-02-10,"On TP-Link Tapo C260 v1 and D235 v1, a guest‑level authenticated user can bypass intended access restrictions by sending crafted requests to a synchronization endpoint. This allows modification of protected device settings despite limited privileges. An attacker may change sensitive configuration parameters without authorization, resulting in unauthorized device state manipulation but not full code execution.",6.5,3.1,CWE-284,cpe:2.3:o:tp-link:tapo_c260_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:tp-link:tapo_c260:1:*:*:*:*:*:*:*,No,High,
