cve_id,published,description,cvss_score,cvss_version,cwe_ids,cpe_strings,matched_terms
CVE-2016-1141,2016-01-30,KDDI HOME SPOT CUBE devices before 2 allow remote authenticated users to execute arbitrary OS commands via unspecified vectors.,4.7,3.0,CWE-78,cpe:2.3:o:kddi:home_spot_cube_firmware:2.0:*:*:*:*:*:*:*|cpe:2.3:h:kddi:home_spot_cube:*:*:*:*:*:*:*:*,kddi home
CVE-2016-2230,2016-02-08,"OpenELEC and RasPlex devices have a hardcoded password for the root account, which makes it easier for remote attackers to obtain access via an SSH session.",9.8,3.0,CWE-255,cpe:2.3:o:openelec:openelec:*:*:*:*:*:*:*:*,openelec
CVE-2016-4613,2017-02-20,"An issue was discovered in certain Apple products. Safari before 10.0.1 is affected. iCloud before 6.0.1 is affected. iTunes before 12.5.2 is affected. tvOS before 10.0.1 is affected. The issue involves the ""WebKit"" component. It allows remote attackers to obtain sensitive information via a crafted web site.",6.5,3.0,CWE-200,cpe:2.3:a:apple:safari:*:*:*:*:*:*:*:*|cpe:2.3:a:apple:icloud:*:*:*:*:*:*:*:*|cpe:2.3:a:apple:itunes:*:*:*:*:*:*:*:*|cpe:2.3:o:apple:apple_tv:10.0.0:*:*:*:*:*:*:*,apple tv
CVE-2017-2362,2017-02-20,"An issue was discovered in certain Apple products. iOS before 10.2.1 is affected. Safari before 10.0.3 is affected. tvOS before 10.1.1 is affected. The issue involves the ""WebKit"" component. It allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted web site.",8.8,3.0,CWE-119,cpe:2.3:o:apple:iphone_os:*:*:*:*:*:*:*:*|cpe:2.3:a:apple:safari:*:*:*:*:*:*:*:*|cpe:2.3:o:apple:apple_tv:10.1.0:*:*:*:*:*:*:*,apple tv
CVE-2017-6445,2017-03-05,"The auto-update feature of Open Embedded Linux Entertainment Center (OpenELEC) 6.0.3, 7.0.1, and 8.0.4 uses neither encrypted connections nor signed updates. A man-in-the-middle attacker could manipulate the update packages to gain root access remotely.",8.1,3.0,CWE-311|CWE-347,cpe:2.3:o:openelec:openelec:6.0.3:*:*:*:*:*:*:*|cpe:2.3:o:openelec:openelec:7.0.1:*:*:*:*:*:*:*,openelec
CVE-2015-5729,2017-03-23,"The Soft Access Point (AP) feature in Samsung Smart TVs X10P, X12, X14H, X14J, and NT14U and Xpress M288OFW printers generate weak WPA2 PSK keys, which makes it easier for remote attackers to obtain sensitive information or bypass authentication via a brute-force attack.",9.8,3.0,CWE-200,cpe:2.3:o:samsung:nt14u_firmware:t-nt14uakucb-1008.0:*:*:*:*:*:*:*|cpe:2.3:h:samsung:nt14u_us:-:*:*:*:*:*:*:*|cpe:2.3:o:samsung:x14j_firmware:t-ms14jakucb-1102.5:*:*:*:*:*:*:*|cpe:2.3:h:samsung:x14j_us:-:*:*:*:*:*:*:*|cpe:2.3:o:samsung:x14h_firmware:t-mst14dcncb-1010.0:*:*:*:*:*:*:*|cpe:2.3:h:samsung:x14h_cn:-:*:*:*:*:*:*:*|cpe:2.3:o:samsung:x12_firmware:t-mst12akucb-1114.0:*:*:*:*:*:*:*|cpe:2.3:h:samsung:x12_us:-:*:*:*:*:*:*:*|cpe:2.3:o:samsung:x10p_firmware:t-mst10pibrcb-1104.0:*:*:*:*:*:*:*|cpe:2.3:h:samsung:x10p_ibr:-:*:*:*:*:*:*:*|cpe:2.3:o:samsung:nt14u_firmware:t-nt14udeucb-1007.1:*:*:*:*:*:*:*|cpe:2.3:h:samsung:nt14u_eu:-:*:*:*:*:*:*:*|cpe:2.3:o:samsung:nt14u_firmware:t-nt14udcncb-1003.1:*:*:*:*:*:*:*|cpe:2.3:h:samsung:nt14u_cn:-:*:*:*:*:*:*:*|cpe:2.3:o:samsung:x14j_firmware:t-ms14jdeucb-1018.0:*:*:*:*:*:*:*|cpe:2.3:h:samsung:x14j_eu:-:*:*:*:*:*:*:*|cpe:2.3:o:samsung:x14j_firmware:t-ms14jdcncb-1004.2:*:*:*:*:*:*:*|cpe:2.3:h:samsung:x14j_cn:-:*:*:*:*:*:*:*|cpe:2.3:o:samsung:x14h_firmware:t-mst14akucb-1100.4:*:*:*:*:*:*:*|cpe:2.3:h:samsung:x14h_us:-:*:*:*:*:*:*:*|cpe:2.3:o:samsung:x14h_firmware:t-mst14deucb-1023.0:*:*:*:*:*:*:*|cpe:2.3:h:samsung:x14h_eu:-:*:*:*:*:*:*:*|cpe:2.3:o:samsung:x12_firmware:t-mst12deucb-1111.4:*:*:*:*:*:*:*|cpe:2.3:h:samsung:x12_eu:-:*:*:*:*:*:*:*|cpe:2.3:o:samsung:x10p_firmware:t-mst10pauscp-1302.0:*:*:*:*:*:*:*|cpe:2.3:h:samsung:x10p_us:-:*:*:*:*:*:*:*|cpe:2.3:o:samsung:x10p_firmware:t-mst10pdeucb-1210.0:*:*:*:*:*:*:*|cpe:2.3:h:samsung:x10p_eu:-:*:*:*:*:*:*:*|cpe:2.3:o:samsung:m288ofw_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:samsung:m288ofw:-:*:*:*:*:*:*:*,samsung smart tv
CVE-2017-6631,2017-09-07,"A vulnerability in the HTTP remote procedure call (RPC) service of set-top box (STB) receivers manufactured by Cisco for Yes could allow an unauthenticated, remote attacker to cause a denial of service (DoS) condition on an affected device. The vulnerability exists because the firmware of an affected device fails to handle certain XML values that are passed to the HTTP RPC service listening on the local subnet of the device. An attacker could exploit this vulnerability by submitting a malformed request to an affected device. A successful attack could cause the affected device to restart, resulting in a DoS condition. Yes has updated the affected devices with firmware that addresses this vulnerability. Customers are not required to take action. Vulnerable Products: This vulnerability affects YesMaxTotal, YesMax HD, and YesQuattro STB devices. Cisco Bug IDs: CSCvd08812.",7.5,3.0,CWE-399,cpe:2.3:o:cisco:yesmax_hd_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:cisco:yesmax_hd:-:*:*:*:*:*:*:*|cpe:2.3:o:cisco:yesmaxtotal_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:cisco:yesmaxtotal:-:*:*:*:*:*:*:*|cpe:2.3:o:cisco:yesquattro_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:cisco:yesquattro:-:*:*:*:*:*:*:*,set-top box
CVE-2017-9333,2017-09-18,"OpenWebif 1.2.5 allows remote code execution via a URL to the CallOPKG function in the IpkgController class in plugin/controllers/ipkg.py, when the URL refers to an attacker-controlled web site with a Trojan horse package. This has security implications in cases where untrusted users can trigger CallOPKG calls, and these users can enter an arbitrary URL in an input field, even though that input field was only intended for a package name. This threat model may be relevant in the latest versions of third-party products that bundle OpenWebif, i.e., set-top box products. The issue of Trojan horse packages does NOT have security implications in cases where the attacker has full OpenWebif access.",8.8,3.0,CWE-20,cpe:2.3:a:openwebif_project:openwebif:1.2.5:*:*:*:*:*:*:*,set-top box
CVE-2018-4188,2018-06-08,"An issue was discovered in certain Apple products. iOS before 11.4 is affected. Safari before 11.1.1 is affected. iCloud before 7.5 on Windows is affected. iTunes before 12.7.5 on Windows is affected. tvOS before 11.4 is affected. The issue involves the ""WebKit"" component. It allows remote attackers to spoof the address bar via a crafted web site.",6.5,3.0,CWE-20,cpe:2.3:a:apple:apple_tv:*:*:*:*:*:*:*:*|cpe:2.3:a:apple:safari:*:*:*:*:*:*:*:*|cpe:2.3:o:apple:iphone_os:*:*:*:*:*:*:*:*|cpe:2.3:a:apple:icloud:*:*:*:*:*:*:*:*|cpe:2.3:o:microsoft:windows:-:*:*:*:*:*:*:*|cpe:2.3:a:apple:itunes:*:*:*:*:*:*:*:*,apple tv
CVE-2018-4198,2018-06-08,"An issue was discovered in certain Apple products. iOS before 11.4 is affected. macOS before 10.13.5 is affected. tvOS before 11.4 is affected. watchOS before 4.3.1 is affected. The issue involves the ""UIKit"" component. It allows remote attackers to cause a denial of service via a crafted text file.",5.5,3.0,CWE-20,cpe:2.3:a:apple:apple_tv:*:*:*:*:*:*:*:*|cpe:2.3:o:apple:iphone_os:*:*:*:*:*:*:*:*|cpe:2.3:o:apple:mac_os_x:*:*:*:*:*:*:*:*|cpe:2.3:o:apple:watchos:*:*:*:*:*:*:*:*,apple tv
CVE-2018-4206,2018-06-08,"An issue was discovered in certain Apple products. iOS before 11.3.1 is affected. macOS before 10.13.4 Security Update 2018-001 is affected. tvOS before 11.4 is affected. watchOS before 4.3.1 is affected. The issue involves the ""Crash Reporter"" component. It allows attackers to execute arbitrary code or cause a denial of service (memory corruption) via a crafted app that replaces a privileged port name.",7.8,3.0,CWE-119,cpe:2.3:a:apple:apple_tv:*:*:*:*:*:*:*:*|cpe:2.3:o:apple:iphone_os:*:*:*:*:*:*:*:*|cpe:2.3:o:apple:mac_os_x:*:*:*:*:*:*:*:*|cpe:2.3:o:apple:watchos:*:*:*:*:*:*:*:*,apple tv
CVE-2018-4211,2018-06-08,"An issue was discovered in certain Apple products. iOS before 11.4 is affected. macOS before 10.13.5 is affected. tvOS before 11.4 is affected. watchOS before 4.3.1 is affected. The issue involves the ""FontParser"" component. It allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption and application crash) via a crafted font file.",7.8,3.0,CWE-119,cpe:2.3:a:apple:apple_tv:*:*:*:*:*:*:*:*|cpe:2.3:o:apple:iphone_os:*:*:*:*:*:*:*:*|cpe:2.3:o:apple:mac_os_x:*:*:*:*:*:*:*:*|cpe:2.3:o:apple:watchos:*:*:*:*:*:*:*:*,apple tv
CVE-2018-4223,2018-06-08,"An issue was discovered in certain Apple products. iOS before 11.4 is affected. macOS before 10.13.5 is affected. tvOS before 11.4 is affected. watchOS before 4.3.1 is affected. The issue involves the ""Security"" component. It allows local users to bypass intended restrictions on the reading of a persistent account identifier.",5.5,3.0,CWE-200,cpe:2.3:a:apple:apple_tv:*:*:*:*:*:*:*:*|cpe:2.3:o:apple:iphone_os:*:*:*:*:*:*:*:*|cpe:2.3:o:apple:mac_os_x:*:*:*:*:*:*:*:*|cpe:2.3:o:apple:watchos:*:*:*:*:*:*:*:*,apple tv
CVE-2018-4224,2018-06-08,"An issue was discovered in certain Apple products. iOS before 11.4 is affected. macOS before 10.13.5 is affected. iCloud before 7.5 on Windows is affected. iTunes before 12.7.5 on Windows is affected. tvOS before 11.4 is affected. watchOS before 4.3.1 is affected. The issue involves the ""Security"" component. It allows local users to bypass intended restrictions on the reading of a persistent device identifier.",5.5,3.0,CWE-200,cpe:2.3:a:apple:apple_tv:*:*:*:*:*:*:*:*|cpe:2.3:o:apple:iphone_os:*:*:*:*:*:*:*:*|cpe:2.3:o:apple:mac_os_x:*:*:*:*:*:*:*:*|cpe:2.3:o:apple:watchos:*:*:*:*:*:*:*:*|cpe:2.3:a:apple:icloud:*:*:*:*:*:*:*:*|cpe:2.3:o:microsoft:windows:-:*:*:*:*:*:*:*|cpe:2.3:a:apple:itunes:*:*:*:*:*:*:*:*,apple tv
CVE-2018-4235,2018-06-08,"An issue was discovered in certain Apple products. iOS before 11.4 is affected. macOS before 10.13.5 is affected. tvOS before 11.4 is affected. watchOS before 4.3.1 is affected. The issue involves the ""Messages"" component. It allows local users to perform impersonation attacks via an unspecified injection.",5.5,3.0,CWE-74,cpe:2.3:a:apple:apple_tv:*:*:*:*:*:*:*:*|cpe:2.3:o:apple:iphone_os:*:*:*:*:*:*:*:*|cpe:2.3:o:apple:mac_os_x:*:*:*:*:*:*:*:*|cpe:2.3:o:apple:watchos:*:*:*:*:*:*:*:*,apple tv
CVE-2018-4241,2018-06-08,"An issue was discovered in certain Apple products. iOS before 11.4 is affected. macOS before 10.13.5 is affected. tvOS before 11.4 is affected. watchOS before 4.3.1 is affected. The issue involves the ""Kernel"" component. A buffer overflow in mptcp_usr_connectx allows attackers to execute arbitrary code in a privileged context via a crafted app.",7.8,3.0,CWE-119,cpe:2.3:a:apple:apple_tv:*:*:*:*:*:*:*:*|cpe:2.3:o:apple:iphone_os:*:*:*:*:*:*:*:*|cpe:2.3:o:apple:mac_os_x:*:*:*:*:*:*:*:*|cpe:2.3:o:apple:watchos:*:*:*:*:*:*:*:*,apple tv
CVE-2018-4243,2018-06-08,"An issue was discovered in certain Apple products. iOS before 11.4 is affected. macOS before 10.13.5 is affected. tvOS before 11.4 is affected. watchOS before 4.3.1 is affected. The issue involves the ""Kernel"" component. A buffer overflow in getvolattrlist allows attackers to execute arbitrary code in a privileged context via a crafted app.",7.8,3.0,CWE-119,cpe:2.3:a:apple:apple_tv:*:*:*:*:*:*:*:*|cpe:2.3:o:apple:iphone_os:*:*:*:*:*:*:*:*|cpe:2.3:o:apple:mac_os_x:*:*:*:*:*:*:*:*|cpe:2.3:o:apple:watchos:*:*:*:*:*:*:*:*,apple tv
CVE-2018-4249,2018-06-08,"An issue was discovered in certain Apple products. iOS before 11.4 is affected. macOS before 10.13.5 is affected. tvOS before 11.4 is affected. watchOS before 4.3.1 is affected. The issue involves pktmnglr_ipfilter_input in com.apple.packet-mangler in the ""Kernel"" component. It allows attackers to execute arbitrary code in a privileged context or cause a denial of service (integer overflow and stack-based buffer overflow) via a crafted app.",7.8,3.0,CWE-190|CWE-787,cpe:2.3:a:apple:apple_tv:*:*:*:*:*:*:*:*|cpe:2.3:o:apple:iphone_os:*:*:*:*:*:*:*:*|cpe:2.3:o:apple:mac_os_x:*:*:*:*:*:*:*:*|cpe:2.3:o:apple:watchos:*:*:*:*:*:*:*:*,apple tv
CVE-2018-1151,2018-06-12,The web server on Western Digital TV Media Player 1.03.07 and TV Live Hub 3.12.13 allow unauthenticated remote attackers to execute arbitrary code or cause denial of service via crafted HTTP requests to toServerValue.cgi.,9.8,3.0,CWE-119,cpe:2.3:o:westerndigital:tv_live_hub_firmware:3.12.13:*:*:*:*:*:*:*|cpe:2.3:h:westerndigital:tv_live_hub:-:*:*:*:*:*:*:*|cpe:2.3:o:westerndigital:tv_media_player_firmware:1.03.07:*:*:*:*:*:*:*|cpe:2.3:h:westerndigital:tv_media_player:-:*:*:*:*:*:*:*,western digital tv
CVE-2018-11314,2018-07-03,The External Control API in Roku and Roku TV products allow unauthorized access via a DNS Rebind attack. This can result in remote device control and privileged device and network information to be exfiltrated by an attacker.,9.6,3.0,CWE-20,cpe:2.3:h:roku:roku_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:roku:roku:-:*:*:*:*:*:*:*,roku
CVE-2019-9871,2019-05-31,Jector Smart TV FM-K75 devices allow remote code execution because there is an adb open port with root permission.,9.8,3.0,CWE-306,cpe:2.3:o:jector:fm-k75_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:jector:fm-k75:-:*:*:*:*:*:*:*,jector
