cve_id,published,description,cvss_score,cvss_version,cwe_ids,cpe_strings,matched_terms
CVE-2005-2959,2005-10-25,"Incomplete blacklist vulnerability in sudo 1.6.8 and earlier allows local users to gain privileges via the (1) SHELLOPTS and (2) PS4 environment variables before executing a bash script on behalf of another user, which are not cleared even though other variables are.",4.6,2.0,CWE-264,cpe:2.3:a:todd_miller:sudo:1.6:*:*:*:*:*:*:*|cpe:2.3:a:todd_miller:sudo:1.6.1:*:*:*:*:*:*:*|cpe:2.3:a:todd_miller:sudo:1.6.2:*:*:*:*:*:*:*|cpe:2.3:a:todd_miller:sudo:1.6.3:*:*:*:*:*:*:*|cpe:2.3:a:todd_miller:sudo:1.6.3_p1:*:*:*:*:*:*:*|cpe:2.3:a:todd_miller:sudo:1.6.3_p2:*:*:*:*:*:*:*|cpe:2.3:a:todd_miller:sudo:1.6.3_p3:*:*:*:*:*:*:*|cpe:2.3:a:todd_miller:sudo:1.6.3_p4:*:*:*:*:*:*:*|cpe:2.3:a:todd_miller:sudo:1.6.3_p5:*:*:*:*:*:*:*|cpe:2.3:a:todd_miller:sudo:1.6.3_p6:*:*:*:*:*:*:*|cpe:2.3:a:todd_miller:sudo:1.6.3_p7:*:*:*:*:*:*:*|cpe:2.3:a:todd_miller:sudo:1.6.3p1:*:*:*:*:*:*:*|cpe:2.3:a:todd_miller:sudo:1.6.3p2:*:*:*:*:*:*:*|cpe:2.3:a:todd_miller:sudo:1.6.3p3:*:*:*:*:*:*:*|cpe:2.3:a:todd_miller:sudo:1.6.3p4:*:*:*:*:*:*:*|cpe:2.3:a:todd_miller:sudo:1.6.3p5:*:*:*:*:*:*:*|cpe:2.3:a:todd_miller:sudo:1.6.3p6:*:*:*:*:*:*:*|cpe:2.3:a:todd_miller:sudo:1.6.3p7:*:*:*:*:*:*:*|cpe:2.3:a:todd_miller:sudo:1.6.4:*:*:*:*:*:*:*|cpe:2.3:a:todd_miller:sudo:1.6.4_p1:*:*:*:*:*:*:*|cpe:2.3:a:todd_miller:sudo:1.6.4_p2:*:*:*:*:*:*:*|cpe:2.3:a:todd_miller:sudo:1.6.4p1:*:*:*:*:*:*:*|cpe:2.3:a:todd_miller:sudo:1.6.4p2:*:*:*:*:*:*:*|cpe:2.3:a:todd_miller:sudo:1.6.5:*:*:*:*:*:*:*|cpe:2.3:a:todd_miller:sudo:1.6.5_p1:*:*:*:*:*:*:*|cpe:2.3:a:todd_miller:sudo:1.6.5_p2:*:*:*:*:*:*:*|cpe:2.3:a:todd_miller:sudo:1.6.5p1:*:*:*:*:*:*:*|cpe:2.3:a:todd_miller:sudo:1.6.5p2:*:*:*:*:*:*:*|cpe:2.3:a:todd_miller:sudo:1.6.6:*:*:*:*:*:*:*|cpe:2.3:a:todd_miller:sudo:1.6.7:*:*:*:*:*:*:*|cpe:2.3:a:todd_miller:sudo:1.6.7_p5:*:*:*:*:*:*:*|cpe:2.3:a:todd_miller:sudo:1.6.8:*:*:*:*:*:*:*,ps4
CVE-2006-0734,2006-02-16,The SV_CheckForDuplicateNames function in Valve Software Half-Life CSTRIKE Dedicated Server 1.6 and earlier allows remote authenticated users to cause a denial of service (infinite loop and daemon hang) via a backslash character at the end of a connection string to UDP port 27015.,4.0,2.0,CWE-119,cpe:2.3:a:valve_software:half-life_cstrike_dedicated_server:*:*:*:*:*:*:*:*,valve
CVE-2006-4507,2006-08-31,"Unspecified vulnerability in the TIFF viewer (possibly libTIFF) in the Photo Viewer in the Sony PlaystationPortable (PSP) 2.00 through 2.80 allows local users to execute arbitrary code via crafted TIFF images. NOTE: due to lack of details, it is not clear whether this is related to other issues such as CVE-2006-3464 or CVE-2006-3465.",4.6,2.0,,cpe:2.3:h:sony:playstation_portable:2.00:*:*:*:*:*:*:*|cpe:2.3:h:sony:playstation_portable:2.10:*:*:*:*:*:*:*|cpe:2.3:h:sony:playstation_portable:2.20:*:*:*:*:*:*:*|cpe:2.3:h:sony:playstation_portable:2.30:*:*:*:*:*:*:*|cpe:2.3:h:sony:playstation_portable:2.40:*:*:*:*:*:*:*|cpe:2.3:h:sony:playstation_portable:2.50:*:*:*:*:*:*:*|cpe:2.3:h:sony:playstation_portable:2.60:*:*:*:*:*:*:*|cpe:2.3:h:sony:playstation_portable:2.70:*:*:*:*:*:*:*|cpe:2.3:h:sony:playstation_portable:2.80:*:*:*:*:*:*:*,playstation
CVE-2008-0128,2008-01-23,"The SingleSignOn Valve (org.apache.catalina.authenticator.SingleSignOn) in Apache Tomcat before 5.5.21 does not set the secure flag for the JSESSIONIDSSO cookie in an https session, which can cause the cookie to be sent in http requests and make it easier for remote attackers to capture this cookie.",5.0,2.0,CWE-16,cpe:2.3:a:apache:tomcat:*:*:*:*:*:*:*:*,valve
CVE-2009-2541,2009-07-20,"The web browser on the Sony PLAYSTATION 3 (PS3) allows remote attackers to cause a denial of service (memory consumption and console hang) via a large integer value for the length property of a Select object, a related issue to CVE-2009-1692.",7.5,3.1,CWE-399|CWE-400,cpe:2.3:h:sony:playstation_3:*:*:*:*:*:*:*:*,playstation|ps3
CVE-2012-2188,2012-08-06,"IBM Power Hardware Management Console (HMC) 7R3.5.0 before SP4, 7R7.1.0 and 7R7.2.0 before 7R7.2.0 SP3, and 7R7.3.0 before SP2, and Systems Director Management Console (SDMC) 6R7.3.0 before SP2, does not properly restrict the VIOS viosrvcmd command, which allows local users to gain privileges via vectors involving a (1) $ (dollar sign) or (2) & (ampersand) character.",7.2,2.0,CWE-264,cpe:2.3:o:ibm:power_hardware_management_console_firmware:7r3.5.0:*:*:*:*:*:*:*|cpe:2.3:o:ibm:power_hardware_management_console_firmware:7r7.1.0:*:*:*:*:*:*:*|cpe:2.3:o:ibm:power_hardware_management_console_firmware:7r7.2.0:*:*:*:*:*:*:*|cpe:2.3:o:ibm:power_hardware_management_console_firmware:7r7.3.0:*:*:*:*:*:*:*|cpe:2.3:o:ibm:systems_director_management__console_firmware:6r7.3.0:*:*:*:*:*:*:*,console firmware
CVE-2016-7543,2017-01-19,Bash before 4.4 allows local users to execute arbitrary commands with root privileges via crafted SHELLOPTS and PS4 environment variables.,8.4,3.0,CWE-20,cpe:2.3:a:gnu:bash:*:*:*:*:*:*:*:*|cpe:2.3:o:fedoraproject:fedora:23:*:*:*:*:*:*:*|cpe:2.3:o:fedoraproject:fedora:24:*:*:*:*:*:*:*|cpe:2.3:o:fedoraproject:fedora:25:*:*:*:*:*:*:*,ps4
CVE-2016-5237,2017-01-23,"Valve Steam 3.42.16.13 uses weak permissions for the files in the Steam program directory, which allows local users to modify the files and possibly gain privileges as demonstrated by a Trojan horse Steam.exe file.",4.8,3.0,CWE-264,cpe:2.3:o:valvesoftware:steamos:*:*:*:*:*:*:*:*,steam|valve
CVE-2016-4948,2017-03-07,"Multiple cross-site scripting (XSS) vulnerabilities in Cloudera Manager 5.5 and earlier allow remote attackers to inject arbitrary web script or HTML via the (1) Template Name field when renaming a template; (2) KDC Server host, (3) Kerberos Security Realm, (4) Kerberos Encryption Types, (5) Advanced Configuration Snippet (Safety Valve) for [libdefaults] section of krb5.conf, (6) Advanced Configuration Snippet (Safety Valve) for the Default Realm in krb5.conf, (7) Advanced Configuration Snippet (Safety Valve) for remaining krb5.conf, or (8) Active Directory Account Prefix fields in the Kerberos wizard; or (9) classicWizard parameter to cmf/cloudera-director/redirect.",6.1,3.0,CWE-79,cpe:2.3:a:cloudera:manager:*:*:*:*:*:*:*:*,valve
CVE-2017-17010,2017-12-27,Untrusted search path vulnerability in Content Manager Assistant for PlayStation version 3.55.7671.0901 and earlier allows an attacker to gain privileges via a Trojan horse DLL in an unspecified directory.,7.8,3.0,CWE-426,cpe:2.3:a:sony:content_manager_assistant:*:*:*:*:*:*:playstation:*,playstation
CVE-2017-17877,2017-12-27,"An issue was discovered in Valve Steam Link build 643. When the SSH daemon is enabled for local development, the device is publicly available via IPv6 TCP port 22 over the internet (with stateless address autoconfiguration) by default, which makes it easier for remote attackers to obtain access by guessing 24 bits of the MAC address and attempting a root login. This can be exploited in conjunction with CVE-2017-17878.",9.8,3.0,,cpe:2.3:o:valvesoftware:steam_link_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:valvesoftware:steam_link:-:*:*:*:*:*:*:*,steam|valve
CVE-2017-17878,2017-12-27,"An issue was discovered in Valve Steam Link build 643. Root passwords longer than 8 characters are truncated because of the default use of DES (aka the CONFIG_FEATURE_DEFAULT_PASSWD_ALGO=""des"" setting).",9.8,3.0,CWE-327,cpe:2.3:o:valvesoftware:steam_link_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:valvesoftware:steam_link:-:*:*:*:*:*:*:*,steam|valve
CVE-2018-18226,2018-10-12,"In Wireshark 2.6.0 to 2.6.3, the Steam IHS Discovery dissector could consume system memory. This was addressed in epan/dissectors/packet-steam-ihs-discovery.c by changing the memory-management approach.",7.5,3.0,CWE-772,cpe:2.3:a:wireshark:wireshark:*:*:*:*:*:*:*:*|cpe:2.3:o:debian:debian_linux:9.0:*:*:*:*:*:*:*,steam
CVE-2019-14743,2019-08-07,"In Valve Steam Client for Windows through 2019-08-07, HKLM\SOFTWARE\Wow6432Node\Valve\Steam has explicit ""Full control"" for the Users group, which allows local users to gain NT AUTHORITY\SYSTEM access.",6.6,3.0,CWE-732,cpe:2.3:a:valvesoftware:steam_client:*:*:*:*:*:*:*:*|cpe:2.3:o:microsoft:windows:-:*:*:*:*:*:*:*,steam|valve
CVE-2020-7949,2020-01-27,"schemasystem.dll in Valve Dota 2 before 7.23f allows remote attackers to achieve code execution or denial of service by creating a gaming server and inviting a victim to this server, because a crafted map is mishandled during a GetValue call.",7.8,3.1,,cpe:2.3:a:valvesoftware:dota_2:*:*:*:*:*:*:*:*,valve
CVE-2020-7950,2020-01-27,"meshsystem.dll in Valve Dota 2 before 7.23f allows remote attackers to achieve code execution or denial of service by creating a gaming server and inviting a victim to this server, because a crafted map is mishandled during a vulnerable function call.",7.8,3.1,,cpe:2.3:a:valvesoftware:dota_2:*:*:*:*:*:*:*:*,valve
CVE-2020-7951,2020-01-27,"meshsystem.dll in Valve Dota 2 before 7.23e allows remote attackers to achieve code execution or denial of service by creating a gaming server and inviting a victim to this server, because a crafted map is affected by memory corruption.",7.8,3.1,CWE-787,cpe:2.3:a:valvesoftware:dota_2:*:*:*:*:*:*:*:*,valve
CVE-2020-7952,2020-01-27,"rendersystemdx9.dll in Valve Dota 2 before 7.23f allows remote attackers to achieve code execution or denial of service by creating a gaming server and inviting a victim to this server, because a crafted map is affected by memory corruption.",7.8,3.1,,cpe:2.3:a:valvesoftware:dota_2:*:*:*:*:*:*:*:*,valve
CVE-2019-13533,2019-12-16,"In Omron PLC CJ series, all versions, and Omron PLC CS series, all versions, an attacker could monitor traffic between the PLC and the controller and replay requests that could result in the opening and closing of industrial valves.",8.1,3.1,CWE-294,cpe:2.3:o:omron:plc_cj_firmware:*:*:*:*:*:*:*:*|cpe:2.3:o:omron:plc_cs_firmware:*:*:*:*:*:*:*:*,valve
CVE-2022-31090,2022-06-27,"Guzzle, an extensible PHP HTTP client. `Authorization` headers on requests are sensitive information. In affected versions when using our Curl handler, it is possible to use the `CURLOPT_HTTPAUTH` option to specify an `Authorization` header. On making a request which responds with a redirect to a URI with a different origin (change in host, scheme or port), if we choose to follow it, we should remove the `CURLOPT_HTTPAUTH` option before continuing, stopping curl from appending the `Authorization` header to the new request. Affected Guzzle 7 users should upgrade to Guzzle 7.4.5 as soon as possible. Affected users using any earlier series of Guzzle should upgrade to Guzzle 6.5.8 or 7.4.5. Note that a partial fix was implemented in Guzzle 7.4.2, where a change in host would trigger removal of the curl-added Authorization header, however this earlier fix did not cover change in scheme or change in port. If you do not require or expect redirects to be followed, one should simply disable redirects all together. Alternatively, one can specify to use the Guzzle steam handler backend, rather than curl.",7.7,3.1,CWE-200|CWE-212,cpe:2.3:a:guzzlephp:guzzle:*:*:*:*:*:*:*:*|cpe:2.3:o:debian:debian_linux:11.0:*:*:*:*:*:*:*,steam
CVE-2021-38929,2022-04-11,"IBM System Storage DS8000 Management Console (HMC) R8.5 88.5x.x.x, R9.1 89.1x.0.0, and R9.2 89.2x.0.0 could allow a remote attacker to obtain sensitive information through unpublished URLs. IBM X-Force ID: 210330.",7.5,3.1,,cpe:2.3:o:ibm:system_storage_ds8000_management_console_firmware:88.50.0.0:*:*:*:*:*:*:*|cpe:2.3:o:ibm:system_storage_ds8000_management_console_firmware:89.10.0.0:*:*:*:*:*:*:*|cpe:2.3:o:ibm:system_storage_ds8000_management_console_firmware:89.20.0.0:*:*:*:*:*:*:*|cpe:2.3:h:ibm:system_storage_ds8000_management_console:-:*:*:*:*:*:*:*,console firmware
CVE-2021-38930,2022-04-11,"IBM System Storage DS8000 Management Console (HMC) R8.5 88.5x.x.x, R9.1 89.1x.0.0, and R9.2 89.2x.0.0 could allow a remote attacker to obtain sensitive information through unpublished URLs. IBM X-Force ID: 210331.",7.5,3.1,,cpe:2.3:o:ibm:system_storage_ds8000_management_console_firmware:88.50.0.0:*:*:*:*:*:*:*|cpe:2.3:o:ibm:system_storage_ds8000_management_console_firmware:89.10.0.0:*:*:*:*:*:*:*|cpe:2.3:o:ibm:system_storage_ds8000_management_console_firmware:89.20.0.0:*:*:*:*:*:*:*|cpe:2.3:h:ibm:system_storage_ds8000_management_console:-:*:*:*:*:*:*:*,console firmware
CVE-2022-33644,2022-07-12,Xbox Live Save Service Elevation of Privilege Vulnerability,7.0,3.1,,cpe:2.3:o:microsoft:windows_10:20h2:*:*:*:*:*:*:*|cpe:2.3:o:microsoft:windows_10:21h1:*:*:*:*:*:*:*|cpe:2.3:o:microsoft:windows_10:21h2:*:*:*:*:*:*:*,xbox
CVE-2022-36293,2022-08-16,Buffer overflow vulnerability in Nintendo Wi-Fi Network Adaptor WAP-001 All versions allows an attacker with an administrative privilege to execute arbitrary code via unspecified vectors.,7.2,3.1,CWE-120,cpe:2.3:o:nintendo:wi-fi_network_adaptor_wap_001_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:nintendo:wi-fi_network_adaptor_wap_001:-:*:*:*:*:*:*:*,nintendo
CVE-2022-36381,2022-08-16,OS command injection vulnerability in Nintendo Wi-Fi Network Adaptor WAP-001 All versions allows an attacker with an administrative privilege to execute arbitrary OS commands via unspecified vectors.,7.2,3.1,CWE-78,cpe:2.3:o:nintendo:wi-fi_network_adaptor_wap_001_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:nintendo:wi-fi_network_adaptor_wap_001:-:*:*:*:*:*:*:*,nintendo
CVE-2022-3349,2022-09-28,A vulnerability was found in Sony PS4 and PS5. It has been classified as critical. This affects the function UVFAT_readupcasetable of the component exFAT Handler. The manipulation of the argument dataLength leads to heap-based buffer overflow. It is possible to launch the attack on the physical device. It is recommended to upgrade the affected component. The associated identifier of this vulnerability is VDB-209679.,6.8,3.1,CWE-119|CWE-787,cpe:2.3:o:sony:playstation_4_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:playstation_4:-:*:*:*:*:*:*:*|cpe:2.3:o:sony:playstation_5_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:sony:playstation_5:-:*:*:*:*:*:*:*,playstation|ps5|ps4
CVE-2022-42046,2022-12-20,wfshbr64.sys and wfshbr32.sys specially crafted IOCTL allows arbitrary user to perform local privilege escalation,7.8,3.1,CWE-269,cpe:2.3:a:wfs:heaven_burns_red:*:*:*:*:*:steam:*:*,steam
CVE-2022-47949,2022-12-24,"The Nintendo NetworkBuffer class, as used in Animal Crossing: New Horizons before 2.0.6 and other products, allows remote attackers to execute arbitrary code via a large UDP packet that causes a buffer overflow, aka ENLBufferPwn. The victim must join a game session with the attacker. Other affected products include Mario Kart 7 before 1.2, Mario Kart 8, Mario Kart 8 Deluxe before 2.1.0, ARMS before 5.4.1, Splatoon, Splatoon 2 before 5.5.1, Splatoon 3 before late 2022, Super Mario Maker 2 before 3.0.2, and Nintendo Switch Sports before late 2022.",9.8,3.1,CWE-120,cpe:2.3:a:nintendo:animal_crossing\:_new_horizons:*:*:*:*:*:*:*:*|cpe:2.3:a:nintendo:arms:*:*:*:*:*:*:*:*|cpe:2.3:a:nintendo:mario_kart_7:*:*:*:*:*:*:*:*|cpe:2.3:a:nintendo:mario_kart_8:*:*:*:*:deluxe:*:*:*|cpe:2.3:a:nintendo:mario_kart_8:-:*:*:*:-:*:*:*|cpe:2.3:a:nintendo:splatoon:*:*:*:*:*:*:*:*|cpe:2.3:a:nintendo:splatoon_2:*:*:*:*:*:*:*:*|cpe:2.3:a:nintendo:splatoon_3:*:*:*:*:*:*:*:*|cpe:2.3:a:nintendo:super_mario_maker_2:*:*:*:*:*:*:*:*|cpe:2.3:a:nintendo:switch_sports:*:*:*:*:*:*:*:*,nintendo switch|nintendo
CVE-2022-48019,2023-02-06,The components wfshbr64.sys and wfshbr32.sys in Another Eden before v3.0.20 and before v2.14.200 allows attackers to perform privilege escalation via a crafted payload.,7.8,3.1,CWE-269,cpe:2.3:a:wfs:another_eden:*:*:*:*:global:steam:*:*|cpe:2.3:a:wfs:another_eden:*:*:*:*:japanese:windows:*:*,steam
CVE-2023-30382,2023-05-23,A buffer overflow in the component hl.exe of Valve Half-Life up to 5433873 allows attackers to execute arbitrary code and escalate privileges by supplying crafted parameters.,7.3,3.1,CWE-787,cpe:2.3:a:valvesoftware:half-life:-:*:*:*:*:*:*:*,valve
CVE-2023-38312,2023-10-15,A directory traversal vulnerability in Valve Counter-Strike 8684 allows a client (with remote control access to a game server) to read arbitrary files from the underlying server via the motdfile console variable.,7.5,3.1,CWE-22,cpe:2.3:a:valvesoftware:counter-strike:8684:*:*:*:*:*:*:*,valve
CVE-2024-38032,2024-07-09,Microsoft Xbox Remote Code Execution Vulnerability,7.1,3.1,CWE-122|CWE-787,cpe:2.3:o:microsoft:windows_10_21h2:*:*:*:*:*:*:*:*|cpe:2.3:o:microsoft:windows_10_22h2:*:*:*:*:*:*:*:*|cpe:2.3:o:microsoft:windows_11_21h2:*:*:*:*:*:*:*:*|cpe:2.3:o:microsoft:windows_11_22h2:*:*:*:*:*:*:*:*|cpe:2.3:o:microsoft:windows_11_23h2:*:*:*:*:*:*:*:*,xbox
CVE-2024-38078,2024-07-09,Xbox Wireless Adapter Remote Code Execution Vulnerability,7.5,3.1,CWE-416,cpe:2.3:o:microsoft:windows_11_21h2:*:*:*:*:*:*:*:*|cpe:2.3:o:microsoft:windows_11_22h2:*:*:*:*:*:*:*:*|cpe:2.3:o:microsoft:windows_11_23h2:*:*:*:*:*:*:*:*,xbox
