Source File,Source Sheet,CVE,CVSS,CVSS Severity,CWE,CWE Name,Description
CategoryIV_AccessControlDeviceTypes.xlsx,smart lock,CVE-2022-32509,8.8,HIGH,CWE-295,CWE-295,"An issue was discovered on certain Nuki Home Solutions devices. Lack of certificate validation on HTTP communications allows attackers to intercept and tamper data. This affects Nuki Smart Lock 3.0 before 3.3.5, Nuki Bridge v1 before 1.22.0 and Nuki Bridge v2 before 2.13.2."
CategoryIV_AccessControlDeviceTypes.xlsx,door lock,CVE-2023-39841,4.6,MEDIUM,CWE-311,CWE-311,Missing encryption in the RFID tag of Etekcity 3-in-1 Smart Door Lock v1.0 allows attackers to create a cloned tag via brief physical proximity to the original device.
CategoryIV_AccessControlDeviceTypes.xlsx,door lock,CVE-2023-39843,2.4,LOW,CWE-311,CWE-311,Missing encryption in the RFID tag of Suleve 5-in-1 Smart Door Lock v1.0 allows attackers to create a cloned tag via brief physical proximity to the original device.
CategoryIV_AccessControlDeviceTypes.xlsx,door lock,CVE-2023-50124,6.8,MEDIUM,CWE-798,CWE-798,"Flient Smart Door Lock v1.0 is vulnerable to Use of Default Credentials. Due to default credentials on a debug interface, in combination with certain design choices, an attacker can unlock the Flient Smart Door Lock by replacing the fingerprint that is stored on the scanner."
CategoryIV_AccessControlDeviceTypes.xlsx,door lock,CVE-2023-50129,6.5,MEDIUM,CWE-311,CWE-311,"Missing encryption in the NFC tags of the Flient Smart Door Lock v1.0 allows attackers to create a cloned tag via brief physical proximity to the original tags, which results in an attacker gaining access to the perimeter."
CategoryIX_IoTDeviceTypes.xlsx,nuki,CVE-2022-32504,9.8,CRITICAL,CWE-120,CWE-120,"An issue was discovered on certain Nuki Home Solutions devices. The code used to parse the JSON objects received from the WebSocket service provided by the device leads to a stack buffer overflow. An attacker would be able to exploit this to gain arbitrary code execution on a KeyTurner device. This affects Nuki Smart Lock 3.0 before 3.3.5 and 2.0 before 2.12.4, as well as Nuki Bridge v1 before 1.22.0 and v2 before 2.13.2."
CategoryIX_IoTDeviceTypes.xlsx,nuki,CVE-2022-32505,7.1,HIGH,CWE-400,CWE-400,An issue was discovered on certain Nuki Home Solutions devices. It is possible to send multiple BLE malformed packets to block some of the functionality and reboot the device. This affects Nuki Smart Lock 3.0 before 3.3.5 and Nuki Smart Lock 2.0 before 2.12.4.
CategoryIX_IoTDeviceTypes.xlsx,nuki,CVE-2022-32506,6.4,MEDIUM,CWE-1263,CWE-1263,"An issue was discovered on certain Nuki Home Solutions devices. An attacker with physical access to the circuit board could use the SWD debug features to control the execution of code on the processor and debug the firmware, as well as read or alter the content of the internal and external flash memory. This affects Nuki Smart Lock 3.0 before 3.3.5, Nuki Smart Lock 2.0 before 2.12.4, as well as Nuki Bridge v1 before 1.22.0 and v2 before 2.13.2."
CategoryIX_IoTDeviceTypes.xlsx,nuki,CVE-2022-32507,8.8,HIGH,CWE-284,CWE-284,"An issue was discovered on certain Nuki Home Solutions devices. Some BLE commands, which should have been designed to be only called from privileged accounts, could also be called from unprivileged accounts. This demonstrates that no access controls were implemented for the different BLE commands across the different accounts. This affects Nuki Smart Lock 3.0 before 3.3.5 and Nuki Smart Lock 2.0 before 2.12.4."
CategoryIX_IoTDeviceTypes.xlsx,nuki,CVE-2022-32509,8.8,HIGH,CWE-295,CWE-295,"An issue was discovered on certain Nuki Home Solutions devices. Lack of certificate validation on HTTP communications allows attackers to intercept and tamper data. This affects Nuki Smart Lock 3.0 before 3.3.5, Nuki Bridge v1 before 1.22.0 and Nuki Bridge v2 before 2.13.2."
CategoryIX_IoTDeviceTypes.xlsx,yale,CVE-2020-10176,9.8,CRITICAL,CWE-94,CWE-94,ASSA ABLOY Yale WIPC-301W 2.x.2.29 through 2.x.2.43_p1 devices allow Eval Injection of commands.
CategoryIX_IoTDeviceTypes.xlsx,august,CVE-2019-17518,6.5,MEDIUM,CWE-120,CWE-120,"The Bluetooth Low Energy implementation on Dialog Semiconductor SDK through 1.0.14.1081 for DA1468x devices responds to link layer packets with a payload length larger than expected, allowing attackers in radio range to cause a buffer overflow via a crafted packet. This affects, for example, August Smart Lock."
CategoryI_SmartHomeDeviceTypes.xlsx,smart home,CVE-2022-32504,9.8,CRITICAL,CWE-120,CWE-120,"An issue was discovered on certain Nuki Home Solutions devices. The code used to parse the JSON objects received from the WebSocket service provided by the device leads to a stack buffer overflow. An attacker would be able to exploit this to gain arbitrary code execution on a KeyTurner device. This affects Nuki Smart Lock 3.0 before 3.3.5 and 2.0 before 2.12.4, as well as Nuki Bridge v1 before 1.22.0 and v2 before 2.13.2."
CategoryI_SmartHomeDeviceTypes.xlsx,smart home,CVE-2022-32505,7.1,HIGH,CWE-400,CWE-400,An issue was discovered on certain Nuki Home Solutions devices. It is possible to send multiple BLE malformed packets to block some of the functionality and reboot the device. This affects Nuki Smart Lock 3.0 before 3.3.5 and Nuki Smart Lock 2.0 before 2.12.4.
CategoryI_SmartHomeDeviceTypes.xlsx,smart home,CVE-2022-32506,6.4,MEDIUM,CWE-1263,CWE-1263,"An issue was discovered on certain Nuki Home Solutions devices. An attacker with physical access to the circuit board could use the SWD debug features to control the execution of code on the processor and debug the firmware, as well as read or alter the content of the internal and external flash memory. This affects Nuki Smart Lock 3.0 before 3.3.5, Nuki Smart Lock 2.0 before 2.12.4, as well as Nuki Bridge v1 before 1.22.0 and v2 before 2.13.2."
CategoryI_SmartHomeDeviceTypes.xlsx,smart home,CVE-2022-32507,8.8,HIGH,CWE-284,CWE-284,"An issue was discovered on certain Nuki Home Solutions devices. Some BLE commands, which should have been designed to be only called from privileged accounts, could also be called from unprivileged accounts. This demonstrates that no access controls were implemented for the different BLE commands across the different accounts. This affects Nuki Smart Lock 3.0 before 3.3.5 and Nuki Smart Lock 2.0 before 2.12.4."
CategoryI_SmartHomeDeviceTypes.xlsx,smart home,CVE-2022-32509,8.8,HIGH,CWE-295,CWE-295,"An issue was discovered on certain Nuki Home Solutions devices. Lack of certificate validation on HTTP communications allows attackers to intercept and tamper data. This affects Nuki Smart Lock 3.0 before 3.3.5, Nuki Bridge v1 before 1.22.0 and Nuki Bridge v2 before 2.13.2."
CategoryI_SmartHomeDeviceTypes.xlsx,smart device,CVE-2019-17518,6.5,MEDIUM,CWE-120,CWE-120,"The Bluetooth Low Energy implementation on Dialog Semiconductor SDK through 1.0.14.1081 for DA1468x devices responds to link layer packets with a payload length larger than expected, allowing attackers in radio range to cause a buffer overflow via a crafted packet. This affects, for example, August Smart Lock."
CategoryI_SmartHomeDeviceTypes.xlsx,smart device,CVE-2023-39841,4.6,MEDIUM,CWE-311,CWE-311,Missing encryption in the RFID tag of Etekcity 3-in-1 Smart Door Lock v1.0 allows attackers to create a cloned tag via brief physical proximity to the original device.
CategoryI_SmartHomeDeviceTypes.xlsx,smart device,CVE-2023-39843,2.4,LOW,CWE-311,CWE-311,Missing encryption in the RFID tag of Suleve 5-in-1 Smart Door Lock v1.0 allows attackers to create a cloned tag via brief physical proximity to the original device.
CategoryI_SmartHomeDeviceTypes.xlsx,smart device,CVE-2022-46480,8.1,HIGH,CWE-294,CWE-294,Incorrect Session Management and Credential Re-use in the Bluetooth LE stack of the Ultraloq UL3 2nd Gen Smart Lock Firmware 02.27.0012 allows an attacker to sniff the unlock code and unlock the device whilst within Bluetooth range.
CategoryI_SmartHomeDeviceTypes.xlsx,smart device,CVE-2022-32504,9.8,CRITICAL,CWE-120,CWE-120,"An issue was discovered on certain Nuki Home Solutions devices. The code used to parse the JSON objects received from the WebSocket service provided by the device leads to a stack buffer overflow. An attacker would be able to exploit this to gain arbitrary code execution on a KeyTurner device. This affects Nuki Smart Lock 3.0 before 3.3.5 and 2.0 before 2.12.4, as well as Nuki Bridge v1 before 1.22.0 and v2 before 2.13.2."
CategoryI_SmartHomeDeviceTypes.xlsx,smart device,CVE-2022-32505,7.1,HIGH,CWE-400,CWE-400,An issue was discovered on certain Nuki Home Solutions devices. It is possible to send multiple BLE malformed packets to block some of the functionality and reboot the device. This affects Nuki Smart Lock 3.0 before 3.3.5 and Nuki Smart Lock 2.0 before 2.12.4.
CategoryI_SmartHomeDeviceTypes.xlsx,smart device,CVE-2022-32506,6.4,MEDIUM,CWE-1263,CWE-1263,"An issue was discovered on certain Nuki Home Solutions devices. An attacker with physical access to the circuit board could use the SWD debug features to control the execution of code on the processor and debug the firmware, as well as read or alter the content of the internal and external flash memory. This affects Nuki Smart Lock 3.0 before 3.3.5, Nuki Smart Lock 2.0 before 2.12.4, as well as Nuki Bridge v1 before 1.22.0 and v2 before 2.13.2."
CategoryI_SmartHomeDeviceTypes.xlsx,smart device,CVE-2022-32507,8.8,HIGH,CWE-284,CWE-284,"An issue was discovered on certain Nuki Home Solutions devices. Some BLE commands, which should have been designed to be only called from privileged accounts, could also be called from unprivileged accounts. This demonstrates that no access controls were implemented for the different BLE commands across the different accounts. This affects Nuki Smart Lock 3.0 before 3.3.5 and Nuki Smart Lock 2.0 before 2.12.4."
CategoryI_SmartHomeDeviceTypes.xlsx,smart device,CVE-2022-32509,8.8,HIGH,CWE-295,CWE-295,"An issue was discovered on certain Nuki Home Solutions devices. Lack of certificate validation on HTTP communications allows attackers to intercept and tamper data. This affects Nuki Smart Lock 3.0 before 3.3.5, Nuki Bridge v1 before 1.22.0 and Nuki Bridge v2 before 2.13.2."
CategoryVIII_ProtocolDeviceTypes.xlsx,smart home,CVE-2022-32504,9.8,CRITICAL,CWE-120,CWE-120,"An issue was discovered on certain Nuki Home Solutions devices. The code used to parse the JSON objects received from the WebSocket service provided by the device leads to a stack buffer overflow. An attacker would be able to exploit this to gain arbitrary code execution on a KeyTurner device. This affects Nuki Smart Lock 3.0 before 3.3.5 and 2.0 before 2.12.4, as well as Nuki Bridge v1 before 1.22.0 and v2 before 2.13.2."
CategoryVIII_ProtocolDeviceTypes.xlsx,smart home,CVE-2022-32505,7.1,HIGH,CWE-400,CWE-400,An issue was discovered on certain Nuki Home Solutions devices. It is possible to send multiple BLE malformed packets to block some of the functionality and reboot the device. This affects Nuki Smart Lock 3.0 before 3.3.5 and Nuki Smart Lock 2.0 before 2.12.4.
CategoryVIII_ProtocolDeviceTypes.xlsx,smart home,CVE-2022-32506,6.4,MEDIUM,CWE-1263,CWE-1263,"An issue was discovered on certain Nuki Home Solutions devices. An attacker with physical access to the circuit board could use the SWD debug features to control the execution of code on the processor and debug the firmware, as well as read or alter the content of the internal and external flash memory. This affects Nuki Smart Lock 3.0 before 3.3.5, Nuki Smart Lock 2.0 before 2.12.4, as well as Nuki Bridge v1 before 1.22.0 and v2 before 2.13.2."
CategoryVIII_ProtocolDeviceTypes.xlsx,smart home,CVE-2022-32507,8.8,HIGH,CWE-284,CWE-284,"An issue was discovered on certain Nuki Home Solutions devices. Some BLE commands, which should have been designed to be only called from privileged accounts, could also be called from unprivileged accounts. This demonstrates that no access controls were implemented for the different BLE commands across the different accounts. This affects Nuki Smart Lock 3.0 before 3.3.5 and Nuki Smart Lock 2.0 before 2.12.4."
CategoryVIII_ProtocolDeviceTypes.xlsx,smart home,CVE-2022-32509,8.8,HIGH,CWE-295,CWE-295,"An issue was discovered on certain Nuki Home Solutions devices. Lack of certificate validation on HTTP communications allows attackers to intercept and tamper data. This affects Nuki Smart Lock 3.0 before 3.3.5, Nuki Bridge v1 before 1.22.0 and Nuki Bridge v2 before 2.13.2."
CategoryVII_HubDeviceTypes.xlsx,smart bridge,CVE-2022-32504,9.8,CRITICAL,CWE-120,CWE-120,"An issue was discovered on certain Nuki Home Solutions devices. The code used to parse the JSON objects received from the WebSocket service provided by the device leads to a stack buffer overflow. An attacker would be able to exploit this to gain arbitrary code execution on a KeyTurner device. This affects Nuki Smart Lock 3.0 before 3.3.5 and 2.0 before 2.12.4, as well as Nuki Bridge v1 before 1.22.0 and v2 before 2.13.2."
CategoryVII_HubDeviceTypes.xlsx,smart bridge,CVE-2022-32506,6.4,MEDIUM,CWE-1263,CWE-1263,"An issue was discovered on certain Nuki Home Solutions devices. An attacker with physical access to the circuit board could use the SWD debug features to control the execution of code on the processor and debug the firmware, as well as read or alter the content of the internal and external flash memory. This affects Nuki Smart Lock 3.0 before 3.3.5, Nuki Smart Lock 2.0 before 2.12.4, as well as Nuki Bridge v1 before 1.22.0 and v2 before 2.13.2."
CategoryVII_HubDeviceTypes.xlsx,smart bridge,CVE-2022-32509,8.8,HIGH,CWE-295,CWE-295,"An issue was discovered on certain Nuki Home Solutions devices. Lack of certificate validation on HTTP communications allows attackers to intercept and tamper data. This affects Nuki Smart Lock 3.0 before 3.3.5, Nuki Bridge v1 before 1.22.0 and Nuki Bridge v2 before 2.13.2."
CategoryVI_ApplianceDeviceTypes.xlsx,smart range,CVE-2019-17518,6.5,MEDIUM,CWE-120,CWE-120,"The Bluetooth Low Energy implementation on Dialog Semiconductor SDK through 1.0.14.1081 for DA1468x devices responds to link layer packets with a payload length larger than expected, allowing attackers in radio range to cause a buffer overflow via a crafted packet. This affects, for example, August Smart Lock."
CategoryVI_ApplianceDeviceTypes.xlsx,smart range,CVE-2022-46480,8.1,HIGH,CWE-294,CWE-294,Incorrect Session Management and Credential Re-use in the Bluetooth LE stack of the Ultraloq UL3 2nd Gen Smart Lock Firmware 02.27.0012 allows an attacker to sniff the unlock code and unlock the device whilst within Bluetooth range.
CategoryVI_ApplianceDeviceTypes.xlsx,smart ac,CVE-2023-50129,6.5,MEDIUM,CWE-311,CWE-311,"Missing encryption in the NFC tags of the Flient Smart Door Lock v1.0 allows attackers to create a cloned tag via brief physical proximity to the original tags, which results in an attacker gaining access to the perimeter."
CategoryVI_ApplianceDeviceTypes.xlsx,smart ac,CVE-2022-32506,6.4,MEDIUM,CWE-1263,CWE-1263,"An issue was discovered on certain Nuki Home Solutions devices. An attacker with physical access to the circuit board could use the SWD debug features to control the execution of code on the processor and debug the firmware, as well as read or alter the content of the internal and external flash memory. This affects Nuki Smart Lock 3.0 before 3.3.5, Nuki Smart Lock 2.0 before 2.12.4, as well as Nuki Bridge v1 before 1.22.0 and v2 before 2.13.2."
CategoryVI_ApplianceDeviceTypes.xlsx,smart ac,CVE-2022-32507,8.8,HIGH,CWE-284,CWE-284,"An issue was discovered on certain Nuki Home Solutions devices. Some BLE commands, which should have been designed to be only called from privileged accounts, could also be called from unprivileged accounts. This demonstrates that no access controls were implemented for the different BLE commands across the different accounts. This affects Nuki Smart Lock 3.0 before 3.3.5 and Nuki Smart Lock 2.0 before 2.12.4."
