Difference Type,cve_id,published,description,cvss_score,cvss_version,cwe_ids,cpe_strings,Claude Judgment,Claude Confidence,Claude Reasoning
keyword_only,CVE-2021-44905,2022-03-25,Incorrect permissions in the Bluetooth Services in the Fortessa FTBTLD Smart Lock as of 12-13-2022 allows a remote attacker to disable the lock via an unauthenticated edit to the lock name.,8.2,3.1,CWE-276,cpe:2.3:o:cef:fortessa_ftbtld_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:cef:fortessa_ftbtld:-:*:*:*:*:*:*:*,Yes,High,
keyword_only,CVE-2022-36228,2023-10-09,"Nokelock Smart padlock O1 Version 5.3.0 is vulnerable to Insecure Permissions. By sending a request, you can add any device and set the device password in the Nokelock app.",6.5,3.1,CWE-862,cpe:2.3:o:janusintl:noke_standard_smart_padlock_firmware:5.3.0:*:*:*:*:*:*:*|cpe:2.3:h:janusintl:noke_standard_smart_padlock:-:*:*:*:*:*:*:*|cpe:2.3:o:janusintl:noke_hd_smart_padlock_firmware:5.3.0:*:*:*:*:*:*:*|cpe:2.3:h:janusintl:noke_hd_smart_padlock:-:*:*:*:*:*:*:*|cpe:2.3:o:janusintl:noke_hd\+_smart_padlock_firmware:5.3.0:*:*:*:*:*:*:*|cpe:2.3:h:janusintl:noke_hd\+_smart_padlock:-:*:*:*:*:*:*:*,No,Low,"Nokelock O1 is a smart padlock for portable use, not a residential door lock; padlocks are used for bikes and storage rather than home entry control"
keyword_only,CVE-2024-23485,2024-07-11,"Improperly Preserved Integrity of Hardware Configuration State During a Power Save/Restore Operation (CWE-1304) in the Controller 6000 and 7000 can lead to secured door locks connected via Aperio Communication Hubs to momentarily allow free access. 

This issue affects: Gallagher Controller 6000 and 7000 9.10 prior to vCR9.10.240520a (distributed in 9.10.1268(MR1)), 9.00 prior to vCR9.00.240521a (distributed in 9.00.1990(MR3)),  8.90 prior to vCR8.90.240520a (distributed in 8.90.1947 (MR4)), 8.80 prior to vCR8.80.240520a (distributed in 8.80.1726 (MR5)), 8.70 prior to vCR8.70.240520a (distributed in 8.70.2824 (MR7)), all versions of 8.60 and prior.",4.6,3.1,CWE-1304,,No,Low,"Aperio Communication Hubs and associated controllers are commercial enterprise access control systems for office/facility buildings, not residential smart door locks"
keyword_only,CVE-2024-48548,2024-10-24,The APK file in Cloud Smart Lock v2.0.1 has a leaked a URL that can call an API for binding physical devices. This vulnerability allows attackers to arbitrarily construct a request to use the app to bind to unknown devices by finding a valid serial number via a bruteforce attack.,9.3,3.1,CWE-863,,Yes,Low,Cloud Smart Lock appears to be a consumer residential smart lock application; the description describes binding physical lock devices via an API consistent with a home smart door lock; no CPE available to confirm device type
keyword_only,CVE-2019-12944,2019-10-15,Glue Smart Lock 2.7.8 devices do not properly block guest access in certain situations where the network connection is unavailable.,7.5,3.1,CWE-862,cpe:2.3:o:gluehome:glue_smart_lock_firmware:2.7.8:*:*:*:*:*:*:*|cpe:2.3:h:gluehome:glue_smart_lock:-:*:*:*:*:*:*:*,Yes,High,
keyword_only,CVE-2020-9438,2020-06-23,"Tinxy Door Lock with firmware before 3.2 allow attackers to unlock a door by replaying an Unlock request that occurred when the attacker was previously authorized. In other words, door-access revocation is mishandled.",5.9,3.1,CWE-294,cpe:2.3:o:tinxy:smart_wifi_door_lock_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:tinxy:smart_wifi_door_lock:-:*:*:*:*:*:*:*,Yes,High,
keyword_only,CVE-2020-12681,2021-07-26,Missing TLS certificate validation on 3xLogic Infinias eIDC32 devices through 3.4.125 allows an attacker to intercept/control the channel by which door lock policies are applied.,7.5,3.1,CWE-295,cpe:2.3:o:3xlogic:infinias_eidc32_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:3xlogic:infinias_eidc32:-:*:*:*:*:*:*:*,No,High,
keyword_only,CVE-2020-9059,2022-01-10,"Z-Wave devices based on Silicon Labs 500 series chipsets using S0 authentication are susceptible to uncontrolled resource consumption leading to battery exhaustion. As an example, the Schlage BE468 version 3.42 door lock is vulnerable and fails open at a low battery level.",6.5,3.1,CWE-400|CWE-770,cpe:2.3:o:silabs:500_series_firmware:*:*:*:*:*:*:*:*|cpe:2.3:o:schlage:be468:3.42:*:*:*:*:*:*:*,Yes,High,
keyword_only,CVE-2022-23849,2022-03-03,The biometric lock in Devolutions Password Hub for iOS before 2021.3.4 allows attackers to access the application because of authentication bypass. An attacker must rapidly make failed biometric authentication attempts.,6.6,3.1,,cpe:2.3:a:devolutions:password_hub:*:*:*:*:*:iphone_os:*:*,No,High,
keyword_only,CVE-2022-46307,2023-06-02,"SGUDA U-Lock central lock control service’s lock management function has incorrect authorization. A remote attacker with general privilege can exploit this vulnerability to call privileged APIs to acquire information, manipulate or disrupt the functionality of arbitrary electronic locks.",8.8,3.1,CWE-863,cpe:2.3:o:sguda:u-lock_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:sguda:u-lock:-:*:*:*:*:*:*:*,Yes,High,
keyword_only,CVE-2023-34553,2023-06-22,An issue was discovered in WAFU Keyless Smart Lock v1.0 allows attackers to unlock a device via code replay attack.,6.5,3.1,CWE-294,cpe:2.3:o:wafucn:wafu_keyless_smart_lock_firmware:1.0:*:*:*:*:*:*:*|cpe:2.3:h:wafucn:wafu_keyless_smart_lock:-:*:*:*:*:*:*:*,Yes,High,
keyword_only,CVE-2023-26943,2023-12-05,Weak encryption mechanisms in RFID Tags in Yale Keyless Lock v1.0 allows attackers to create a cloned tag via physical proximity to the original.,6.5,3.1,CWE-326,cpe:2.3:o:assaabloy:yale_keyless_smart_lock_firmware:1.0:*:*:*:*:*:*:*|cpe:2.3:h:assaabloy:yale_keyless_smart_lock:-:*:*:*:*:*:*:*,Yes,High,
keyword_only,CVE-2023-5880,2024-01-03,"When the Genie Company Aladdin Connect garage door opener (Retrofit-Kit Model ALDCM) is placed into configuration mode the web servers “Garage Door Control Module Setup” page is vulnerable to XSS via a broadcast SSID name containing malicious code with client side Java Script and/or HTML. This allows the attacker to inject malicious code with client side Java Script and/or HTML into the users' web browser. 
",8.8,3.1,CWE-79,cpe:2.3:o:geniecompany:aladdin_connect_garage_door_opener_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:geniecompany:aladdin_connect_garage_door_opener:-:*:*:*:*:*:*:*,Yes,High,"The Genie Aladdin Connect Retrofit-Kit is a consumer smart garage-door opener, explicitly within this category's scope (""incl. garage-door openers""); the XSS lives in the device's own web-based setup page, making this a clear in-scope home-access-control vulnerability."
keyword_only,CVE-2025-44612,2025-05-30,"Tinxy WiFi Lock Controller v1 RF was discovered to transmit sensitive information in plaintext, including control information and device credentials, allowing attackers to possibly intercept and access sensitive information via a man-in-the-middle attack.",5.9,3.1,CWE-319,cpe:2.3:o:tinxy:wifi_lock_controller_v1_rf_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:tinxy:wifi_lock_controller_v1_rf:-:*:*:*:*:*:*:*,Yes,High,
keyword_only,CVE-2025-44614,2025-05-30,"Tinxy WiFi Lock Controller v1 RF was discovered to store users' sensitive information, including credentials and mobile phone numbers, in plaintext.",7.5,3.1,CWE-312,cpe:2.3:o:tinxy:wifi_lock_controller_v1_rf_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:tinxy:wifi_lock_controller_v1_rf:-:*:*:*:*:*:*:*,Yes,High,
keyword_only,CVE-2025-44619,2025-05-30,"Tinxy WiFi Lock Controller v1 RF was discovered to be configured to transmit on an open Wi-Fi network, allowing attackers to join the network without authentication.",9.1,3.1,CWE-284,cpe:2.3:o:tinxy:wifi_lock_controller_v1_rf_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:tinxy:wifi_lock_controller_v1_rf:-:*:*:*:*:*:*:*,Yes,High,
keyword_only,CVE-2025-56400,2025-11-24,"Cross-Site Request Forgery (CSRF) vulnerability in the OAuth implementation of the Tuya SDK 6.5.0 for Android and iOS, affects the Tuya Smart and Smartlife mobile applications, as well as other third-party applications that integrate the SDK, allows an attacker to link their own Amazon Alexa account to a victim's Tuya account. The applications fail to validate the OAuth state parameter during the account linking flow, enabling a cross-site request forgery (CSRF)-like attack. By tricking the victim into clicking a crafted authorization link, an attacker can complete the OAuth flow on the victim's behalf, resulting in unauthorized Alexa access to the victim's Tuya-connected devices. This affects users regardless of prior Alexa linkage and does not require the Tuya application to be active at the time. Successful exploitation may allow remote control of devices such as cameras, doorbells, door locks, or alarms.",8.8,3.1,CWE-352|CWE-384,cpe:2.3:a:tuya:smartlife:6.3.1:*:*:*:*:iphone_os:*:*|cpe:2.3:a:tuya:smartlife:6.3.4:*:*:*:*:android:*:*|cpe:2.3:a:tuya:tuya:*:*:*:*:*:android:*:*|cpe:2.3:a:tuya:tuya:*:*:*:*:*:iphone_os:*:*|cpe:2.3:a:tuya:tuya_smart:6.3.1:*:*:*:*:android:*:*|cpe:2.3:a:tuya:tuya_smart:6.3.1:*:*:*:*:iphone_os:*:*,No,High,
keyword_only,CVE-2026-24732,2026-03-04,"Files or Directories Accessible to External Parties, Incorrect Permission Assignment for Critical Resource vulnerability in Hallo Welt! GmbH BlueSpice (Extension:NSFileRepo modules) allows Accessing Functionality Not Properly Constrained by ACLs, Bypassing Electronic Locks and Access Controls.This issue affects BlueSpice: from 5.1 through 5.1.3, from 5.2 through 5.2.0.

HINT: Versions provided apply to BlueSpice MediaWiki releases. For Extension:NSFileRepo the affected versions are 3.0 < 3.0.5",,,CWE-552|CWE-732,,No,High,
keyword_only,CVE-2026-47149,2026-06-25,"In EmberZNet v9.0.2 and earlier, malformed or out-of-range Door Lock user identifiers can trigger out-of-bounds table reads and terminate the process. These messages must come from a device that has already joined the network, and no information leakage back to the sender was observed. Only devices supporting the Door Lock cluster may be impacted.",,,CWE-125,,Yes,Low,"EmberZNet is Silicon Labs' Zigbee stack used in home IoT devices; the CVE specifically targets the Door Lock cluster which is the Zigbee specification for residential smart door locks; though a protocol stack rather than a specific consumer product, it directly affects home smart lock implementations"
keyword_only,CVE-2026-47151,2026-06-25,"In EmberZNet v9.0.2 and earlier, malformed ClearWeekdaySchedule messages can trigger out-of-bounds writes into Door Lock schedule state. The size and location of this data is limited. These messages must come from a device that has already joined the network. Only devices supporting the Door Lock cluster may be impacted.",,,CWE-787,,Yes,Low,Same as CVE-2026-47149; EmberZNet Zigbee Door Lock cluster schedule vulnerability directly affecting home smart lock implementations via the Zigbee protocol stack
keyword_only,CVE-2025-68711,2026-05-26,"AppLockZ App Lock and Fingerprint Lock (applock.passwordfingerprint.applockz) 4.2.11 for Android allows a local attacker with physical access to bypass the PIN lock. The lock is implemented as an overlay rather than by using Android's secure authentication APIs. By navigating cascading interface flows - insecure navigation through exposed routes facilitates app control evasion {I.N.T.E.R.F.A.C.E] via advertisement or browser intents, an attacker can evade lockscreen verification and access protected apps (e.g., Chrome). This results in information disclosure and privilege escalation.",2.4,3.1,CWE-288,,No,High,
cpe_expansion,CVE-2020-9058,2022-01-10,"Z-Wave devices based on Silicon Labs 500 series chipsets using CRC-16 encapsulation, including but likely not limited to the Linear LB60Z-1 version 3.5, Dome DM501 version 4.26, and Jasco ZW4201 version 4.05, do not implement encryption or replay protection.",8.1,3.1,CWE-311,cpe:2.3:o:silabs:500_series_firmware:*:*:*:*:*:*:*:*|cpe:2.3:o:dome:dm501:4.26:*:*:*:*:*:*:*|cpe:2.3:o:jasco:zw4201:4.05:*:*:*:*:*:*:*|cpe:2.3:o:linear:lb60z-1:3.5:*:*:*:*:*:*:*,No,Low,"Generic Z-Wave 500/700-series chipset/protocol weakness demonstrated on non-lock devices (lamp/appliance modules, sensors, USB controllers, plugs, a hub); no door lock is named, so it does not clearly affect a door lock."
cpe_expansion,CVE-2020-9060,2022-01-10,"Z-Wave devices based on Silicon Labs 500 series chipsets using S2, including but likely not limited to the ZooZ ZST10 version 6.04, ZooZ ZEN20 version 5.03, ZooZ ZEN25 version 5.03, Aeon Labs ZW090-A version 3.95, and Fibaro FGWPB-111 version 4.3, are susceptible to denial of service and resource exhaustion via malformed SECURITY NONCE GET, SECURITY NONCE GET 2, NO OPERATION, or NIF REQUEST messages.",6.5,3.1,CWE-346|CWE-400,cpe:2.3:o:silabs:500_series_firmware:*:*:*:*:*:*:*:*|cpe:2.3:o:aeotec:zw090-a:3.95:*:*:*:*:*:*:*|cpe:2.3:o:fibaro:fgwpb-111:4.3:*:*:*:*:*:*:*|cpe:2.3:o:zooz:zen20:5.03:*:*:*:*:*:*:*|cpe:2.3:o:zooz:zen25:5.03:*:*:*:*:*:*:*|cpe:2.3:o:zooz:zst10:6.04:*:*:*:*:*:*:*,No,Low,"Generic Z-Wave 500/700-series chipset/protocol weakness demonstrated on non-lock devices (lamp/appliance modules, sensors, USB controllers, plugs, a hub); no door lock is named, so it does not clearly affect a door lock."
cpe_expansion,CVE-2020-9061,2022-01-10,"Z-Wave devices using Silicon Labs 500 and 700 series chipsets, including but not likely limited to the SiLabs UZB-7 version 7.00, ZooZ ZST10 version 6.04, Aeon Labs ZW090-A version 3.95, and Samsung STH-ETH-200 version 6.04, are susceptible to denial of service via malformed routing messages.",6.5,3.1,CWE-285,cpe:2.3:o:aeotec:zw090-a:3.95:*:*:*:*:*:*:*|cpe:2.3:o:samsung:sth-eth-200:6.04:*:*:*:*:*:*:*|cpe:2.3:o:silabs:uzb-7:7.00:*:*:*:*:*:*:*|cpe:2.3:o:zooz:zst10:6.04:*:*:*:*:*:*:*|cpe:2.3:o:silabs:500_series_firmware:*:*:*:*:*:*:*:*|cpe:2.3:o:silabs:700_series_firmware:-:*:*:*:*:*:*:*,No,Low,"Generic Z-Wave 500/700-series chipset/protocol weakness demonstrated on non-lock devices (lamp/appliance modules, sensors, USB controllers, plugs, a hub); no door lock is named, so it does not clearly affect a door lock."
cpe_expansion,CVE-2022-46308,2023-06-02,"SGUDA U-Lock central lock control service’s user management function has incorrect authorization. A remote attacker with general user privilege can exploit this vulnerability to call privileged APIs to access, modify and delete user information.",8.8,3.1,CWE-863,cpe:2.3:o:sguda:u-lock_firmware:-:*:*:*:*:*:*:*|cpe:2.3:h:sguda:u-lock:-:*:*:*:*:*:*:*,Yes,High,
cpe_expansion,CVE-2023-5881,2024-01-03,"Unauthenticated access permitted to web interface page The Genie Company Aladdin Connect (Retrofit-Kit Model ALDCM) ""Garage Door Control Module Setup"" and modify the Garage door's SSID settings. 



",8.2,3.1,CWE-306,cpe:2.3:o:geniecompany:aladdin_connect_garage_door_opener_firmware:*:*:*:*:*:*:*:*|cpe:2.3:h:geniecompany:aladdin_connect_garage_door_opener:-:*:*:*:*:*:*:*,Yes,High,
